Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 4"" diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,20 gpm,29 gpm,39 gpm,50 gpm,,,3
"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,119 gpm,30 gpm,60 gpm,104 gpm,,,2
"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",General,B,109 gpm,54 gpm,27 gpm,65 gpm,,,3
By which of the listed methods may heat be transferred from one body to another?,General,B,Radiation,Convection,Conduction,All of the above,,,4
"If only the chill box solenoid valve remains open, the refrigeration compressor will eventually be stopped by __________.",General,B,chill box thermostatic temperature switch,low water cutout switch,low pressure cutout switch,high pressure cutout switch,,,3
Careful handling of compressed gas bottles should include __________.,General,B,"stowing, to avoid them from crashing into one another","keeping them away from flame, high heat, and direct sunlight",keeping the valve protection caps in place,all of the above,,,4
Heat may be transferred by __________.,General,B,conduction,convection,radiation,all of the above,,,4
How many BTUs must be added to one pound  of water at 32°F to raise the temperature to 212°F?,General,B,16 BTU's,144 BTU's,180 BTU's,970 BTU's,,,3
"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 7"" diameter cylinder, a 9"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",General,B,26.7 gpm,53.4 gpm,80.1 gpm,106.8 gpm,,,4
"The action of water being circulated within a natural circulation boiler, is an example of what form of heat transfer?",General,B,Radiation,Conduction,Forced convection,Natural convection,,,4
"While reaming a hole, the reamer should not be turned backwards if the hole has not been fully reamed because __________.",General,B,the cutting edges may be damaged,turning in the wrong direction will cause chatter,the shank will loosen in the tap wrench,reverse rotation will make the hole oversize,,,1
"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 6 diameter cylinder, a 14"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,378 gpm,189 gpm,441 gpm,95 gpm,,,4
"If your vessel burns 8 tons of fuel per hour at 15 knots, how many tons per hour will it burn at 18 knots?",General,B,9.6 tons,13.8 tons,9.5 tons,11.5 tons,,,2
"When two refrigerated spaces in a refrigeration system are  served by a single compressor and condenser, yet are maintained at different temperatures, a back pressure regulating valve serves to provide __________.",General,B,a higher pressure in the evaporator coil in the colder box,a higher pressure in the evaporator coil in the warmer box,a lower pressure in the evaporator coil in the warmer box,equal pressures in the evaporator coils of both boxes,,,2
Which of the following conditions must be carried out before the superheating of saturated vapor can occur?,General,B,The evaporation rate must be increased.,The flow of liquid to the unfired pressure vessel must be increased.,The vapor must be removed from contact with the liquid from which it was generated.,The operating pressure must be raised.,,,3
Which of the following practices is considered to be safe for the handling and use of compressed gas cylinders?,General,B,Using oxygen as a substitute for compressed air for pneumatic tools.,Routinely greasing or lubricating the valves on oxygen cylinders.,The storage of the cylinders in a well ventilated compartment.,Cracking the valve on a hydrogen cylinder to clear dust and dirt.,,,3
"After a piece of pipe has been cut, a good shop practice to ream out the burr left in the pipe.  This is done to __________.",General,B,make a taper for starting the threading die,make the taper required for pipe threads,remove tool marks which could interfere with flow,prevent the burr from restricting flow in the pipe,,,4
"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 5"" diameter cylinder, a 8"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",General,B,106 gpm,170 gpm,213 gpm,53 gpm,,,3
An eroded globe valve disk can be repaired by __________.,General,B,taking a light cut in a lathe,sandblasting with light weight grit,dressing the seat with crocus cloth,scraping with a bastard file,,,1
A graphite additive type grease is best suited for __________. * I. low temperature applications * II. high temperature applications,General,B,I only,II only,Both I and II,Neither I nor II,,,2
The proper tool used for cutting new external threads is called a thread __________.,General,B,chaser,die,broach,tap,,,2
"In a vapor compression type refrigeration cycle, the refrigerant temperature decreases the most in the __________.",General,B,evaporator,condenser,compressor,expansion valve,,,4
"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 8 diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,156 gpm,625 gpm,312 gpm,507 gpm,,,1
Oxygen and acetylene cylinders should always be stored __________.,General,B,upright with the cylinder caps screwed on,horizontal with the cylinder caps screwed on,upright with the cylinder caps off,horizontal with the cylinder caps off,,,1
When internal threading for piping where the work permits the tap to be run entirely through you can begin and end the tapping of the hole by using a __________.,General,B,taper tap,plug tap,bottoming tap,finishing tap,,,1
"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 5"" diameter cylinder, a 11"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",General,B,352 gpm,80 gpm,320 gpm,160 gpm,,,4
"After a piece of pipe is cut, the opening in the end should be cleaned out with a __________.",General,B,pipe reamer,pipe cleaner,taper tool,hole cleaner,,,1
"When refering to greases, penetration number is____________.",General,B,how many seconds was required for a cone to penetrate the sample,the temperature at which a cone would begin to penetrate the sample,the temperature at which the grease would become sufficiently fluid to fill the voids of a standard ball bearing,the depth to which a cone would penetrate a sample of grease in 5 seconds,,,4
"The function of seal cages, or lantern rings installed in  the centrifugal pump stuffing boxes, is to __________.",General,B,cool the shaft,lubricate the packing,seal air from entering along the shaft,distribute the sealing liquid within the stuffing box,,,4
"If the compressor is heard to knock while pumping down the  low side for repairs, this is an indication of __________.",General,B,worn piston rings,faulty bearings,air being introduced to the system,foaming of the crankcase oil,,,4
Internal pipe threads are cut with __________.,General,B,dies,reamers,taps,tap drills,,,3
Pressure-relief devices on gas welding cylinders are located in __________.,General,B,the cylinder valve,the shoulder of the cylinder,the bottom of the cylinder,all of the above,,,4
"When using a hand die to cut threads on brass stock, the threads can be dry cut or may be lubricated with __________.",General,B,graphite and oil,white lead,lard oil,kerosene,,,3
"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 12"" stroke and operating with 80% volumetric efficiency, what is the capacity of this pump?",General,B,282 gpm,94 gpm,47 gpm,188 gpm,,,2
"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 4 diameter cylinder, a 12"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,144 gpm,36 gpm,72 gpm,216 gpm,,,2
"When pipe is properly screwed into a tapped hole, it will give the correct fit when __________.",General,B,the pipe cannot be turned,all the threads are covered,half of the threads are covered,all but two or three threads are covered,,,4
A centrifugal pump designed to handle a liquid with a temperature of 250°F or greater must be provided with __________.,General,B,a semi-mechanical seal,helical grooved wearing rings,self adjusting packing,a liquid seal line,,,4
"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 4"" diameter cylinder, a 13"" stroke and operating with 77% volumetric efficiency, what is the capacity of this pump?",General,B,103 gpm,336 gpm,52 gpm,207 gpm,,,1
The primary function of a centrifugal pump volute is to __________.,General,B,develop a high velocity liquid,convert velocity to pressure,limit hydraulic end thrust,initiate flow,,,2
"A centrifugal pump with a double volute casing operated at  greater than design capacity, will __________.",General,B,be less susceptible to shaft deflection than a similar pump with a single volute casing operated under the same conditions,be more susceptible to shaft deflection than a similar pump with a single volute casing operated under the same conditions,develop excessive radial thrust and resultant shaft deflection,develop excessive radial thrust and resultant impeller deflection,,,1
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 13"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",General,B,491 gpm,113 gpm,227 gpm,453 gpm,,,3
"If you have a duplex single acting reciprocating pump making 110 strokes/minute, with a 5"" diameter cylinder, a 4"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",General,B,28 gpm,18 gpm,36 gpm,71 gpm,,,3
"When repacking a reciprocating pump with more than four rings of packing, the packing is cut square, installed with the ends abutted, and each succeeding ring staggered with the butted ends __________.",General,B,45° apart,90° apart,120° apart,180° apart,,,2
Which of the following problems will occur when the suction valve is throttled on a centrifugal pump not designed to operate in this manner?,General,B,The pump will immediately overheat and seize.,Pump efficiency is reduced and cavitation will be induced.,The pump packing will fail causing irrepairable damage to the pump shaft.,Pump capacity is reduced and overall efficiency will be increased.,,,2
"If you heard a 'crackling' sound occuring within a  centrifugal pump, the most probable source of the noise would be the __________.",General,B,shaft sleeves,discharge volutes,wearing rings,pump suction,,,4
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 6 diameter cylinder, a 11"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,273 gpm,74 gpm,149 gpm,297 gpm,,,3
"If the flow of water from a centrifugal pump is allowed to  be stopped by closing the discharge valve while the pump continues to run for an indefinite period, the __________.",General,B,relief valve will open,water pressure will lower continually to shut off head,water pressure will tend to rise continuously,liquid may overheat and vaporize,,,4
Which of the valves listed is normally closed when charging the refrigeration system through the high side?,General,B,Dehydrator inlet valve,Liquid line king valve,Suction line valve,Thermal expansion valve,,,2
"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",General,B,110 gpm,39 gpm,157 gpm,78 gpm,,,4
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",General,B,614 gpm,132 gpm,526 gpm,263 gpm,,,4
"If you have a duplex single acting reciprocating pump making 130 strokes/minute, with a 4 diameter cylinder, a 12"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",General,B,237 gpm,39 gpm,158 gpm,79 gpm,,,4
"If a centrifugal pump is driven by a constant speed prime mover and  produces a flow rate less than the designed specifications, the cause could be __________.",General,B,suction absolute pressure greatly exceeds corresponding vapor pressure of liquid being pumped,excessive suction head,pump packing gland misalignment,worn wearing rings,,,4
"You suspect a problem with the centrifugal fire pump on your ship, and begin to slowly close the discharge valve.  Your  suspicion is confirmed when the __________.",General,B,discharge valve is closed off and there is no change in the discharge pressure,discharge valve is 80% closed and the relief valve lifts,"suction valve is closed off, and the discharge pressure begins to decrease","suction valve is closed off, yet the relief valve does not  lift",,,1
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",General,B,301 gpm,560 gpm,151 gpm,603 gpm,,,1
The reset process control mode is also considered to be the same as __________. * I. proportional speed floating control * II. derivative control,General,B,I only,II only,Both I and II,Neither I nor II,,,1
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",General,B,94 gpm,78 gpm,47 gpm,188 gpm,,,1
The heat of compression is partially removed from compressed air by __________.,General,B,intercoolers,aftercoolers,compressor water jackets,all of the above,,,4
"In the operation of a proportional-plus-reset controller, * the proportional action  __________. * I. aids the reset action during increasing error transients * II. and the reset action are completely independent of one another",General,B,I only,II only,Both I and II,Neither I nor II,,,1
"If you have a duplex single acting reciprocating pump making 170 strokes/minute, with a 3"" diameter cylinder, a 12"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",General,B,217 gpm,54 gpm,27 gpm,109 gpm,,,2
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 4 diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,78 gpm,254 gpm,39 gpm,156 gpm,,,1
"When one belt of a multiple V-belt drive requires replacing, it will be necessary to __________.",General,B,ensure the proper belt dressing is applied,ensure the seasoned belts are reinstalled in their proper sequence,season the new belt prior to installation,replace the entire belt set,,,4
"Intercooling of a multistage air compressor provides the advantages of reducing the work of compression on the succeeding stages, and __________.",General,B,condensing part of the original water vapor content,reducing the maximum piston loads,increasing the volumetric efficiency,all of the above,,,4
"If the intercooler of a low pressure air compressor becomes fouled either internally or externally, the __________.",General,B,total capacity will be reduced,volumetric efficiency will be decreased,discharge pressure will decrease,normal running time will be decreased,,,2
"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",General,B,43 gpm,64 gpm,32 gpm,129 gpm,,,2
"As a general rule of thumb, the reservoir used in a hydraulic system should have a capacity, when at the normal level, approximately equal to __________.",General,B,two to three times the normal flow rate through the system,the flow rate through the system,ten times the flow rate through the system,the pump gpm,,,1
Hydraulic system reservoirs should be maintained at recommended normal levels to reduce __________.,General,B,condensation on inside walls,heat retention of working fluid,frequency of fluid changeover,all of the above,,,4
"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",General,B,519 gpm,130 gpm,259 gpm,605 gpm,,,2
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 6 diameter cylinder, a 14"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,441 gpm,189 gpm,95 gpm,378 gpm,,,2
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 4"" diameter cylinder, a 11"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",General,B,229 gpm,42 gpm,83 gpm,167 gpm,,,3
"The volumetric efficiency of a reciprocating air compressor, is the ratio of the __________.",General,B,adiabatic work of compression to the indicated horsepower,work of isothermal compression to the brake horsepower of the motor,air indicated horsepower from indicator cards to the brake  horsepower input,"actual amount of air discharged by the compressor, to the theoretical volume swept by the movement of the compressor  piston",,,4
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 7"" diameter cylinder, a 8"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",General,B,236 gpm,103 gpm,207 gpm,141 gpm,,,3
"In a typical hydraulic system, return lines to the reservoir are terminated below the normal oil level to prevent __________. * I. foaming of the oil * II. condensation of warm oil vapors upon return",General,B,I only,II only,Both I and II,Neither I and II,,,1
"If you have a simplex single acting reciprocating pump making 140 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",General,B,91 gpm,45 gpm,79 gpm,23 gpm,,,4
"In an atmosphere of 100% relative humidity, the wet bulb thermometer would register a temperature __________.",General,B,above the dry bulb temperature,below the dry bulb temperature,the same as the dry bulb temperature,"above the dry bulb temperature, but below the saturation temperature",,,3
"In a typical hydraulic system, return lines to the reservoir are __________. * I. terminated at or just above the normal level * II. placed as far from the pump suction as possible",General,B,I only,II only,Both I and II,Neither I and II,,,2
The mandatory operating characteristic of a pure amplifier is the __________. * I. form of the input and output energy must be the same * II. ratio of the output change to input change must be a value greater than 1 (one),General,B,I only,II only,Both I and II,Neither I nor II,,,1
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 8-inch diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,507 gpm,156 gpm,312 gpm,625 gpm,,,3
The characteristic of 'offset' is inherent with which mode of control? * I. proportional control  * II. reset control,General,B,I only,II only,Both I and II,Neither I nor II,,,1
"In the operation of a proportional-plus-reset controller, * the proportional action  __________. * I. and the reset action are completely independent of one another * II. opposes reset action during decreasing error transients",General,B,I only,II only,Both I and II,Neither I nor II,,,2
A pneumercator measures the liquid level in a tank by sensing __________. * I.  head pressure * II. liquid density,General,B,I only,II only,both I and II,neither I nor II,,,1
"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 3"" diameter cylinder, a 9"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",General,B,109 gpm,18 gpm,72 gpm,36 gpm,,,4
"In the operation of a proportional-plus-reset controller, * the proportional action  __________. * I. opposes the reset action during decreasing error transients * II. aids the reset action during increasing error transients",General,B,I only,II only,Both I and II,Neither I nor II,,,3
Which of the methods listed is most frequently used to control evaporator refrigerant flow rate in a shipboard refrigeration system?,General,B,Direct expansion with constant superheat,Indirect expansion with constant superheat,Low side float control,High side float control,,,1
Reset control is considered to be the same as __________. * I. proportional speed floating control * II. integral control,General,B,I only,II only,Both I and II,Neither I nor II,,,3
"If you have a simplex single acting reciprocating pump making 250 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",General,B,17 gpm,68 gpm,34 gpm,57 gpm,,,1
"If you have a simplex single acting reciprocating pump making 190 strokes/minute, with a 3"" diameter cylinder, a 9"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",General,B,94 gpm,47 gpm,24 gpm,141 gpm,,,3
A compound Bourdon tube type pressure gage is capable of measuring __________.,General,B,temperature and pressure,wet bulb and dry bulb temperatures,humidity and temperature,pressure and vacuum,,,4
"To ensure an accurate pneumercator reading, you should __________.",General,B,purge the balance chamber to remove any liquid,read the bottom of the mercury meniscus,take the reading with the operating cock in the vent position,make certain the tank has been bled of air,,,1
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 4-inch diameter cylinder, a 12"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,216 gpm,36 gpm,144 gpm,72 gpm,,,4
"When the sensing bulb of a thermostatic expansion valve is  charged with a fluid different from the charge used in the  system, it is said to be __________.",General,B,blended charged,straight charged,mixed charged,cross charged,,,4
Energy imparted to the hydraulic fluid in an operating hydraulic system is stored in the __________.,General,B,accumulator,actuator,ram,reservoir,,,1
The baffle plate used in the reservoir of a hydraulic system serves to __________.,General,B,reduce fluid turbulence at the pump suction,minimize the amount of contamination deposited from return  lines entering the system,minimize the entrance of entrained air through the pump inlet line,all of the above,,,4
"In order for the hydraulic pump installed in a constant flow system to maintain adequate flow, the pump suction should __________.",General,B,be taken directly off the reservoir bottom without regard to filters or strainers,"be arranged to develop a maximum vacuum of approximately 10"" of mercury",be arranged to develop the theoretically maximum attainable vacuum,"be provided with three to five 1/2 inch holes in the vertical, suction line to prevent pump starvation should the strainer become fouled",,,2
"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 3"" diameter cylinder, a 13"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",General,B,105 gpm,52 gpm,227 gpm,26 gpm,,,1
The instrument used to indicate the level of a fluid in a tank is called a __________.,General,B,fluid meter,calorimeter,viscosimeter,pneumercator,,,4
"If you have a simplex single acting reciprocating pump making 210 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 77% volumetric efficiency, what is the capacity of this pump?",General,B,123 gpm,31 gpm,62 gpm,108 gpm,,,2
"If you have a simplex single acting reciprocating pump making 250 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 79% volumetric efficiency, what is the capacity of this pump?",General,B,150 gpm,75 gpm,132 gpm,38 gpm,,,4
"A hydraulic accumulator, used in a hydraulic system aboard a MODU, is designed to __________.",General,B,store fluid under pressure,act as the main fluid reservoir,provide the only means of overpressure relief,act as the singular source of fluid replenishment to a system,,,1
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 6"" diameter cylinder, a 11"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,149 gpm,273 gpm,149 gpm,273 gpm,,,1
"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",General,B,226 gpm,451 gpm,526 gpm,113 gpm,,,2
"The component used in a hydraulic system to store potential energy in the form of hydraulic fluid under pressure, is the __________.",General,B,ram,accumulator,piping,pump,,,2
A reservoir is used in a hydraulic system to __________.,General,B,store fluid until required by the system,provide a place for air to separate out of the fluid,provide a place for contaminants to settle out,all of the above,,,4
Which of the devices listed is considered to be a hydraulic system directional control valve?,General,B,Unloading valve,Counterbalance valve,Detented position valve,Sequencing valve,,,3
Which of the devices listed would be considered a hydraulic system directional control valve?,General,B,Counterbalance valve,"Offset, two position valve",Sequencing valve,Unloading valve,,,2
Which of the devices listed would be considered a hydraulic system directional control valve?,General,B,three-position valve,sequencing valve,unloading valve,counterbalance valve,,,1
"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 4"" diameter cylinder, a 13"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",General,B,93 gpm,302 gpm,186 gpm,47 gpm,,,3
"A valve installed in a hydraulic system to manipulate the reversal of fluid flow, is called a __________.",General,B,relief valve,reservoir valve,directional control valve,regenative valve,,,3
A valve installed in a hydraulic system to control the reversal of fluid flow is called a __________.,General,B,relief valve,reservoir valve,directional control valve,power valve,,,3
"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 4"" diameter cylinder, a 11"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",General,B,83 gpm,229 gpm,167 gpm,42 gpm,,,3
"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 4"" diameter cylinder, a 10"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,150 gpm,60 gpm,30 gpm,120 gpm,,,2
"If you have a duplex double acting reciprocating pump making 190 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 88% volumetric efficiency, what is the capacity of this pump?",General,B,205 gpm,102 gpm,85 gpm,51 gpm,,,1
Which of the valves listed is not considered to be a hydraulic system directional control valve?,General,B,Two-position valve,Three-position valve,Detented-position valve,Counterbalance valve,,,4
"If you have a duplex double acting reciprocating pump making 270 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",General,B,31 gpm,62 gpm,52 gpm,15 gpm,,,2
Which of the listed types of refrigeration compressors can be designed with short large diameter suction lines?,General,B,Reciprocating,Rotary,Screw,Centrifugal,,,4
"If you have a duplex single acting reciprocating pump making 100 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 82% volumetric efficiency, what is the capacity of this pump?",General,B,55 gpm,16 gpm,62 gpm,31 gpm,,,4
"A hydraulic fluid flow control circuit, controlling linear  actuator speed, with the pump operating below maximum operating pressure is known as the __________.",General,B,metered-in circuit,metered-out circuit,bleed-in circuit,bleed-off circuit,,,4
"A hydraulic fluid flow control circuit, controlling linear actuator speed during extension, with the pump operating at system pressure, is known as a __________.",General,B,metered-in circuit,metered-out circuit,bleed-off circuit,bleed-in circuit,,,1
"If you have a simplex single acting reciprocating pump making 250 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,114 gpm,57 gpm,38 gpm,86 gpm,,,3
"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 7"" diameter cylinder, a 11"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",General,B,136 gpm,542 gpm,271 gpm,426 gpm,,,1
"A hydraulic fluid flow control circuit, used to control linear actuator speed during retraction, with the pump operating at above maximum pressure, is known as a __________.",General,B,metered-in circuit,metered-out circuit,bleed-in circuit,bleed-off circuit,,,2
A dehydrator installed in a refrigeration system is used to remove __________.,General,B,noncondensable gases and vapors,oil from the refrigerant,refrigerant from the oil,moisture from the system,,,4
"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",General,B,183 gpm,91 gpm,128 gpm,46 gpm,,,1
Directional control valves used in hydraulic systems may be positioned __________.,General,B,manually,mechanically,electrically,all of the above,,,4
"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 10"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",General,B,312 gpm,94 gpm,187 gpm,375 gpm,,,3
"Which of the listed pressure-control valves would be used in a hydraulic system to temporarily divert some, or all of the pump discharge until the additional flow was required?",General,B,counterbalance valve,unloading valve,"compound, pressure-relief valve",sequence valve,,,2
The determining factor for the strength of a flexible rubber hydraulic hose is the __________.,General,B,external cover,synthetic rubber inner tube,braided layer,teflon sleeve,,,3
"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 88% volumetric efficiency, what is the capacity of this pump?",General,B,85 gpm,51 gpm,205 gpm,102 gpm,,,4
Which of the listed materials can be used as a desiccant in a refrigeration system?,General,B,Silica gel,Activated alumina,Anhydrous calcium sulfate,All of the above,,,4
"A bent axis, variable stroke, axial piston pump produces a  greater capacity than a comparable tilting box-type axial piston pump, because the __________.",General,B,piston diameters are smaller,length of stroke is greater,RPM is doubled,discharge/return line diameter are arranged differently,,,2
"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 98% volumetric efficiency, what is the capacity of this pump?",General,B,90 gpm,108 gpm,54 gpm,216 gpm,,,2
Both the direction of flow and fluid flow rate of a variable displacement radial piston pump are determined by the relative positions of the __________.,General,B,pump shaft and central valve,pump shaft and horizontal ports,floating ring and pump shaft,floating ring and cylinder body,,,4
"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 5 diameter cylinder, a 4"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",General,B,101 gpm,56 gpm,42 gpm,27 gpm,,,4
"A hydraulic cylinder is fitted with a cushioning device. The piston abruptly slows towards the end of its stroke, then continues to creep to the completion of its stroke. Which of the following represents the probable cause?",General,B,The cushion adjustment needle valve is open too far.,The cushion adjustment needle valve is not open sufficiantly.,The exhaust oil is flowing freely through the cushion nose.,The rod wiper is jammed in the cushion spear.,,,2
"If you have a simplex single acting reciprocating pump making 190 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 80% volumetric efficiency, what is the capacity of this pump?",General,B,521 gpm,260 gpm,608 gpm,130 gpm,,,4
"With an increase in temperature, the volume of hydraulic fluid __________.",General,B,contracts,remains the same,remains constant if pressure decreases,increases,,,4
"When normal operating pressure is applied to the hydraulic  oil in a high-pressure system, the oil __________.",General,B,viscosity will increase,viscosity will decrease,volume will increase,floc point will increase,,,1
"Overheating of the hydraulic fluid in an electro-hydraulic anchor windlass, may indicate pump cavitation caused by  __________.",General,B,overload of the pump motor,low oil level in the reservoir,low fluid viscosity existing only around the shaft seal,high oil level in the sump,,,2
"Cold storage compartments used for frozen or chilled foods, may be equipped with medium velocity air coolers to establish rapid convection and to __________.",General,B,prevent shrinkage and drying of stored foods,deliver cooled air to all areas of the compartment,prevent air from being cooled below the dew point,eliminate all noxious odors in the compartment,,,2
Overheating of the oil in a hydraulic system can be caused by __________.,General,B,"continuous, unnecessary, and excessive pump discharge pressure",an increase in the number of the hydraulic fluid film layers,insufficient external pump slippage,fluctuating pump discharge pressure in response to normal  load variations,,,1
"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",General,B,50 gpm,38 gpm,75 gpm,150 gpm,,,3
"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",General,B,519 gpm,259 gpm,605  gpm,130 gpm,,,1
"If you have a simplex single acting reciprocating pump making 130 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",General,B,22 gpm,89 gpm,45 gpm,78 gpm,,,1
"To prevent motor overload during start-up of a hermetically sealed centrifugal refrigeration system, the compressor suction gas variable inlet guide vanes remain __________.",General,B,closed until the motor is connected across the line at full voltage and current drawn is up to full load current,opened until the motor is connected across the line at full voltage and current drawn is below full load current,closed until the motor is connected across the line at full voltage and current drawn is below full load current,opened until the motor is connected across the line at full voltage and current drawn is up to full load current,,,3
"In a refrigeration system, if the cooling water to the condenser fails, the __________.",General,B,box temperature solenoid valve will close,expansion valve will close due to high superheat,compressor will shutdown on the high discharge pressure cutout switch,king valve will open,,,3
