Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
Which of the devices listed is used to convert thermal energy into kinetic energy in the reaction turbine?,MEP,B,Fixed and moving blades,Fixed blades only,Moving blades only,None of the above,,,3
"Fine metallic particles, which may originate from wear or failure of the lube oil service pump internal parts, are prevented from contaminating the bearings served by the lube oil system by __________.",MEP,B,the settling action of solid matter in the gravity tank,use of the magnetic strainers in the lube oil service pump  discharge piping,the change of direction and settling action within the lube oil coolers,batch centrifuging the lube oil at least once a week,,,2
"In a double reduction gear, the function of a quill shaft is to provide flexibility between the second reduction pinion  and the __________.",MEP,B,bull gear,second reduction gear,first reduction gear,first reduction pinion,,,3
One of the most effective methods of improving purification in tubular and disk type centrifugal purifiers is to __________.,MEP,B,decrease the viscosity of the oil by heating,increase the pressure at which the oil is fed through the purifier,match the discharge ring size outside diameter with the lube oil's specific gravity,use the smallest inside diameter of the discharge ring size without a loss of oil with the discharge water,,,1
The internal feed pipe of a power boiler distributes the feed water into the __________.,MEP,B,mud drum,water drum,steam drum,economizer,,,3
"While making engine room rounds at sea, you observe excessive steam leaking from the forward gland on the high  pressure turbine.  This may indicate that the __________.",MEP,B,turbine is operating at low speed,gland seal leakoff line is obstructed,main condenser vacuum is too high,drains were left open,,,2
Which of the following is used to hold the poppet valves closed in the turbine nozzle control valves?,MEP,B,Lifting beam,Springs,Steam pressure,Oil pressure,,,3
Which of the devices listed is used to convert thermal energy to useful mechanical work?,MEP,B,Turbine,Condenser,Air ejector,Each of the above,,,1
"When starting a turbine driven boiler feed pump with the recirculating valve open, which of the following valves should be closed?",MEP,B,Pump discharge valve,Pump suction valve,Turbine steam supply valve,Turbine exhaust valve,,,1
Which of the turbines listed is part of a cross-compound system and when operating receives steam that has passed through another turbine?,MEP,B,Low pressure turbine,High pressure turbine,Back pressure turbine,Astern turbine,,,1
The greatest heat loss in an oil fired boiler is from __________.,MEP,B,blowdown,radiation in the furnace casing,uncontrolled escape of combustion gases up the stack,incomplete combustion,,,3
"The three-wing device used in the tubular bowl purifier, is held in place and forced to rotate at bowl speed by the __________.",MEP,B,vertical shallow grooves machined into the bowl surface,flexible wire springs secured to the edge of each 'wing',locating pin pressed into the top edge of the three-wing device,drive pin pressed into the interior surface of the bowl,,,2
The overspeed tripping device installed on an auxiliary turbine is automatically actuated by __________.,MEP,B,an applied spring force,hydraulic pressure,high back pressure,centrifugal force,,,4
A centrifugal oil purifier should be shut down if the __________.,MEP,B,presence of oil is indicated in the gravity tank bull's-eye,observation cover clamp needs tightening,purifier is vibrating badly,trapped water is discharged from the overflow line,,,3
"If one fuel strainer of a duplex strainer unit becomes clogged while your vessel is underway, you should first __________.",MEP,B,secure the engine immediately,change the oil flow over to the clean side,stop the fuel oil pump,open the strainer bypass valve,,,2
The valve opening sequence for bar-lift nozzle control valves in a marine steam turbine is determined by __________.,MEP,B,the turbine idle speed,pilot valves which initiate movement of each individual valve bar,the distance between the top of the bar and the adjusting nuts on the valve stems,electro-hydraulic servomotors attached to individual valve  stems,,,3
The proper way to quickly reduce high water level in a steaming boiler is to use the __________.,MEP,B,bottom blow valve,safety valve,water column valve,surface blow valve,,,4
Axial thrust developed in a reaction turbine is the result  of a steam pressure drop in __________.,MEP,B,the nozzles,the stationary blades,the moving blades,both the moving and stationary blades,,,3
What type of strainer is used in a turbine lube oil system  to remove metallic particles?,MEP,B,Magnetic basket strainer,Simplex filter,Metal edge strainer,Fuller's earth filter,,,1
The function of a quill shaft used on a double reduction gear main propulsion unit is to __________.,MEP,B,allow for gross radial misalignment of the high-speed pinion,reduce backlash in the reduction gear,allow for flexibility between the high-speed pinion and first reduction gear,allow for axial flexibility between the first reduction gear and second reduction pinion,,,4
Why do double flow reaction turbines produce very little axial thrust?,MEP,B,Because there is never any axial thrust developed.,Because partially expanded steam is exhausted to another low pressure turbine where the expansion is completed.,Because the axial thrust is developed at each end in opposite directions to counterbalance each other.,Because equalizing holes are provided in the turbine wheels.,,,3
The labyrinth seals used on rotating steam turbine shafts reduces external leakage by causing __________.,MEP,B,successive pressure drops through the seal stages,successive temperature drops through the seal stages,pressure increases through successive seal stages,increased turbulence through successively larger labyrinth  clearances,,,1
Why are geared turbine installations equipped with turning  mechanisms?,MEP,B,For jacking the main engine over periodically when secured.,For turning the main engine during routine inspections.,For turning the main engine during warm-up and securing operations.,For all of the above purposes.,,,4
Which of the following statements is true concerning the main steam stop valves on multiple boiler installations incorporating uncontrolled superheaters?,MEP,B,"When only one valve is used, it must be of the stop-check type.",The resistance to closing increases as the cross-sectional  area of the valve seat opening decreases.,A six inch main steam stop must be fitted with a bypass for heating of the line and equalizing the pressure before the  valve is opened.,All of the above.,,,3
"To prevent damage to the turning gear mechanism, which of the following procedures must be carried out before the turning gear is engaged?",MEP,B,The brake on the first reduction worm shaft must be set.,The propeller shaft must be stopped and held stationary until the clutch is engaged.,The engine order telegraph must be on 'stop'.,The speed of the astern turbine must be reduced.,,,2
"If two turbo-generators with the same no-load speed settings are operating in parallel, the unit whose governor has the  lesser speed droop will __________.",MEP,B,assume the smaller share of the load,assume the larger share of the load,have poor sensitivity characteristics,have poor power response,,,2
Water circulates within a natural circulation boiler as a result of the __________.,MEP,B,difference in the tube length and diameter,angle of tube inclination,differences in density within the circulating medium,difference between the heights of the boiler drums,,,3
The turning gear mechanism of a geared turbine installation is designed to turn the main engine at a rate of speed that is __________.,MEP,B,approximately equal to their normal operating speeds,approximately equal to their maximum operating speeds,very slow in relation to their normal operating speeds,very fast in relation to their normal operating speeds,,,3
Which of the devices listed is used to engage the main engine turning gear to the high pressure turbine high-speed pinion?,MEP,B,Manually operated band brake,Manually operated jaw clutch,Sleeve coupling,Quill shaft,,,2
Main steam turbine lubricating oil systems are fitted with  __________.,MEP,B,floating strainers,magnetic strainers,centrifugal strainers,cestus strainers,,,2
Water circulates in a natural circulation boiler due to the __________.,MEP,B,difference in tube length and diameter,angle of inclination,difference in density between the water and the steam/water mixture,difference between the heights of the boiler drums,,,3
Flexible couplings used in modern turbine reduction gear installations would include __________.,MEP,B,gear or dental,grid,nonmetallic,labyrinth,,,1
Circulation of water and the steam/water mixture within a natural circulation boiler is retarded by __________.,MEP,B,large changes in steam density,"fluid friction in the downcomers, drums, generating tubes,  and headers",too low of a feedwater temperature,back pressure in the steam drum acting on the user tubes,,,3
In which type of turbine listed does the same turbine wheel use the steam flow more than once?,MEP,B,Helical flow,Axial flow,Axial and radial flow,Helical and axial flow,,,1
"The proportion of downcomers installed in relation to riser tubes in a vertical tube type of boiler, is dependent upon  the __________.",MEP,B,degree of superheat,type of water level control,steam output of the boiler,position of the mud drum,,,3
A steam driven 750 KW turbogenerator has a rated speed of 1200 RPM . The overspeed setting for this unit must   have a maximum limit of  __________.,MEP,B,1320 RPM,1380 RPM,1440 RPM,1500 RPM,,,2
Which of the following precautions should be taken prior to lighting off a boiler?,MEP,B,Secure the main steam line drains.,Close the air register.,Bottom blow the mud drum.,Purge the furnace of combustible gases.,,,4
Inefficient operation or a faulty condition of turbine components will be indicated by an abnormal variation of which condition?,MEP,B,Speed,Vibration,Lubricating oil temperature,All of the above conditions are individually correct.,,,4
The safety device provided on turbogenerators to close the  throttle automatically when exhaust pressure reach a preset maximum is called a/an __________.,MEP,B,back pressure trip,low pressure trip,emergency hand trip,overspeed trip,,,1
Constant speed governors are normally employed with __________.,MEP,B,cruising turbines,high pressure turbines,turbogenerator units,variable speed turbines,,,3
The steady frequency required from a ship service generator for electrical power is maintained by means of a __________.,MEP,B,throttle control mechanism,constant speed governor,speed limited governor,cam operated nozzle control valve,,,2
"On main turbine propulsion units, flexible couplings are used between the __________.",MEP,B,rotor shaft and pinion shaft,rotor shaft and quill shaft,quill shaft and high speed pinion,second reduction and the shaft thrust bearing,,,1
The primary purpose of screen tubes installed in a marine boiler is to __________.,MEP,B,act as internal downcomers,protect the furnace casing and retain furnace heat,protect the generating tube bank from the convectional heat transfer,protect the superheater from radiation heat transfer,,,4
Which of the following problems can occur when an excessive number of water screen tubes are plugged?,MEP,B,Superheater outlet pressure will rise.,Superheater outlet temperature will rise.,Steam pressure leaving the drum will increase.,Steam temperature in the drum will decrease.,,,2
The adjustable spherically seated self-aligning bearing housings used in main turbines are provided with oil deflector rings.  The function of these rings is to __________.,MEP,B,ensure efficient lubrication of the bearing,prevent the leakage of main steam into the oil,prevent the external leakage of oil out of the bearing housing,direct the flow of oil through the bearing,,,3
Which of the listed components is used to protect the boiler superheater against the radiant heat of the furnace?,MEP,B,Superheater support tubes,Control desuperheater,Screen tubes,Generating tubes,,,3
"In a modern main propulsion turbine installations, lube oil system strainers are usually located in the __________.",MEP,B,bearing supply line,gravity tank overflow line,pump suction line,gravity tank discharge line,,,3
"In steam turbine main engine installations, how are the main reduction gear bearings identical to other radial bearings?",MEP,B,They are of the single casting type bearing.,They are babbitt-lined bearings.,They are self-aligning bearings.,They are spherical seated bearings.,,,2
Using a dry uncoated sounding rod or tape to measure the depth of water in a reserve feed water tank will __________.,MEP,B,always be 100% accurate,thoroughly contaminate the feed water,be very inaccurate,be satisfactory if a small amount of oil is floating on the surface,,,3
Which of the following types of bearings are used as line shaft bearings?,MEP,B,"Ring-oiled, babbitt-faced, spherical seat, shell","Nonself-aligning, babbitt-lined, split type radial","Segmental, pivoted-shoe thrust","Rigidly mounted, radial sleeve",,,1
Which of the devices listed are used to rigidly mount reduction gear bearings in their housings?,MEP,B,Keyways and keys,Spherical housings,Dowels or locking screws,Notched construction,,,3
The most likely effect of water slugging in the steam supply to a ship service turbogenerator is __________.,MEP,B,excessive shaft seal wear,contamination of the lube oil,damage to the turbine blades,rapid erosion of labyrinth packing,,,3
"Which of the conditions listed occurs when glassy slag, formed by the burning of fuel oil contaminated with salt water, melts and runs over the furnace wall?",MEP,B,Formation of a protective coating.,Increased furnace temperature.,Damage to the furnace refractory.,Cracks through the furnace floor.,,,3
The splits located in the halves of main reduction gear bearings are aligned at an angle to the horizontal in order to resist __________.,MEP,B,oil loss,steam loss,axial stress,wiping,,,4
"To properly sound a reserve feed water tank, you should use a/an__________.",MEP,B,innage sounding tape,chalk coated calibrated metal rod,manila line with an attached weight,fuel oil settler ullage tape,,,2
Which possible condition has occurred if a vacuum is present at the atmospheric drain tank vent while the vessel is underway?,MEP,B,The control valve regulating flow to the main condenser is stuck in an open position.,The control valve ball float has been holed causing the ball to remain in a lowered position.,There is a definite possibility of the tank overflowing causing loss of distilled water.,There will be an increase of vacuum in the main condensor within a short period of time.,,,1
The transfer of the heat produced by friction in the bearings to the lube oil is assisted through the use of __________.,MEP,B,rollers,monel linings,babbitt linings,a dowel,,,3
The level of the drain inspection tank continually decreases after steam is admitted to a double bottom tank fuel oil heating coil.  You can expect __________.,MEP,B,proper heating of the fluid,higher than normal temperatures,a leaking makeup feed regulator,a perforated heating coil,,,4
Which of the following statements describes the function of a ship's propulsion plant main reduction gear thrust bearing?,MEP,B,Support the weight of the reduction gears.,Absorb the transmitted power when radial thrust is  developed.,Absorb the axial thrust transmitted through the shaft from  the propeller.,To absorb only the thrust developed by the high pressure turbine.,,,3
Turbine lube oil suction strainer baskets have __________.,MEP,B,course perforations,fine perforations,frame lined with wire cloth,self-cleaning design,,,1
Which of the following operational practices is helpful in  avoiding the accumulation of condensate in the main reduction gear casing?,MEP,B,Always ensure that the lubricating oil pressure is 14-17 psi when operating in unusually cold waters.,The temperature of the lubricating oil should not exceed the gear manufacturer's recommendation when the unit is operating at full load.,"After the main unit is secured, lubricating oil should be circulated until the temperature of the oil and reduction gear casing approximates the engine room temperature.",Avoid applying gland sealing steam to the low pressure turbine until you are ready to start up the first-stage air ejector.,,,3
Which of the bearings listed is used in some turbines to limit axial movement?,MEP,B,Pivoted-shoe type thrust bearing,"Self-adjusting, spherically-seated, self-aligning bearing",Journal bearing,Cylindrical bearing,,,1
The Kingsbury bearing is equipped with pivoted shoes in order to __________.,MEP,B,absorb radial stress,compensate for shaft misalignments,keep the sleeve from turning,maintain a wedge-shaped oil film,,,4
"Which of the features listed, regarding the Kingsbury thrust bearing, prevents the base ring from turning and secures it to its housing?",MEP,B,Pin,Dowel,A combination of pin and dowel,Keyed construction,,,4
"In a reduction gear train, a quill shaft of high torsional  flexibility provides __________.",MEP,B,self-adjustment of the pinion gear shaft,rigidity between the elements of the gear train,efficient distribution of oil to the various elements of the gear train,equal distribution of the load among the various elements of the gear train,,,4
The steam drum in a D-type marine boiler __________.,MEP,B,maintains circulation by forcing steam bubbles downward in  the generating tubes,supports the superheater tube bank,provides a space for moisture to separate from the steam,acts as a receptacle for heavy suspended solids in boiler feedwater,,,3
Which of the flexible coupling types listed is used in most turbine reduction gear installations?,MEP,B,Friction clutch,Gear,Bend,Flange,,,2
"When two or more boilers provide steam flow to a common main steam line, each boiler main steam line shall be fitted with a main steam stop valve and a/an __________.",MEP,B,auxiliary steam stop valve,stop-check valve,swing check valve,gate valve,,,2
Which of the following factors determines the type of construction used for gear hubs in shipboard reduction gear units?,MEP,B,Size of the gear wheel,Type of reduction gear unit,Type of ship using installation,Type of steam turbine installation,,,2
Which of the conditions listed could cause steam formation  in the economizer?,MEP,B,Excessive water flow rates.,Sudden increase in the firing rate.,Soot buildup on the gill rings.,An open main feed pump recirculating line.,,,2
In which of the following lube oil lines should you expect  to find an illuminated sight glass (bull's-eye)?,MEP,B,Lube oil pump suction,Lube oil pump discharge,Gravity tank discharge,Gravity tank overflow,,,4
The phenomenon called 'shrink' causes an apparent drop in the water level of a steaming boiler.  This phenomenon is caused by a/an __________.,MEP,B,collapse of steam bubbles,excessive formation of steam bubbles,sudden decrease in steam pressure,rapid increase in feed rate,,,1
Fresh water accumulating in the reduction gear sump may be  directly attributed to a/an __________.,MEP,B,inefficient gland sealing system,faulty turbine casing drain valve,lube oil cooler tube leak,fractured main condenser support sheet,,,1
"Before using a boiler compressed air soot blower system, you should __________.",MEP,B,reduce the boiler pressure,lower the water level,decrease the forced draft fan speed,drain the soot blower pneumatic operating lines,,,4
The pinion gears used in main propulsion reduction gear mechanisms are generally constructed of __________.,MEP,B,aluminum,bronze,forged steel,cast steel,,,3
Which of the listed conditions causes shrinkage in boiler water levels?,MEP,B,Collapse of steam bubbles,Excessive steam bubbles,Sudden increase in feedwater temperature,Sudden decrease of drum pressure,,,1
"In main propulsion systems, which metal is used in the construction of the shafts for a main reduction gear unit?",MEP,B,Aluminum-bronze,Forged steel,Aluminum,Cast steel,,,2
The effects of shrink and swell on boiler water levels can  be minimized by __________.,MEP,B,providing a constant surface blow,rapidly opening and closing the throttles during maneuvering,avoiding rapid opening and closing of the throttles while answering bells,installing an automatic single-element feedwater regulator,,,3
"In marine articulated double reduction divided power path gear sets, the first and second reduction gears are usually of fabricated construction.  Why are the gear teeth usually cut in a temperature controlled room?",MEP,B,To prevent stress buildup.,To prevent ambient conditions from affecting the machining  process.,To control the size of the journals.,To control stress in the webbing.,,,2
The superheater vents should always be open when __________.,MEP,B,blowing down the boiler,using the steam soot blowers,lighting off or securing the boiler,the water level is lower than normal,,,3
Which of the following statements defines the term 'axial float' in reference to reduction gears?,MEP,B,The gears are not subject to excessive tooth loads due to mismatching of the journal bearing halves.,The gears are double-helical and axial thrust is eliminated.,"The gears are capable of free motion, neither supporting nor being supported radially by other gears.","The gears are capable of free motion, neither supporting nor being supported axially by other gears.",,,4
The scavenging air for soot blowers is supplied by the __________.,MEP,B,low pressure air compressor,forced draft blowers,control air regulator,all of the above,,,2
Which of the following represents one of the designed functions of reduction gears?,MEP,B,Change rotary motion into linear motion.,Combine multiple speed inputs into a single low speed output.,To amplify low speed to high speed.,Utilize a single engine input and convert to multiple propeller output.,,,2
"When securing the main engine, which of the listed procedures should be carried out to remove or reduce condensation from the interior of the main reduction gear  casing?",MEP,B,Circulate oil until oil and gear casing have reached ambient temperatures.,Continue to operate the lube oil purifier until there is no water discharge.,Continue to operate the lube oil cooler and rotate the engine with the turning gear.,All of the above.,,,4
"In a gravity lube oil system, a sight glass is installed in a line near the operating platform.  This line connects the __________.",MEP,B,bottom of the gravity tank and the lube oil headers,bottom of the gravity tank and the sump,gravity tank overflow and the lube oil headers,gravity tank overflow and the sump,,,4
"A Kingsbury, or pivot shoe type thrust bearing, can bear much greater loads per square inch of working surface than  can parallel surface bearings because provisions are made in the Kingsbury bearing __________.",MEP,B,for adjusting the filler piece thickness behind the pivotal-shoes to give a more accurate fit,for automatically adjusting clearances to the correct value when wear occurs,"for the shoes to tilt slightly, thereby allowing the formation of a wedge shaped oil film under a thrust load",to allow the shoes to pivot and remain parallel with the collar when thrust loads are applied,,,3
"If saltwater leaks into and contaminates the main lubricating oil system, which of the following remedial actions should be taken?",MEP,B,Locate the leak and seal it off when time permits.,Disengage the jacking gear and allow contaminated oil to cool to engine room temperature.,Secure the engines and prevent the circulation of contaminated oil.,Seal off the leak and promptly remove all contaminated oil  from steel parts and surfaces.,,,4
Which of the following statements represents the principle  of operation of the Kingsbury type thrust bearing?,MEP,B,A flat film of oil is more readily formed and maintained than a wedge shaped oil film.,A flat film of oil can carry heavier loads than a wedge shaped oil film.,A wedge shaped film of oil absorbs less heat than a flat oil film.,A wedge shaped film of oil is more readily formed and maintained than a flat oil film.,,,4
Which of the following statements represents the function of the center groove machined on a double-helical gear?,MEP,B,It allows the gears slight axial movement without gear damage.,It allows a path for oil to escape regardless of the direction of rotation.,It prevents excessive axial thrust loads from developing on the teeth.,It is used to distribute oil to the gear teeth.,,,2
"As the rate of combustion is increased in a boiler, more steam is generated because the __________.",MEP,B,fires are hotter,weight rate of hot gas flow increases,furnace becomes hotter,flue gas turbulence decreases,,,2
By which of the following means can rotating parts of the main reduction gear be examined?,MEP,B,Inspection covers,Bull's eyes or sight glasses,RT junction boxes,Tachometer drives,,,1
"When raising steam on a boiler, the superheater drains should __________.",MEP,B,"be opened to remove condensate, and then closed when the first burner is lit","be closed until just before line pressure is reached, and then given a short blow period","be closed until after the air cock is closed, and then opened until the boiler is placed on line","remain open or partially open until steam blows through the lines, and then the valves should be closed",,,4
The maintenance of reduction gear units is principally concerned with attention to keeping the  __________.,MEP,B,reduction ratio constant between the speed of the turbine and the speed of the driven element,upper half of the gear casing secured to the lower half,gears supplied with clean oil at the proper operating pressure and temperature,drive gears aligned with drive shaft,,,3
"After steam has been raised and a boiler is being placed on the line, the superheater vent can be closed when __________.",MEP,B,main and auxiliary steam line drains are opened,the boiler steam stops have been warmed up,boiler pressure is 5 psi above line pressure,the boiler is supplying auxiliary steam,,,4
Which immediate action should you take when the temperature of one shaft bearing increases above its normal operating temperature?,MEP,B,Stop the unit and carefully inspect the bearing.,Stop the unit and replace the bearing.,Check the bearing for proper lubrication.,Check for proper water circulation to the lube oil coolers.,,,3
"When a boiler is up to pressure and is being placed on the  line, you should secure the __________.",MEP,B,air cock,economizer drain,superheater vent,air heater vent,,,3
Which of the following problems is likely to occur if the lube oil level in the sump is too high?,MEP,B,Aeration of the oil.,A rise in oil temperature.,The main engine could not be operated at full speed.,All of the above.,,,4
Which of the listed conditions can cause excessively high superheater outlet steam temperature in an automated boiler?,MEP,B,High water level in the steam drum.,Excessive heat transfer in the control desuperheater.,Insufficient excess air.,A malfunction of the windbox airflow transmitter.,,,4
Sludge tanks are used in an oil lubricating system to receive __________.,MEP,B,makeup oil that is to be added to the system after settling,"foreign liquid matter, discharged from the lube oil purifier or the stripping pump",bilge slops that can be reclaimed after clarification,all of the oil that passes through the lube oil coolers,,,2
"On a boiler equipped with an uncontrolled interdeck superheater, reducing the feedwater temperature to the steam drum will cause the superheater outlet temperature to __________.",MEP,B,rise,decrease,rise momentarily then decrease,remain constant,,,1
Dirt and/or metallic particles in a reduction gear  lubricating oil system may cause which of the following problems to occur?,MEP,B,Uniform polishing of the journals.,Clogging of the spray nozzles.,Spalling of the gear teeth.,All of the above.,,,3
"In herringbone helical gear sets, the tooth contact loading __________.",MEP,B,is both a sliding and rolling action,is distributed over several teeth simultaneously,is distributed between two opposing helices,all of the above,,,4
"A cloudy or milky appearing lube oil sample, taken from the main lubricating oil system could be caused by __________.",MEP,B,insufficient cooling water to the lube oil cooler,excessive cooling water to the lube oil cooler,insufficient gland sealing steam,excessive gland sealing steam,,,4
Reduction gears on main propulsion turbines are double helical cut to __________.,MEP,B,reduce torque,eliminate gear tooth thrust,increase pinion deflection,reduce the size and weight of the bull gear,,,2
The steam generating capacity of a boiler depends upon the  __________.,MEP,B,number of burners,relative size of tubes and downcomers,amount of heat absorbing surface,all of the above,,,4
In a disk type lubricating oil centrifuge __________.,MEP,B,the centrifuge driving gears are lubricated by the reclaimed oil as it leaves the bowl,all dirt and sludge are discharged with the cooling water,sealing water must never be supplied until after oil is fed to the unit,deterioration of the bowl ring gasket will cause the purifier to lose its water seal,,,4
"Under otherwise normal steaming conditions, an abnormally high temperature at the superheater outlet of a single furnace boiler would indicate __________.",MEP,B,poor heat transfer in feedwater heaters,high steam demand,insufficient combustion air,excessive steam supply to fuel oil heaters,,,1
Main reduction and pinion gears are double helically cut to __________.,MEP,B,reduce end thrust and noise,decrease reduction gear radial bearing loads,increase tooth deflection at high speeds,decrease the number of teeth in contact,,,1
"When answering a full astern bell from half ahead, the superheater outlet temperature on a single furnace boiler will __________.",MEP,B,increase sharply with the increased firing rate,decrease due to the increase steam volume used,decrease momentarily and then increase proportionately with load demand,remain the same,,,2
"The purpose of the pressure control disk installed in the multi-nozzle soot blower, as shown in the illustration, is  to __________.",MEP,B,control the pressure exerted on the steam valve disk when the cam secures the steam supply,reduce the steam supply pressure to the proper soot blower  operating pressure,control the pressure exerted on the valve spring retainer,increase the pressure in the steam supply line for proper soot blower operation,,,2
"Most main reduction gear units employ double helical cut gears, rather than single helical cut gears, because double helical cut gears __________.",MEP,B,eliminate the need for a turbine dummy piston,eliminate the need for spherically seated bearings,prevent unequal tooth contact,prevent end thrust,,,4
Lube oil temperature leaving the lube oil coolers is regulated by throttling the __________.,MEP,B,cooling water inlet valve,cooling water outlet valve,lube oil return flow valve,lube oil outlet valve,,,2
"In an automatically fired boiler, increasing the temperature of the feedwater entering the steam drum will ultimately result in a/an __________.",MEP,B,increase in the quality of superheated steam,increase in fuel consumption,decrease in the degree of superheat,decrease in the quality of steam entering the superheater,,,3
The purpose of the main reduction gears is to __________.,MEP,B,transmit vibration and thrust to the ship's hull,reduce high turbine RPM to an efficient propeller RPM,reduce engine room noise levels during high speed operations,provide a means of reversing the main engines in an emergency,,,2
"If a tube should leak in an operating main steam turbine lube oil cooler, the water will not immediately contaminate the oil because the __________.",MEP,B,second-stage discharge valve will open,plug type bypass valve will open,cooling pump would automatically shut off,oil pressure is greater than the water pressure,,,4
An air vent is installed on some reduction gear casings to  __________.,MEP,B,avoid the accumulation of flammable oil vapors,release air pressure buildup,admit cooling air to the gearing,decrease the possibility of corrosion,,,2
"During high speed operation of the main turbine propulsion  unit, the heat absorbed by the lubricating oil is removed by the __________.",MEP,B,lube oil purifier,sump vents,distillate cooler,lube oil cooler,,,4
Which of the following bearings is designed to take loads applied to the axis of the shaft?,MEP,B,Radial,Spring,Strut,Thrust,,,4
"In some lube oil systems, the temperature of the lube oil downstream from the lube oil cooler is directly regulated by __________.",MEP,B,a thermostatically controlled valve which bypasses oil around the cooler,the amount of latent heat that the oil carries away from the bearings,the ambient sea water temperature,The operating speed range of the equipment,,,1
"When the temperature of the main steam turbine lubricating  oil is lowered, an increase will occur in the __________.",MEP,B,pour point,concentration of contaminants,viscosity,flash point,,,3
Thrust bearings are installed in main propulsion turbines to __________.,MEP,B,cancel centrifugal thrust force,control rotor axial movement,eliminate the need for dummy piston,maintain radial clearances,,,2
"To test an automatic low lube oil pressure trip on an idling turbogenerator and at the same time prevent the chance of bearing damage, you should __________.",MEP,B,"actuate the overspeed trip, making a note at what pressure  the oil is dumped from under the operating piston",close the generator steam throttle valve and then ensure a  supply of oil through the hand or standby pump when the pressure drops to 5-6 psi,secure the steam supply to the throttle valve and then observe the oil pressure during the slowdown and throttle trip and ensure a supply of oil through the hand or standby pump when the pressure drops to 2-3 psi,"ensure the standby lube oil pump, if so equipped, is properly lined up and set in the 'auto' mode, or the hand pump is being operated and then actuate the emergency trip",,,3
"In a steadily steaming boiler, carryover is indicated by a/an __________.",MEP,B,inability to maintain boiler chemistry,sudden increase in superheater outlet temperature,sudden decrease in superheater outlet temperature,sudden decrease in drum level,,,3
Which of the following methods provides for axial movement  in a gear type flexible coupling?,MEP,B,External teeth on the floating member are allowed to slide  between internal teeth on the shaft ring.,Each gear is allowed to slide on its shaft between retaining collars.,"A coupling permits free relative radial motion of the gear  and pinion, thereby allowing axial movement.",Opposing helices act to balance axial thrust with the coupling.,,,1
The plugging of an excessive number of superheater tubes will result in __________.,MEP,B,high superheater outlet temperature,low superheater outlet temperature,high boiler water level,low superheater outlet pressure,,,2
"After a prolonged shutdown of a main propulsion turbine, and before the turning gear is operated, the lube oil temperature should be at least __________.",MEP,B,60°F,90°F,110°F,120°F,,,2
A rapid fluctuation of the superheater outlet temperature on a steady steaming boiler could indicate __________.,MEP,B,water carryover into the superheater,excessive steam flow through the superheater,leaks in the superheater element,failure of the internal auxiliary desuperheater,,,1
What is the significance of pinion deflection in the operation of reduction gears?,MEP,B,Pinion deflection causes unequal tooth loading.,Deflection is minimal because the pinion is rigid.,Deflection increases the load at the center of the pinion.,Deflection decreases the load at the ends of the pinion.,,,1
"At a given pressure, erosion of steam piping and machinery will be minimized by utilizing __________.",MEP,B,superheated steam,desuperheated vapor,wet steam,saturated steam,,,1
A heavy accumulation of soot on the fireside of the superheater can cause a __________.,MEP,B,low superheater outlet temperature because of the insulating effect of soot,high superheater outlet temperature because of reduced steam flow,high superheater inlet temperature because of decreased heat transfer,high superheater outlet temperature because of gas laning,,,1
Why is a high lube oil level in the main engine reduction gear sump undesirable?,MEP,B,Oil churning may result.,The oil may become aerated.,Oil temperature may rise.,All of the above.,,,4
Which of the listed operational checks should be continuously made on the main propulsion reduction gears?,MEP,B,Check radial bearing wear.,Inspect alignment between gears and turbine.,Check teeth for pitting and scuffing.,Check lube oil bearing temperatures.,,,4
"After the housing has been bolted down, the final check of  reduction gear tooth contact is usually made by __________.",MEP,B,alignment gauges,dial indicators,bluing the teeth,bridge gauges,,,3
Boiler superheaters are designed to __________.,MEP,B,raise the sensible heat of the steam,increase the overall mechanical efficiency of the plant,provide continuous steam flow to the control desuperheater,raise the latent heat of the steam,,,1
Excessive thrust bearing wear in a main propulsion turbine  should FIRST become apparent by __________.,MEP,B,rubbing noises when jacking over the main unit,metal particles in the lube oil purifier,an intermittent vibration when changing speed,taking rotor position indicator readings,,,4
Increasing the amount of excess air to a boiler equipped with an uncontrolled interdeck superheater will cause the steam temperature at the superheater outlet to __________.,MEP,B,decrease,increase,decrease momentarily,increase momentarily,,,2
Oil flowing through the sight glass in the line between the lube oil gravity tank and main sump indicates the __________.,MEP,B,gravity tank is overflowing,lube oil pump is stopped,lube oil suction strainer is clogged,lube oil sump is full,,,1
Gear surface failure caused by exceeding the endurance limit of the surface material is characterized by __________.,MEP,B,initial or corrective pitting,destructive pitting,spalling,All of the above are correct.,,,4
An excessively high superheater temperature could be the result of __________.,MEP,B,excessive air,high feedwater temperature,soot accumulation on the superheater,excessive steam demand,,,1
Which of the following conditions is indicated by the oil flowing through a lube oil gravity tank bull's eye?,MEP,B,Excessive oil is stored in the gravity tank.,Sufficient oil flow is being supplied to the gravity tank.,Insufficient oil is being pumped to the gravity tank.,Turbine bearing failure has occurred.,,,2
If a pressure drop does not exist across the superheater in a steaming boiler __________.,MEP,B,this is a normal condition,the drum safety valve is about to lift ahead of the superheater safety,there is no steam flow through the superheater,the feedwater temperature is too low,,,3
