Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
A direct current passing through a wire coiled around a soft iron core is the description of a simple __________.,Electrical,B,magnetic shield,electromagnet,piezoelectric device,electromagnetic domain,,,2
"To properly use a hook-on-type volt/ammeter to check current flow, you must FIRST __________.",Electrical,B,de-energize the circuit to allow connection of the  instrument in series,hook the jaws of the instrument around the insulated conductor,connect the voltage test leads to the appropriate terminals,short the test leads and calibrate the instrument to zero,,,2
"The use of four diodes, in a full-wave bridge rectifier circuit, will __________.",Electrical,B,provide unidirectional current to the load,allow a very high leakage current from the load,convert direct current to alternating current,offer high opposition to current in two directions,,,1
Autotransformer starters or compensators are sometimes used with polyphase induction motors to __________.,Electrical,B,reduce the voltage applied to the motor during the starting period,increase the voltage for 'across-the-line starting',provide a backup means of voltage regulation for emergency starting,"allow the voltage to be either stepped up or down, depending on the application, to ensure full torque",,,1
"In an AC synchronous motor electric propulsion plant, propeller speed is controlled by varying the __________.",Electrical,B,prime mover speed,electric coupling field strength,number of energized main motor poles,propulsion generator field strength,,,1
A molded-case breaker provides protection against short circuits by using a/an __________.,Electrical,B,shading coil,arc quencher,electromagnet,holding coil,,,3
The method used to produce electron emission in most vacuum tubes is known as __________.,Electrical,B,photoelectric emission,secondary electric emission,cold cathodic electric emission,thermionic emission,,,4
"When troubleshooting electronic equipment, you should use a high impedance multimeter __________.",Electrical,B,to prevent excess current flow through the meter that would damage it,for AC measurements only and a low resistance meter for DC measurements,"whenever a low impedance meter is not available, regardless of the components being tested",so as not to load down the circuit and obtain erroneous voltage readings,,,4
Which of the listed devices is used to measure pressure and convert it to an electrical signal?,Electrical,B,Transducer,Reducer,Transformer,Rectifier,,,1
Grounds occurring in electrical machinery as a result of insulation failure may result from __________.,Electrical,B,deterioration through extended use,excessive heat,extended periods of vibration,all of the above,,,4
The amount of voltage induced in the windings of an AC generator depends on __________.,Electrical,B,the number of conductors in series per winding,the speed at which the magnetic field passes across the winding,the strength of the magnetic field,all of the above,,,4
A motor using a rheostat in the motor circuit to vary the speed is called a __________.,Electrical,B,squirrel-cage induction motor,regenerative braking motor,wound-rotor induction motor,synchronous motor,,,3
Which of the following precautions should you take when securing propulsion generators and motors for an extended period of time?,Electrical,B,Disconnect the brush pigtails from their contacts and circulate air through the units.,Disconnect the brush pigtails from their contacts and discharge carbon dioxide into the units to keep them dry.,Lift the brushes from commutator collector rings and use the built-in heater to prevent moisture accumulation.,Lift the brushes from commutator collector rings and circulate cool dry air through the units.,,,3
"When reading electrical motor controller diagrams, it helps to know that __________.",Electrical,B,current paths in the control circuit are drawn as heavy lines and in the power circuit as lighter lines,current paths in the power circuit are drawn as heavy lines and in control circuit as lighter lines,circuits subject to 500 volts or greater are drawn as heavy lines and below 500 volts as lighter lines,circuits subject to 500 volts or greater are drawn as light lines and below 500 volts as heavy lines,,,2
Which of the following precautions should be taken when troubleshooting various power circuits using a common solenoid-type mechanical voltage tester (wiggins)?,Electrical,B,"Never use this tester on circuits greater than 60 Hz, as the coil's resultant high impedance lowers current and magnetic pull.  The tester may not register dangerous voltages.",Always remember that the unit is polarity sensitive and if  used on DC circuits reversing the leads may result in high  temperatures within the tester.,"Never connect the device to circuits where potentials greater than 120 volts may be present, as the coil's extremely fine wire cannot withstand more than a few amps.",Always pre-set the meter to the next higher range than the  amount of voltage expected in the circuit in order to prevent damage from an off-scale reading.,,,1
The device that most commonly utilizes the principle of electromagnetic induction is the __________.,Electrical,B,diode,transformer,transistor,rheostat,,,2
A tubular fuse should always be removed from a fuse panel with __________.,Electrical,B,a screwdriver,a pair of insulated metal pliers,any insulated object,fuse pullers,,,4
One factor that determines the frequency of an alternator  is the __________.,Electrical,B,number of turns of wire in the armature coil,speed of the rotor,strength of the magnets used,output voltage,,,2
The variable resistance placed in the rotor circuit of a wound-rotor induction motor provides for __________.,Electrical,B,speed control,frequency control,voltage control,use as a split-phase motor,,,1
Which of the motors for the devices listed below is fitted  with an instantaneous overload relay?,Electrical,B,Fan,Pump,Winch,Machine tool,,,3
A molded-case circuit breaker provides protection against short circuits by using a/an __________.,Electrical,B,electromagnet,shading coil,arc quencher,burn away strip,,,1
Which of the following statements concerning analog and digital devices are correct?,Electrical,B,"The variables in digital systems are fixed quantities, and the variables in analog systems are continuous quantities.",There are no basic differences between the two systems.,Analog devices are superior in accuracy compared to digital devices.,Operations in a digital device are performed simultaneously.,,,1
The number of cells in a 12 volt lead-acid battery is __________.,Electrical,B,three cells,four cells,six cells,twelve cells,,,3
The Wheatstone bridge is a precision measuring instrument  utilizing the principle of changes in __________.,Electrical,B,inductance,capacitance,resistance,amperage,,,3
"The greatest detrimental effect on idle electrical  equipment, such as cargo pump motors, is the __________.",Electrical,B,loss of residual magnetism,absorption of moisture in the insulation,insulation varnish flaking,dirt collecting on the windings,,,2
The frequency output of an operating alternator is  controlled by the __________.,Electrical,B,relative speed of the rotor poles,number of turns of wire in the armature coil,strength of the magnets used,output voltage,,,1
Which of the following physical characteristics does a wound-rotor induction motor possess that a squirrel cage motor does not?,Electrical,B,Slip rings,End rings,A centrifugal switch,End plates,,,1
The current at which a magnetic-type overload relay tends to trip may be decreased by raising the plunger further into the magnetic circuit of the relay.  This action __________.,Electrical,B,reduces magnetic pull on the plunger and requires more current to trip the relay,reduces magnetic pull on the plunger and requires less current to trip the relay,increases magnetic pull on the plunger and requires more current to trip the relay,increases magnetic pull on the plunger and requires less current to trip the relay,,,4
Protection against sustained overloads occurring in molded-case circuit breakers is provided by a/an __________.,Electrical,B,overvoltage release,thermal acting trip,thermal overload relay,current overload relay,,,2
Which of the listed logic gates is considered to be a BASIC building block (basic logic gate) used in logic diagrams?,Electrical,B,NAND,OR,NOR,All of the above.,,,2
"When choosing a battery for a particular application, major consideration should be given to the battery's __________.",Electrical,B,amp-hour capacity,terminal polarity,stability under charge,ambient temperature rise,,,1
The rated temperature rise of an electric motor is the __________.,Electrical,B,average temperature at any given latitude,normal temperature rise above the standard ambient  temperature at rated load,average temperature rise due to resistance at 10% overload,permissible difference in the ambient temperature of the motor due to existing weather conditions,,,2
Which of the following represents the accepted method of cleaning dust and foreign particles from electrical equipment while limiting damage to electric components?,Electrical,B,Carefully wiping off the components with a soft cotton rag.,Blowing a high velocity stream of compressed air rapidly across the components.,Using a vacuum cleaner to remove debris from the components.,Using carbon tetrachloride as a cleaning solvent to clean the components.,,,3
"Regarding an AC generator connected to the main electrical  bus; as the electric load and power factor vary, a  corresponding change is reflected in the generator armature reaction.  These changes in armature reaction are compensated for by the __________.",Electrical,B,governor speed droop setting,voltage regulator,balance coil,phase-balance relay,,,2
"In an induction motor, rotor currents are circulated in the rotor by __________.",Electrical,B,slip rings and brushes,an armature and brushes,inductive reaction of the rotating stator field,external variable resistors,,,3
An electrical device which prevents an action from occurring until all other required conditions are met is called a/an __________.,Electrical,B,limit,monitor,modulator,interlock,,,4
A circuit breaker and a fuse have a basic similarity in that they both __________.,Electrical,B,can be reset to energize the circuit,should open the circuit when overloaded,will burn out when an over current flow develops,all of the above,,,2
The electrolyte in a lead-acid storage battery consists of  distilled water and __________.,Electrical,B,hydrogen chloride,calcium chloride,sulfuric acid,muriatic acid,,,3
"The torque produced by a motor when its shaft will not turn, even though rated voltage is applied to the stator, is known as __________.",Electrical,B,locked-rotor torque,pullout torque,breakdown torque,torque margin,,,1
Electrical leads and insulation on a motor should be painted with __________.,Electrical,B,heat-resisting acrylic,heat-resisting aluminum,insulating varnish,insulating white lead,,,3
Voltage generated by most AC generators is fed from the machine to the bus by means of __________.,Electrical,B,brushes on a commutator,brushes on slip rings,slip rings on a commutator,direct connections from the stator,,,4
A degree of control over the speed of a slip ring induction motor can be obtained by __________.,Electrical,B,adjusting governor linkage,changing the number of phases to the motor,inserting resistance into the stator circuit,inserting resistance into the rotor circuit,,,4
A circuit breaker differs from a fuse in that a circuit breaker __________.,Electrical,B,melts and must be replaced,is enclosed in a tube of insulating material with metal ferrules at each end,gives no visual indication of having opened the circuit,trips to break the circuit and may be reset,,,4
Heat sinks are frequently used with __________.,Electrical,B,power transistors,vacuum tubes,tunnel rectifier diodes,all of the above,,,1
Incandescent lamps are classified according to __________.,Electrical,B,shape of bulb and type of service,size and style of base,operating voltage and wattage,all of the above,,,4
The alarm system for an engine order telegraph uses small  selsyn motors attached to the indicators.  The alarm sounds when the rotors are __________.,Electrical,B,"in synchronous position, no current is flowing, and the relays are open","in synchronous position, no current is flowing, and the relays are closed","not synchronized, current is flowing, and the relays are open","not synchronized, current is flowing, and the relays are closed",,,4
"As a general rule, the first troubleshooting action to be taken in checking faulty electric control devices is to __________.",Electrical,B,draw a one line diagram of the circuitry,test all fuses and measure the line voltage,take megger readings,insulate the apparatus from ground,,,2
An electrical device which employs a stationary armature and a rotating electromagnetic field is used aboard ship as a __________.,Electrical,B,magnetic amplifier,ship's service alternator,three-wire DC generator,saturable core reactor,,,2
"The main purpose of the auxiliary winding on a split-phase, single-phase motor is to __________.",Electrical,B,limit the starting voltage,increase the starting current,start the motor,keep the motor running in the event the main winding should fail,,,3
Which of the following statements describes the significance of ambient temperature in relation to the service life of electronic components?,Electrical,B,Ambient temperature should be as high as possible to drive  off moisture.,Increased ambient temperature decreases the service life of electronic components.,Ambient temperature is not significant as long as the relative humidity is kept low.,A reduced ambient temperature causes a corresponding reduced service life.,,,2
The state of charge of a lead acid storage battery is best  indicated by the __________.,Electrical,B,testing of the individual cell voltages,ampere hour capacity of the battery,specific gravity of the electrolyte,total cell voltages,,,3
Which of the following statements is correct concerning the circuits in a sound powered telephone system?,Electrical,B,The ringing circuit is composed of only one common wire to  ground.,The common talking circuit is composed of two ungrounded wires.,The ringing circuit has two grounded wires connected to each station.,The talking and calling circuits are electrically dependent upon each other.,,,2
The first requirement for logical troubleshooting of any system is the ability to __________.,Electrical,B,collect all available data on a casualty,recognize normal operation,identify the probable cause of a symptom,isolate the faulty component,,,2
The load sharing characteristics of two diesel generators operating in parallel are mostly dependent on their governor __________.,Electrical,B,load limit settings,idle speed settings,speed limit settings,speed droop settings,,,4
What type of rotor is used in split-phase motors?,Electrical,B,Drum,Salient pole,Squirrel-cage,Wound-rotor,,,3
Tightly knit metal braid wire can be used with a printed circuit board when __________.,Electrical,B,conductor resistance is not a factor,required to desolder components on the board,electrically produced magnetic fluxes would cause inaccuracies in adjacent components,reactance in the circuit must be kept to a minimum,,,2
The open-circuit voltage of a fully charged lead-acid battery cell is __________.,Electrical,B,1.5 volts,1.8 volts,2.0 volts,2.6 volts,,,3
"AC circuits possess characteristics of resistance, inductance, and capacitance.  The capacitive reactance of a circuit is expressed in __________.",Electrical,B,ohms,mhos,henrys,farads,,,1
A low voltage source is being used for testing armature coils. A coil short circuit will be indicated by a __________.,Electrical,B,"high voltage reading, while the other coil readings will have an equal or lower value","low or zero voltage reading, while the other coils will have higher readings","fluctuating voltmeter reading, while the other coil readings are steady","steady voltmeter reading, while the other coil readings are fluctuating",,,2
"In an AC generator, direct current from a separate source is passed through the windings of the rotor __________.",Electrical,B,by means of slip rings and brushes,by means of a commutator,by means of rotating bar magnet,to minimize the danger of arc over,,,1
The purpose of a cage rotor winding placed on the rotor of a synchronous motor is to __________.,Electrical,B,provide excitation to the DC field,start the machine as an induction motor,contribute extra torque at synchronous speed,prevent the machine from falling out of step,,,2
Motor controllers are seldom troubled with grounds because  __________.,Electrical,B,the auxiliary contacts have a high resistance connection,the contactors and relays are mounted on a nonconducting panel,the resistor banks are composed of individual series-connected units,there are separate switches for the motor and the control,,,2
A delayed-action fuse is most frequently used in which of the listed circuits?,Electrical,B,Lighting circuit,Motor circuit,Electric heater circuit,Radar circuit,,,2
The electrical energy necessary to transmit a person's voice over a sound-powered telephone circuit is obtained from __________.,Electrical,B,dry cell batteries,the ship's service switchboard,the emergency switchboard,the speaker's voice,,,4
Which of the listed procedures should be carried out to prevent moisture damage to electrical apparatus during extended periods of idleness?,Electrical,B,Fill the motor housing with CO2 to inert the space.,Strap silica gel around the commutator.,Place heat lamps in the motor housings.,Cover the equipment with a canvas tarpaulin.,,,3
A constant output voltage from an AC generator is maintained by the __________.,Electrical,B,prime mover governor,exciter generator,voltage regulator,reverse power relay,,,3
Amortisseur windings are installed in a synchronous motor to __________.,Electrical,B,reduce eddy current losses,produce a higher power factor,provide a means for starting,eliminate arcing between the stator and the rotor,,,3
Electric strip heaters are used in motor controllers to __________.,Electrical,B,prevent freezing of movable contacts,keep the components at their design ambient temperature,prevent condensation of moisture,minimize resistance in internal circuits,,,3
A fuse that blows often should be replaced only with a fuse of __________.,Electrical,B,the recommended current and voltage rating,higher current and voltage rating,higher current and lower voltage rating,lower current and higher voltage rating,,,1
Which of the listed conditions is an advantage of a PN diode over a vacuum diode?,Electrical,B,Longer life.,No warm up time.,Less delicate.,All of the above.,,,4
The freezing point of the electrolyte in a fully charged lead-acid battery will be __________.,Electrical,B,higher than in a discharged battery,lower than in a discharged battery,the same as in a discharged battery,"higher than in a discharged battery, but the specific gravity will be less",,,2
The heating of conductors as a result of resistance in a distribution circuit causes a power loss expressed as __________.,Electrical,B,line droop,line loss,IR drop,hysteresis,,,2
"To repair a small electrical motor that has been submerged  in saltwater, you should __________.",Electrical,B,wash it with fresh water and apply an external source of heat,renew the windings,send it ashore to an approved service facility,rinse all electrical parts with a carbon tetrachloride cleaning solvent and then blow dry the motor with compressed air,,,1
The output voltage of a three-phase alternator is regulated by the __________.,Electrical,B,AC voltage to the armature,AC voltage to the field,DC voltage to the armature,DC voltage to the field,,,4
The function of damper windings in a synchronous motor is to __________.,Electrical,B,eliminate slippage,provide excitation,provide starting torque,increase efficiency,,,3
"A shading coil used in an AC magnetic controller, functions to __________.",Electrical,B,reduce vibration and noise in the contactor,prevent flux buildup in the operating coil,eliminate arcing when the contacts close,energize the operating coil and 'pull in' the contacts,,,1
"In a cartridge-type fuse, the metal element is contained in a __________.",Electrical,B,porcelain window,thermal cut out,fiber tube,flasher device,,,3
"In process control terminology values which can change without distinct increments, such as temperature, pressure, or level are called __________.",Electrical,B,binary values,digital values,bumpless values,analog values,,,4
The proper way to apply plastic electrical tape to an electric cable splice is to __________.,Electrical,B,"apply tape to the braided cover, but avoid touching it",wind the tape so that each turn overlaps the turn before it,apply the tape in one non-overlapping layer only,heat the tape with a soldering iron for good bonding,,,2
Which of the following statements is true concerning all three-phase alternators?,Electrical,B,Each has three separate but identical armature windings acted on by one system of rotating magnets.,Each has one armature winding acted on by three identical but separate systems of rotating magnets.,All three-phase alternators are designed to operate with a  0.8 leading power factor.,The three phases always provide power to the load through three sets of slip rings and brushes.,,,1
A low-voltage protection circuit is used in electric motor  starting equipment to __________.,Electrical,B,trip circuit contactors when the motor overspeeds due to low voltage,trip circuit contactors when the motor develops a short circuit due to low voltage,allow the motor to restart automatically on restoration of  voltage without manually resetting,prevent the motor from restarting automatically on  restoration of voltage,,,4
Time delayed or delayed action-type fuses are designed to __________.,Electrical,B,prevent grounds in branch circuits,prevent opens in motor circuits,permit momentary overloads without melting,guard lighting and electronic circuits,,,3
"Silicon diodes designed for a specific reverse breakdown voltage, become useful as an electronic power supply voltage regulator, called __________.",Electrical,B,tunnel diodes,hot-carrier diodes,compensating diodes,Zener diodes,,,4
Which of the following statements best describes the material known as varnished cambric?,Electrical,B,Felted asbestos sealed with varnish.,Cotton cloth coated with insulating varnish.,Rubber insulation coated with a layer of tin.,"Paper impregnated with mineral oil, specially wrapped with  nonmetallic tape, and coated with varnish.",,,2
A synchronous motor maintains synchronism with the rotating field because __________.,Electrical,B,field strength varies directly with rotor slip,DC current applied to the rotor coils causes the rotor magnets to lock in with the rotating flux of the stator,the stator poles are dragged around due to the flux created by the excitation current,the stator flux rotates in the opposite direction,,,2
What is the maximum allowable primary current of a 2 KVA step-down transformer with a four to one turns ratio if connected across a 440 volt line?,Electrical,B,1.1 amps,4.5 amps,18.1 amps,27.7 amps,,,2
The part of a fuse that melts and opens an electrical  circuit is typically made of __________.,Electrical,B,copper and antimony,steel and babbitt,aluminum or beryllium alloy,zinc or an alloy of tin and lead,,,4
The cross-sectional area of shipboard electrical cable is expressed in __________.,Electrical,B,millimeters,gage numbers,centimeters,circular mils,,,4
"To effectively clean a commutator in good physical  condition, you should use __________.",Electrical,B,trichloride ethylene,kerosene,a canvas wiper,a commutator stone,,,3
"What will be the phase angle relationship of a six-pole, three-phase, rotating field generator?",Electrical,B,60°,120°,180°,360°,,,2
"The function of amortisseur, or damper windings in a synchronous motor is to __________.",Electrical,B,eliminate slippage,provide excitation,provide starting torque,increase efficiency,,,3
The main difference between a motor control circuit containing low voltage release and low voltage protection is that the latter contains __________.,Electrical,B,a magnetic operating coil,normally open line contacts,thermal-overload protection,a momentary-contact start button,,,4
Fuses placed in series with a thermal trip-type circuit breaker are used for __________.,Electrical,B,time-delay protection,short-circuit protection,short duration surge protection,sustained overload protection,,,2
"On an engine throttle control system, the auxiliary control circuits are provided with devices to prevent excessive overtravel of the actuating valve by the control motor. These devices are called __________.",Electrical,B,overlap sensors,limit switches,overtravel relays,proximity switches,,,2
"When charging lead-acid batteries, you should reduce the charging rate as the battery nears its full charge capacity to __________.",Electrical,B,prevent excessive gassing and overheating,allow equalization of cell voltages,reduce lead sulfate deposits,increase lead peroxide formation,,,1
Ammeters and voltmeters used in sinusoidal AC power systems indicate which of the following values of the waveforms measured?,Electrical,B,Peak value,Root-mean-square value,Average value,Maximum value,,,2
"Before reassembling any machinery, you should __________.",Electrical,B,replace all bearings regardless of length of service,apply a heavy coat of oil to all mating surfaces,clean any corroded surfaces and file all burrs smooth,coat all parts with alemite grease,,,3
The purpose of the commutator and brushes on a DC generator is to __________.,Electrical,B,transfer generated direct current voltage from the armature to the line,convert the alternating voltage generated within the armature to a direct voltage,provide a sliding contact method to excite the field,reduce sparking between the armature and the carbon brushes,,,2
A common source of field excitation for synchronous motors is a/an __________.,Electrical,B,low voltage battery,motor attenuator set,DC rectifier,AC supply,,,3
"The type of feature afforded auxiliaries vital to the operation of propelling equipment, where automatic restart  after a voltage failure would not create a hazard, is termed __________.",Electrical,B,low voltage protection,high amperage protection,low voltage release,high amperage release,,,3
"Since fuse elements are made of zinc or any alloy of tin and lead, the melting point of the fuse element must be __________.",Electrical,B,higher than that of copper,lower than that of copper,equal to that of copper,reached when the conductor it is protecting becomes 'white  hot.',,,2
Which of the following statements correctly applies to transistors?,Electrical,B,NDN and PNP are the two basic types of transistors.,"The three terminals are called the emitter, base, and collector.",The emitter separates the base and collector.,The collector separates the emitter and base.,,,2
The basic measuring unit of inductance is the __________.,Electrical,B,coulomb,ohm,farad,henry,,,4
Which of the listed precautions should be taken when cleaning the internals of a motor with compressed air?,Electrical,B,Open the machine on both ends so as to allow the air and dust to escape.,Be certain that the circuit breaker is opened and tagged on the feeder panel.,Be certain that the air is clean and as dry as possible.,All of the above.,,,4
The purpose of DC generator brushes is to __________.,Electrical,B,neutralize armature reaction,conduct electric current to an outside circuit,convert DC current to AC current,provide excitation to a DC generator,,,2
The most common source of excitation for synchronous motors is a/an __________.,Electrical,B,stepup transformer,half-wave rectifier,DC supply,AC supply,,,3
Fuses are rated in __________.,Electrical,B,voltage,amperage,interrupting capacity,all the above,,,4
Which of the following statements comparing transistors and vacuum tubes is correct?,Electrical,B,Both transistors and vacuum tubes have a cathode that must  be heated to give off electrons.,"A vacuum tube must have a heated cathode, where transistors do not.",Neither transistors nor vacuum tubes require heat for electrons to flow.,The anode of both transistors and vacuum tubes must be heated to give off electrons.,,,2
Which of the following statements concerning Nickel-Cadmium batteries is true?,Electrical,B,When mixing the electrolyte always add acid to the water.,When mixing the electrolyte always add water to the acid.,Nickel-Cadmium batteries can be stored for a long period of time while still keeping a full charge.,The electrolyte of an idle Nickel-Cadmium battery must be replaced monthly to maintain battery condition.,,,3
Power transformers are rated in __________.,Electrical,B,kilowatts,ampere-turns,kilowatt-volts,kilovoltamperes,,,4
Which of the listed precautions should be observed before spraying liquid solvent on the insulation of an electric motor?,Electrical,B,Slow the motor down to low speed.,Disconnect the motor from the power source.,Secure all ventilation in the area.,Preheat the insulation to assist in cleaning.,,,2
The simplest method of controlling the terminal voltage of compound-wound DC generator is with a __________.,Electrical,B,hand-operated field rheostat connected in series with the  shunt field circuit,separate exciter in a series with the shunt field,carbon pile regulator in series with the load,balance coil diverting neutral current through the shunt field,,,1
A damper winding is designed as part of a synchronous motor to __________.,Electrical,B,increase efficiency,provide starting torque,provide excitation,eliminate slippage,,,2
"The type of motor control circuit that will not permit automatic restarting after power is restored, following a power failure, is called __________.",Electrical,B,low voltage protection,low voltage release,overload lockout,reduced voltage restart,,,1
Local action in a nickel-cadmium battery is offset by __________.,Electrical,B,separating the positive and negative plates with plastic spacers,separating the positive and negative plates with resin impregnated spacers,adding a small amount of lithium hydroxide to the electrolyte,trickle charging,,,4
"Alternating current circuits develop resistance, inductance and capacitance.  The inductance of a coil is expressed in  __________.",Electrical,B,ohms,mhos,henrys,farads,,,3
"An insulation resistance test is performed on a particular  piece of electric equipment.  In addition to the resistance reading, what information listed below should be entered in the electrical log?",Electrical,B,The maximum allowable operating temperature of the machine.,The temperature of the machine at the time the resistance reading was taken.,The normal temperature rise of the machine.,The complete nameplate data from the resistance test instrument used to obtain the reading.,,,2
"A compound generator has a no-load voltage of 250 volts and a full-load voltage of 230 volts, and therefore, is considered to be __________.",Electrical,B,flat compounded,over compounded,under compounded,terminal compounded,,,3
Which of the following types of motors can be used for correcting power factor during normal operation?,Electrical,B,Polyphase,Wound-rotor,Induction,Synchronous,,,4
Electric cables are formed of stranded wire to __________.,Electrical,B,increase the current carrying capability for a given size wire,increase their flexibility,decrease the weight for a given size wire,assure good conductivity at junction points,,,2
A device which prints out a permanent record of the plant operating conditions is known as the __________.,Electrical,B,analogger,bell logger,alarm logger,data logger,,,4
"Alternating current circuits develop resistance, inductance, and capacitance.  The capacitance of individual capacitors  is expressed in __________.",Electrical,B,ohms,mhos,henrys,farads,,,4
"One method of testing for a reversed shunt field coil in a  DC generator or motor is by connecting the field to a direct current source, at reduced field rated voltage, and test for polarity using a/an __________.",Electrical,B,iron bar across each field,magnetic compass placed near each field,test lamp across adjacent fields,copper jumper across the interpole connections,,,2
Which of the following statements represents the important factor that must be considered when replacing a faulty diode in the exciter rectifier assembly?,Electrical,B,Be certain that the replacement diode is the same polarity as the one removed.,Never alter the diode alignment to cause a change in the neutral plane.,Replacement of a diode also requires balancing of the rotor with a one-piece rotor lamination to be shrunk fit and keyed to the shaft.,The replacement diode must be dipped in varnish prior to installation to protect against humidity.,,,1
The purpose of amortisseur windings in a synchronous motor  is to __________.,Electrical,B,reduce eddy current losses,produce a higher power factor,provide a means for starting,eliminate arcing between the stator and the rotor,,,3
Which solid AWG wire size has the smallest physical cross-sectional area?,Electrical,B,12,14,16,18,,,4
A lead-acid battery is considered fully charged when the __________.,Electrical,B,electrolyte gasses freely,battery charger ammeter indicates a positive reading,terminal voltage reaches a constant value at a given temperature,specific gravity of all cells reaches the correct value and no longer increases over a period of 1 to 4 hours,,,4
The opposition to the establishment of magnetic lines of force in a magnetic circuit is called the circuit's __________.,Electrical,B,resistance,reluctance,impedance,inductance,,,2
The insulation resistance of electric equipment and machinery should be tested for the lowest normal insulation values __________.,Electrical,B,immediately after shutting down the machine,every time the brush rigging is adjusted,immediately after starting up the machine,every 30 days whether the machine is in use or not,,,1
Which of the terms listed best describes a compound-wound DC generator having a higher voltage at no load than at full load?,Electrical,B,Flat compounded,Over compounded,Under compounded,Terminal compounded,,,3
The purpose of squirrel-cage windings in a synchronous motor is to __________.,Electrical,B,provide more precise balancing,produce a higher power factor,eliminate arcing between the stator and the frame,provide a means for starting,,,4
"High vacuum diodes, gas-filled diodes, and germanium semiconductor diodes may all be used as __________.",Electrical,B,potentiometers,rectifiers,power sources,photocells,,,2
"Local action in a dry-cell, or lead-acid storage battery is the process whereby __________.",Electrical,B,hydrogen gas is liberated,the electrolyte compensates for overcharging,potassium hydroxide absorbs carbon dioxide from the air,the battery becomes discharged without being connected to a load,,,4
The RMS value of a sine-wave current may also be expressed  as the __________.,Electrical,B,average value,maximum value,effective value,instantaneous value,,,3
"On tank vessels with an electrically-driven capstan, the motor should be meggered periodically to test __________.",Electrical,B,insulation resistance,eddy currents,capacitance,armature reactance,,,1
A triac thyristor functions as a control device and basically functions as  __________.,Electrical,B,two NPN transistors in parallel with a common base lead,a diode in series with a temperature sensitive capacitor,a bidirectional SCR with a common gate,a triode tube with an extra heavy grid element,,,3
The speed of a squirrel cage induction motor is determined  by the __________.,Electrical,B,diameter of the stator,number of stator poles,rotor winding resistance,bar resistance of the conducting rotor,,,2
What is the maximum current allowed to be drawn from the secondary of a 2 KVA step-down transformer with a turns ratio of four to one if connected across a 440 volt line?,Electrical,B,1.1 amps,4.5 amps,18.1 amps,22.7 amps,,,3
Large cable sizes are formed as individual conductors that  may be comprised of several smaller strands to __________.,Electrical,B,obtain the flexibility required for easy handling,reduce the overall weight of the wire run,reduce the number of supports needed for a horizontal overhead run,all of the above,,,1
The conversion of the throttle command voltage to the signal necessary to achieve the desired shaft RPM is accomplished  by the __________.,Electrical,B,ahead or astern function generator of the throttle control circuit,feedback resistor of the summing amplifier circuit,operational amplifiers in the autorotation circuit,long time constant amplifier circuit,,,1
The apparent power in a purely inductive circuit is also known as __________.,Electrical,B,true power,lead power,induced power,reactive power,,,4
The multiple prefix 'giga' (G) means __________.,Electrical,B,thousand  (10 to the 3rd power),million  (10 to the 6th power),billion  (10 to the 9th power),trillion (10 to the 12th power),,,3
Copper is often used as an electrical conductor because it  __________.,Electrical,B,has high resistance at low temperatures,has a highly polished surface,is able to pass current with little opposition,holds insulation together well,,,3
Under which of the listed conditions can the engine room retake the throttle control from the bridge of an automated vessel?,Electrical,B,Any time it is deemed necessary.,Only with the master's permission.,After a 10 minute delay to the input command.,Only after the throttle has been placed in stop.,,,1
A hydrometer indicates specific gravity by comparing the __________.,Electrical,B,density of a substance in water with the density of the same substance in air,differences in weight between water and the mass of the liquid being measured,mass of substance measured with the density of the same substance,buoyancy of an object in water with the buoyancy of the same object in the liquid being measured,,,4
The unit of apparent power in a purely inductive circuit is called the __________.,Electrical,B,kva,var,emf,watt,,,2
A grounded switch or cable will be indicated by a megohmmeter reading of __________.,Electrical,B,infinity,'zero',being unsteady in the high range,being unsteady in the low range,,,2
"Regarding battery charging rooms, ventilation should be provided __________.",Electrical,B,at the lowest point of the room,horizontally near the batteries,at the highest point of the room,only when charging is in progress,,,3
"In a 15 HP induction-type motor with a cage rotor, the current required at standstill to produce starting torque is approximately __________.",Electrical,B,half the full load current,equal to the full load current,five times the full load current,ten to twenty times the full load current,,,3
"A single-phase induction motor having a relatively high starting torque, is the __________.",Electrical,B,shaded pole motor,wound-rotor motor,capacitor-start motor,resistance-start motor,,,3
A common type of protective covering used on electrical conductors is __________.,Electrical,B,plain paper,rubber or plastic,silver sheathing,babbitt sheathing,,,2
The main difference between an electron tube and a transistor is the __________.,Electrical,B,type of function they can perform,reaction of electron flow through a gas or vacuum in a transistor,reaction of electron flow through a semiconductor when placed in a tube,reaction of electron flow through a semiconductor used to  form a transistor,,,4
Which of the following statements concerning the specific gravity of a battery electrolyte is true?,Electrical,B,The electrolyte becomes less dense when it is cooled.,The specific gravity reading is lowered when the electrolyte is heated.,The most accurate hydrometer reading is obtained immediately after water is added.,The temperature does not affect the specific gravity of the electrolyte.,,,2
"The ratio of the effective value of the counter EMF in volts, to the effective value of the current in amperes is called __________.",Electrical,B,impedance factor,capacitive reactance,inductive reactance,root mean square,,,3
