Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"If you hear a 'crackling' noise while standing watch in the engine room coming from a centrifical pump within a general service system, the most probable cause of the problem would be __________.",Motor,B,insufficient speed,cavitation,excess discharge pressure,excessive net positive suction head,,,2
You are standing watch in the engine room on your vessel.  The usual symptoms of cavitation in a centrifugal pump are __________.,Motor,B,noise and vibration,an increase in discharge pressure,an increase in suction pressure,lifting of the relief valve,,,1
"You are standing watch in the engine room of your vessel.  Reduced capacity, accompanied by vibration and noise at the suction of a centrifugal pump, results from cavitation in the fluid being pumped.  Cavitation describes the formation of  __________.",Motor,B,vapor pockets,water hammer action,fluid friction,steam knock,,,1
"While underway at sea one of three available centrifugal salt water service pumps is in operation with a sea water temperature of 50°F.  The  cooling temperature of all systems supplied by this pump appear to be high.  Therefore, you should __________.",Motor,B,only need to start a second pump and operate it in parallel,"start a second pump and place it on line, and watch for a rise in the discharge pressure","after starting the second pump open the casing vent valve of the first pump, then secure the first pump",after starting the second pump secure the first pump and do nothing else with the salt water service system,,,2
"When turning a new cylinder head stud on a lathe, the minimum effective thread length of the stud is determined primarily by the __________.",Motor,B,stud length,stud diameter,head nut diameter,stud material,,,2
Which of the following problems is the main source of fuel  pump and injection system malfunctions?,Motor,B,Improper lubrication,Air in the fuel system,Coated fuel lines,Excessive vibration,,,2
Lube oil in the fresh water cooling system of a diesel engine may result from a __________.,Motor,B,camshaft seizure,lube oil pump failure,lube oil cooler failure,lube oil sump overflow,,,3
Which of the diesel engine components listed increases air  density and helps to improve engine operating efficiency?,Motor,B,Impeller,Compressor,Aftercooler,Exhaust diffuser,,,3
Differential type fuel oil nozzles in a diesel engine are closed directly by __________.; ;  I.  spring pressure  ; II. fuel oil pressure,Motor,B,I only,II only,either I or II,neither I nor II,,,1
Fuel oil strainers should be made of __________.; ;  I.  copper ;  II. Brass,Motor,B,I only,II only,either I or II,neither I nor II,,,4
"One end of a cylinder for a medium or high-speed diesel engine is sealed by the piston and rings, the other end is  sealed by the __________.",Motor,B,crankcase,cylinder head,valve cover,engine frame,,,2
"High cylinder firing pressure, accompanied by low exhaust temperature, can result from __________.",Motor,B,improper fuel rack positioning,lengthy exhaust valve duration,extended operation at light load,excessively early injection timing,,,4
Which harmful consequence may be the result of lube oil sludge accumulation?,Motor,B,Clogged oil pump suction screens.,Increased oil operating temperatures.,Sticking piston rings.,All of the above,,,4
What is the function of the aftercoolers installed in the diesel engine air intake system?,Motor,B,Decrease the air density,Increase the exhaust temperature,Decrease the lube oil temperature,Increase the air density,,,4
An efficient seal between the cylinder block and cylinder heads on many diesel engines is obtained with __________.,Motor,B,graphite packing,sealing compound,lubricating oil,gaskets,,,4
An increase in the fuel injection pump discharge pressure can be caused by a/an __________.,Motor,B,leaking delivery valve,increase in engine load,plugged injector spray hole,increased plunger stroke,,,3
High lube oil temperatures developing in a diesel engine can result from __________.,Motor,B,high oil pressure,excessive bearing end play,plugged oil control rings,engine overload,,,4
"The function of the aftercooler installed between the turbocharger and intake manifold on some diesel engines, is to __________.",Motor,B,increase the density of the intake air,decrease turbocharger power usage,reduce exhaust gas temperature,compensate for turbocharger RPM fluctuations,,,1
A dirty fuel oil filter is can be detected by __________.; ;  I.  fuel oil analysis  ; II. observing the pressure drop across the filter,Motor,B,I only,II only,either I or II,neither I nor II,,,2
Irregular feeding or surging of the feedwater supply to a low pressure distilling plant may be attributed to  __________.,Motor,B,erratic water flow through the air eductor,a clogged vent line from the air eductor condenser,excessive pressure in the seawater feed heater,a dirty strainer in the saltwater feed pump suction line,,,4
Salinity cells are strategically installed in distilling units to indicate the __________.,Motor,B,quanity of the distillate produced,quality of the distillate produced,presence of saltwater leaks into the flash chamber,all of the above,,,2
What would cause a coil type evaporator to require consistently higher steam coil pressure to maintain its output capacity?,Motor,B,The brine density is improper.,Heat transfer surfaces are being layered with scale.,Impure distillate is being produced.,Shell vapor pressure is constantly decreasing.,,,2
"If the rated distillate production of a submerged tube type evaporator cannot be maintained with the maximum jacket water flow rate, the evaporator __________.",Motor,B,chemical feed must be increased,has a serious brine leak,temperature switch is defective,heating surfaces are scaled,,,4
Which of the terms listed below represents the operational  speed at which excessive engine vibration is created?,Motor,B,Non-harmonic speed.,Critical speed.,Maximum speed.,Design maximum speed.,,,2
One cause of diesel engine fuel ignition delay is __________.,Motor,B,mechanical flexibility in the pump mechanism,low fuel booster pump pressure,high fuel rack setting,ignition quality of the fuel oil,,,4
Lubricating oil used in a diesel engine serves to __________.,Motor,B,reduce the wear of bearing surfaces,cool the bearing surfaces,assist in sealing bearing surfaces,all of the above,,,4
Aftercooling of a turbocharged diesel engine will result in __________.,Motor,B,higher torque but lower brake horsepower,lower torque but higher brake horsepower,higher torque and higher brake horsepower,lower torque and lower brake horsepower,,,3
An indication of high salinity in the distillate discharged from a low pressure distilling plant can be the result of __________.,Motor,B,maintaining the proper distilling plant heat balance,carrying the brine level below normal,leaks in the demister baffles,venting of the saltwater heater drain pump,,,3
"If a higher than normal water level is observed through the inspection port of a low pressure distilling plant, you should suspect __________.",Motor,B,a leak in the feedwater heater,improper vacuum,a malfunctioning brine pump,a clogged desuperheater water strainer,,,3
An excessively high brine level in a low pressure distilling plant can be caused by __________.,Motor,B,excessive brine pump motor speed,an excessive brine blowdown rate,failure of the brine pump,excessive distillate pump speed,,,3
"While standing watch in the engine room, you suspect an air leak while checking a low pressure distilling plant.  Which of the following should be checked as a possible cause of the air leak?",Motor,B,gasketed joints,valve stems,gage glass packing,all of the above,,,4
Vibrations from diesel engines and engine driven equipment  are isolated from the hull structure by __________.,Motor,B,torsional-vibration dampers,harmonic balancers,a detuner flywheel,flexible engine mountings,,,4
Which of the conditions listed would cause simultaneous high cylinder firing pressure and low exhaust temperature?,Motor,B,Improper fuel rack positioning.,Lengthy opening of the exhaust valve.,Excessively early injection timing.,Extended light load operation.,,,3
One function of diesel engine lubricating oil is to __________.,Motor,B,induce carbon formation on cylinder walls,improve fuel penetration in the combustion space,form a friction reducing film between mating surfaces,lubricate the fuel injectors,,,3
"When used in conjunction with a turbocharger, the main function of an aftercooler is to __________.",Motor,B,increase the density of the cylinder air charge,prevent turbocharger overheating,eliminate the need for a precooler,remove moisture from air compressed by the turbocharger,,,1
"While standing watch underway, you notice carryover occurring in a low pressure distilling plant.  This can be a result of __________.",Motor,B,faulty operation of the brine overboard pump,a pressure drop through the loop seal,high distillate conductivity,low distillate conductivity,,,1
"While standing watch underway, if the brine level of a low pressure distilling plant is above the sight glass, which action should be taken?",Motor,B,Do nothing as this is the normal operating level.,Reduce the feed rate and check the brine eductor system.,The brine overflow weir should be raised to allow greater outflow.,The brine section should be drained down a minimum of 6 inches below the seawater heater bundle.,,,2
"A diesel engine operating at a light load, when compared to operating at heavy load has an fuel/air ratio that is __________.",Motor,B,higher,less,equal,directly proportional,,,2
Failure of the speeder spring in a mechanical governor will __________.,Motor,B,result in an increase in engine speed,result in a decrease in engine speed,not affect the engine speed,cause the governor to hunt,,,2
Which of the devices listed is installed on a diesel engine to isolate some of the crankshaft vibrations caused by rotational and reciprocating forces?,Motor,B,Planetary gear set,Torsional vibration damper,Friction clutch,Air bladder clutch,,,2
"When fuel is injected too early in the injection cycle, it  may cause the engine to have __________.",Motor,B,high fuel economy,smoky exhaust,early detonation and a loss of power,high exhaust temperatures,,,3
Performance of a turbocharged engine can be improved by __________.,Motor,B,decreasing the amount of valve overlap,preheating the air intake,aftercooling the intake air,preheating light fuels,,,3
Which of the following reasons represents why the designed  compression ratio of a gasoline engine is lower than that of a diesel engine?,Motor,B,Compression must be low for effective spark ignition.,Compression must be low for smooth operation.,The heat of compression is not used as an ignition source of the fuel.,Compression must be low to have effective preignition.,,,3
The color of the exhaust from a diesel engine should be __________.,Motor,B,clear,hazy light brown,hazy light blue,hazy light grey,,,1
Where would a metal-edge disk type strainer normally be found on a diesel engine lubrication system?,Motor,B,pump discharge line,gravity tank inlet line,oil sump return line,pump suction line,,,1
"According to 46 CFRs, which of the following devices is prohibited for use on automatic auxiliary boilers?",Motor,B,Flame safeguard controls.,Mercury tube actuated controls.,Solenoid operated fuel valves.,Pneumatic combustion controls.,,,2
"When conducting a hydrostatic test on a water-tube  auxiliary boiler, the test water should be heated to a temperature of at least 70°F (21°C).  This is done to __________.",Motor,B,maximize the coefficient of expansion within the varying types of metals used in boiler construction,help prevent the formation of condensation on the tube exteriors,eliminate refractory thermal stress,all of the above,,,2
"Critical speeds occurring within the operating speed range  of a main propulsion diesel engine may be changed, or have  their damaging effects reduced by a/an __________.",Motor,B,engine support vibration isolator,detuner or viscous fluid damper,lightened crankshaft flywheel,spherically seated crankshaft bearing,,,2
Early fuel injection timing is indicated by the cylinder pressure being __________.,Motor,B,above normal with a below normal exhaust temperature,above normal with a normal exhaust temperature,below normal with a normal exhaust temperature,below normal with an above normal exhaust temperature,,,1
"In a diesel engine, the function of lubrication oil is to provide __________.",Motor,B,a film between the shafts and bearings,cooling of the pistons and bearings,for removal of dirt or metal particles resulting from wear,all of the above,,,4
The purpose of an aftercooler is to __________.,Motor,B,reduce the turbocharger operating temperature,increase the pressure of the inlet air,increase the density of the inlet air,reduce the blower operating temperature,,,3
"The opening of an exhaust valve on a modern, large, low-speed, main propulsion diesel engine, may be actuated by __________.",Motor,B,direct action of the overhead cam shaft,compressed air pressure,direct action of the main piston moving down,direct hydraulic pressure,,,4
"Which of the combustion parameters listed is used in a diesel engine, but NOT related to the injection system?",Motor,B,Fuel cam lift,Metering,Atomization,Penetration,,,1
Increasing the compression ratio of a diesel engine while maintaining the designed rate of fuel flow will result in __________.,Motor,B,reduced efficiency,increased thermal efficiency,increased heat loss,lower cylinder pressures,,,2
"When fuel is injected in a diesel engine cylinder too early, __________.",Motor,B,ignition may be delayed,fuel economy is not affected,exhaust gas temperature will be unchanged,the exhaust will be clear,,,1
When fuel oil is accidentally mixed with lube oil which of the following processes can be used to separate them?; ;  I.  filtering  ; II. Settling,Motor,B,I only,II only,either I or II,neither I nor II,,,4
One advantage of dry cylinder liners used in a diesel engine is the  __________.,Motor,B,absence of water seal rings,greater heat transfer rate than wet liners,greater wear resistance than wet liners,lower thermal expansion rate over wet liners,,,1
The highest indicated lube oil pressure in a diesel engine should be expected when the  __________.,Motor,B,engine is running at its highest allowable temperature,engine is running at its lowest normal operating temperature,load on the engine is at its rated maximum,diesel fuel dilution of the lube oil exceeds 5%,,,2
"Intercoolers installed on starting air compressors, reduce the possibility of __________.",Motor,B,dust entering the first stage,overheating the first stage,overheating the second stage,interstage vapor lock,,,3
Injection lag in a diesel engine may be caused by __________.,Motor,B,a higher cetane number of fuel oil,a decrease in the air temperature,mechanical rigidity in the lube pump mechanism,the flexibility of high pressure fuel lines,,,4
"Between the periods of injection and ignition of the fuel, a diesel engine crankshaft rotates through the __________.",Motor,B,detonation period,firing period,delay period,advance period,,,3
Which of the listed set of conditions indicates early fuel  injection timing?,Motor,B,Loss of engine power and high exhaust temperatures,Higher than normal firing pressure and low exhaust  temperature,High fuel consumption and high exhaust temperatures,Lower than normal compression pressure and high exhaust temperature,,,2
Electric starting motors for diesel engines require high current for operation and __________.,Motor,B,require a generator as a source of power,stepdown voltage transformers,require a current/voltage regulator for proper operation,will carry a 100% overload for a brief period,,,4
"If fuel injection in a diesel engine begins earlier than the design start of injection, ignition may be delayed because  the __________.",Motor,B,fuel oil injection pressure may not be high enough,cylinder compression pressure may not be high enough,cylinder compression temperature may be too high,scavenge and purge process is incomplete,,,2
A diesel engine exposed to widely varying ambient temperatures should use a lubricating oil with __________.,Motor,B,a high viscosity index,a low viscosity index,extreme pressure additives,no additives,,,1
The air supplied to the cylinders by a turbocharger is often reduced in volume by a/an __________.,Motor,B,air compressor,diffuser,aftercooler,venturi,,,3
"In order to maximize the performance of a centrifuge, you can adjust the __________.; ; I.  Number of disks in the stack; II.  Frequency of shooting the bowl",Motor,B,I only,II only,Both I and II,Neither I nor II,,,2
High firing pressures and a low exhaust temperature in a diesel engine may result from __________.,Motor,B,early exhaust valve opening,increased exhaust system back pressure,excessive cylinder air turbulence,early fuel injection timing,,,4
A diesel engine will lose power if fuel injection occurs too early because the __________.,Motor,B,fuel will not be properly atomized in the cylinder,ignition will be delayed due to low ignition temperature,maximum fuel expansion will occur on the compression stroke,fuel will ignite before top dead center,,,2
Which of the engine components listed increases air charge  density and helps to improve engine operating efficiency?,Motor,B,Intake manifold,Water-cooled exhaust system,Aftercooler,Exhaust diffuser,,,3
"In a diesel engine, exhaust valves open before the intake ports are uncovered to __________.; ;  I.  reduce pumping losses  ; II. reduce back pressure",Motor,B,I only,II only,both I and II,neither I nor II,,,3
Modern marine diesel engines equipped with mechanical fuel  injection operate on a combustion cycle which is __________.,Motor,B,entirely constant pressure,entirely constant volume,a combination of constant volume and constant pressure,a combination of constant temperature and constant pressure,,,3
A fuel injection valve opening at a pressure lower than normal will result in __________.,Motor,B,late fuel injection,early fuel injection,high exhaust temperature from that cylinder,decreased effective stroke from that injector,,,2
"When high firing pressures and low exhaust temperatures occur simultaneously in a diesel engine, this may be a result of __________.",Motor,B,decreased piston-to-cylinder head clearance,increased exhaust back pressure,early timing of fuel injection,low scavenge air temperature,,,3
"In a four-stroke/cycle diesel engine, after the completion  of the power stroke, the piston will move __________.",Motor,B,up and draw in a fresh air charge,down to burn off fuel,down to compress the fuel air charge,up and force out the exhaust gases,,,4
"If fuel injection occurs too early, a diesel engine will lose power because the __________.",Motor,B,fuel will not be properly atomized in the cylinder,ignition will be delayed due to low compression pressure,maximum fuel expansion will occur on the compression stroke,fuel will ignite after top dead center,,,2
"A large, low-speed, crosshead, main propulsion diesel engine using residual fuel oils must have a cylinder oil having a  __________.",Motor,B,low TBN value,high alkaline reserve,low flash point,high pour point,,,2
"For a four-stroke/cycle medium-speed diesel engine, fuel injection commences from 7 to 26 crankshaft degrees before  top dead center.  After fuel injection commences, how many  degrees does the camshaft rotate before the exhaust valve push rod moves up?",Motor,B,21°-31°,45°-55°,66°-76°,106°-115°,,,3
"Due to excessive water in the fuel, a diesel engine fails to start.  Before the engine can be started, the water must be removed from the __________.",Motor,B,fuel pumps,cylinders,fuel strainers,all of the above,,,4
A diesel engine should use which type of lubricating oil?,Motor,B,Nondetergent oil,Cutting oil,High grade vegetable oil,Detergent oil,,,4
"During the diesel engine power stroke, the side thrust of a trunk type piston is a result of the angle __________.",Motor,B,formed by the connecting rod and cylinder center line,of the bevel on the piston oil control rings,formed by the crank arm and crank pin,formed by the master and link connecting rods,,,1
"A diesel engine fails to start due to excessive water in the fuel.  Before the engine can be started, the water should be removed from the __________.",Motor,B,fuel lines,lube oil filter,crank case pump,rocker arm reservoir,,,1
Which of the designs listed will keep the lobes from making contact in a Roots-type blower?,Motor,B,Drive chain,Blower timing gears,Air trapped between blower lobes,Oil filter between blower lobes,,,2
Faulty operation of diesel engine fuel injection nozzles can be directly caused by __________.,Motor,B,water in the fuel oil supply,excessive fuel nozzle holder cooling,a distorted fuel spray pattern,leakage past the plunger into the oil drain,,,1
"The thickness of the oil film to be developed in a diesel engine main bearing, depends upon the __________.",Motor,B,bearing pressure,viscosity of the oil,rpm of the shaft,all of the above,,,4
"Which of the Roots blower rotors listed below, will supply  air to a two-stroke/cycle, medium-speed, diesel engine with the least amount of turbulence and pulsation?",Motor,B,Three-helical lobes,Two-helical lobes,Three-cylindrical lobes,Two-cylindrical lobes,,,1
"The side pressure per unit of area, resulting from the angularity of the motion of the connecting rod, depends primarily on the __________.",Motor,B,weight of the piston,length of the piston,length of the cylinder liner,speed of the engine,,,2
"A diesel engine fails to start because of water in the fuel. In order to start the engine, you should __________.",Motor,B,turn engine with jacking gear,drain filters and strainers and bleed off water at each injection pump,use ether to start the engine with blowdown valves open,blow through the cylinders and fuel lines with a drying agent,,,2
The highest indicated lube oil pressure in a diesel engine  should be expected when the engine oil is _________.,Motor,B,cold at idle,warm at idle,warm at full speed,warm at full speed and no fuel dilution exists,,,1
"In a single acting, four-stroke/cycle diesel engine, the power impulse in an individual cylinder occurs __________.",Motor,B,once every crankshaft revolution,once every two crankshaft revolutions,once every piston stroke,twice every piston stroke,,,2
"Water in the fuel can prevent the engine from starting, prevent it from developing full power, or __________.",Motor,B,run at an irregular speed,create high lube oil temperature,cause the engine to overspeed,cause blue smoke in the exhaust,,,1
The lobes of a Roots-type blower are sometimes twisted into a spiral formed around the axes of rotation to __________.,Motor,B,decrease air losses around the lobes,decrease maintenance,allow for higher blower operating speeds,produce a more constant airflow,,,4
The most rapid period of fuel combustion occurring in a diesel cylinder should begin just before the piston reaches top dead center and __________.,Motor,B,when fuel injection has been completed,when fuel vaporization has been completed,should continue through the afterburning period,should be completed after top dead center,,,4
Permitting a diesel engine fuel oil day tank to run dry can cause __________.,Motor,B,overheated injection pumps,water condensation in the cylinders,fuel dilution of the lube oil,air in the fuel system,,,4
The purpose of an oil mist detector in a main propulsion diesel engine is to warn of __________.,Motor,B,excessive mist density in the crankcase,excessively high crankcase vacuum,excessively high bearing temperatures,excessive carbon buildup in the lube oil,,,1
Most Roots-type blowers have two rotors which __________.,Motor,B,are extremely quiet at high speed,rotate in the same direction,rotate in opposite directions,decrease objectionable turbulence in the cylinders,,,3
"As engine RPM is increased from idle speed to full load speed, which of the conditions listed will decrease?",Motor,B,Compression ratio,Fuel/Air ratio,Compression pressure,Lube oil pressure,,,2
"If a diesel engine runs out of fuel, you can expect trouble from __________.",Motor,B,overheated injector pumps,water condensed in the cylinders,fuel dilution of the lube oil,air in the fuel system,,,4
Some diesel engines are equipped with a Roots-type blower to provide __________.,Motor,B,more air to combine with the fuel,more amps per kilowatt hour,higher no-load RPMs,higher voltage output,,,1
The pressure in an operating diesel engine cylinder continues to rise for a short period after the piston passes top dead center as a result of the __________.,Motor,B,expansion of the combustion gases,exhaust and intake valves just closing,maximum compression pressure is just being attained,fuel injection occurring at that point and combustion begins,,,1
Air in the fuel lines to the fuel injection nozzles of a diesel engine will cause the engine to __________.,Motor,B,burn excessive amounts of lube oil,overheat without smoking,operate with reduced power or stop,run away without load,,,3
The TBN value of diesel engine lube oil refers to its ability to __________.,Motor,B,resist changes in viscosity with changes in temperature,resist emulsification,neutralize acids,resist oxidation at high temperatures,,,3
"Prior to starting, the purpose of turning over a main propulsion diesel engine with the cylinder test cocks open, is to __________.",Motor,B,test the starting system,remove condensation and other liquids from the cylinders,check the compression,check for proper lube oil pressure,,,2
Air in the fuel lines of a diesel engine can cause  __________.,Motor,B,ignition failure,oxygen corrosion of the fuel lines,the pistons to seize,blue smoke,,,1
Which of the following characteristics of lube oil helps to reduce the amount of deposits in the piston ring belt during the combustion process in a diesel engine?,Motor,B,Low viscosity index,Low carbon forming tendencies,High film strength,High noncorrosive qualities,,,2
Which of the following terms best describes the Roots-type  blower used to supercharge a diesel engine?,Motor,B,Rotary vane,Positive displacement,Axial flow,Centrifugal,,,2
Starting a large propulsion diesel engine using diesel fuel during cold weather conditions can be made easier by __________.,Motor,B,increasing the quantity of starting air,increasing the lube oil pressure,heating the engine fuel supply,heating the engine jacket water,,,4
"If you suspect a diesel engine is misfiring due to air leakage into the fuel system, you should begin looking for  the leak at the __________.",Motor,B,fuel line connections to the cylinder injection valves,gasket surfaces of the fuel oil filters,discharge fittings of the fuel injector pumps,suction side of the fuel oil transfer pump,,,4
"The color of the diesel engine detergent type lube oil in an operating diesel engine is black, this indicates __________.",Motor,B,'worn out' oil,fuel dilution,water dilution,normal oil condition,,,4
"In a two cycle diesel engine, a Roots type blower is usually __________.",Motor,B,gear driven by the engine,driven by an exhaust gas turbine,actuated by the intake valves,driven by separate motor,,,1
Which lubricating oil additive is used in diesel engines to reduce the tendency for sludge and varnish to form on the engine parts?,Motor,B,Flash point improvers,Pour point improvers,Inhibitors,Foam suppressors,,,3
Which of the following statements represents the reason for rolling over a diesel engine with the cylinder indicator cocks open prior to starting?,Motor,B,To test the starting system.,To remove air bubbles from the jacket water.,To ensure that the lube oil system delivers pressure.,To ensure foreign material (water etc.) is not present in the cylinders.,,,4
"A diesel engine is turned at normal cranking speed, but fails to fire.  This can occur from __________.",Motor,B,low lube oil temperature,low starting air temperature,air in the fuel injection system,water in the starting air system,,,3
Sludge formation in a diesel engine lube oil system is caused by __________.,Motor,B,carbonization of oils from the combustion chambers,emulsions of lube oil and water,coagulation of unburned fuel below the piston rings,All of the above.,,,4
"Before starting a diesel engine, you should always  __________.",Motor,B,check the pyrometer readings,check the crankcase oil level,change the fuel oil strainers,clean the air filter,,,2
"If the low level alarm of the diesel fuel day tank fails to function, you can expect trouble from __________.",Motor,B,overheated injection pumps,water condensed in the cylinders,fuel dilution of the lube oil,air in the fuel system,,,4
"Proper lubrication of the main bearings is more easily obtained in a single acting, four-stroke/cycle diesel engine than in a two-stroke/cycle diesel engine because __________.",Motor,B,"the direction of pressure on the journals in four-stroke engines is continuously reversing, whereas in two-stroke engines it is constant","positive feed lubricators are installed on all bearings of four-stroke engines, whereas as a splash feed system is  used on two-stroke engines",four-stroke engines usually utilize a heavier grade of fuel oil than two-stroke engines,two-stroke engines usually consume less lube oil than four-stroke engines,,,1
An aftercooler installed between the turbocharger and the cylinder air inlet __________.,Motor,B,increases the density of the air,decreases the density of the air,increases the specific heat of the air,decreases the specific heat of the exhaust,,,1
Which of the following should always be checked prior to starting a diesel engine?,Motor,B,Air filters,Fuel oil strainers,Crank case oil level,Pyrometer readings,,,3
Air may be bled from the fuel system by __________.,Motor,B,blowing down the air tanks,loosening the compression nuts at the injectors,changing fuel filters,pumping down the day tanks,,,2
"The amount of fuel injected into a diesel engine cylinder by a unit injector, is controlled by __________.",Motor,B,the firing pressure in the cylinder,a metering helix inside the pump,varying the physical length of the plunger stroke,varying the clearance between the injector cam and the injector rocker arm,,,2
"If cooling water flow through the aftercooler is interrupted, the power output of a turbocharged diesel engine will drop because the __________.",Motor,B,turbocharger will stall,density of the air charge will decrease,scavenge effect will increase,exhaust pressure will increase,,,2
"Prior to starting most medium-speed propulsion diesel engines, which of the procedures listed should be observed?",Motor,B,The expansion tank should be topped off.,The thermostatic water regulating valves should be manually opened.,The fuel filters should be changed.,The engine should be turned over slowly with the indicator  cocks open.,,,4
"If you determine that entrained air in the fuel oil system  is causing a diesel engine to stall, you should first check for __________.",Motor,B,fuel leakage in the injector pump's discharge lines,worn gaskets in the transfer pump discharge lines,partially clogged fuel oil discharge strainers,loose fittings in the booster fuel pump suction piping,,,4
Which of the following procedures should be carried out to  permit the use of a crosshead engine with an inoperable aftercooler?,Motor,B,Bypass the aftercooler to operate at sea speed.,Run at reduced speed until the cooler can be repaired or renewed.,Switch to diesel fuel and run at full speed.,Nothing needs to be done due to the low heating value of heavy fuel.,,,2
"In the starting process of a diesel engine, the main object is to attain the compression conditions sufficient to __________.",Motor,B,turn the flywheel,reduce friction,overcome inertia,ignite the fuel,,,4
An increase in the load on a turbocharged diesel engine operating at constant speed will result in an increase in __________.,Motor,B,exhaust temperature,air box pressure,brake mean effective pressure,all of the above,,,4
"When attempting to restart a warm high-speed engine, which of the following reactions can you expect?",Motor,B,Excessive fuel use,Higher than normal temperatures for start up,Longer starting periods,Higher than normal lube oil pressure,,,2
The high air velocity leaving the compressor element of an exhaust  gas turbocharger is converted to pressure in the __________.,Motor,B,inlet nozzle ring,turbine wheel blading,diffuser passages,inlet volute,,,3
"Your vessel is about to begin maneuvering, in order to carry out easy restarting of a large heavy fuel diesel engine that has been stopped for some time, you should have __________.",Motor,B,used a higher than normal cranking speed,shifted to a fuel having a lower cetane number,shifted to a fuel having a higher cetane number,introduced supercharged air into the starting air system,,,3
Which of the following conditions would cause carbon deposits to form in the piston ring belt of a diesel engine?,Motor,B,Faulty combustion,Excessive ring temperature,Over lubrication,All of the above,,,4
Air in the fuel lines to the fuel injection nozzles of a diesel engine will result in __________.,Motor,B,lower compression pressures,overheating without smoking,failure to start,a run away without load,,,3
Which of the following operating procedures should be carried out immediately after any diesel engine is started?,Motor,B,Take all exhaust temperature readings.,Check the sump oil level.,Verify proper lube oil pressure.,Check the water level in expansion tank,,,3
Air in the fuel can cause __________.,Motor,B,high lube oil temperature,blue smoke,the engine to stop,piston seizure,,,3
"If a diesel engine starts firing, but is unable to come up to normal speed, the cause may be __________.",Motor,B,insufficient fuel supply,faulty governor,high exhaust back pressure,all of the above,,,4
After changing out the fuel filters the diesel engine fails to restart.  The most probable cause for this condition is  a/an __________.,Motor,B,low compression,air-bound fuel system,improper spark,change in viscosity,,,2
"When the load is increased on a turbocharged diesel engine, the amount of increased air supplied by the turbocharger will __________.",Motor,B,lag behind the increased fuel supplied to the engine,enter the engine along with the increase in fuel,enter the engine before the increased fuel supply,leave the turbocharger as a negative pulse,,,1
"After starting a diesel engine, which of the listed operating conditions should be checked FIRST?",Motor,B,Air box pressure,Lube oil pressure,Exhaust temperatures,Raw water pressure,,,2
Faulty operation of diesel engine fuel injection nozzles can be a direct cause of __________.,Motor,B,excessive fuel nozzle holder cooling,sediment in the fuel supply,distortion of the fuel spray pattern,improper atomization of the fuel,,,2
"In a turbocharger, inlet air velocity is increased in the __________.",Motor,B,inlet nozzle ring,stationary diffuser passages,compressor outlet volute,rotating impeller vanes,,,4
"While underway, which of the following would be the FIRST step in reversing a direct reversing large, low-speed, main propulsion, diesel engine?",Motor,B,Manually trip the overspeed device.,Interrupt the fuel flow to the engine.,Disengage the safety interlock.,Slide the camshaft to the neutral position.,,,2
Dirt in a fuel oil system of a diesel engine can cause __________.,Motor,B,damage to strainers,overspeeding of the engine,excessive cooling of the engine,injector damage,,,4
The power developed by a large slow-speed main propulsion diesel engine is dependent upon the __________.,Motor,B,quantity of air it takes in and retains in the cylinders during a given time period,proportion of trapped air that is utilized in the combustion process,thermodynamic efficiency of the engine cycle,all of the above,,,4
"During maneuvering operations for a direct reversing large, low-speed, main propulsion diesel engine, which of the following actions is used to stop the shaft from turning prior to changing the engine rotation for a vessel with moderate headway?",Motor,B,Flywheel inertia,Admission of reversing start air,The way of the vessel,Securing cylinder lubricators,,,2
The most common diesel engine fuel system problems are caused by __________.,Motor,B,incorrect adjustments,dirty fuel,broken fuel lines,excessive vibration,,,2
"When a diesel engine is operated at partial load, as compared to full load, a decrease will occur in the average __________.",Motor,B,air quantity aspirated,fuel injection pressure,combustion pressure on the power stroke,compression pressure on the compression stroke,,,3
"A ship is propelled by a direct reversing large, slow-speed, diesel engine.  One step in reversing the direction of propeller rotation for this vessel is by __________.",Motor,B,properly inflating the air operated clutch,reversing the reduction gears,changing the gear ratio,reversing the servomotor,,,4
Diesel engine fuel oil contamination often results in __________.,Motor,B,governor malfunctions,fuel injection system malfunctions,high cylinder lube oil temperatures,low intake temperatures,,,2
A diesel engine should not be operated at low loads for long periods of time because __________.,Motor,B,heavy carbon deposits will buildup on the valves and in the exhaust,fuel dilution is increased at low load,exhaust valves may be damaged,all of the above,,,4
The major cause of fuel pump and injection system problems  is __________.,Motor,B,improper adjustments,contaminated fuel,kinked fuel lines,excessive engine vibration,,,2
"A diesel engine operating at a light load, when compared to operating at heavy load has an air/fuel ratio that is __________.",Motor,B,higher,less,equal,directly proportional,,,1
A dirty fuel oil filter element can be detected by __________.,Motor,B,visual inspection of the element,the pressure drop across the filter,high fuel oil tank temperature,increase flow rate from the filter,,,2
"Cylinder scavenging in a turbocharged, four-stroke/cycle, single acting, diesel engine is accomplished __________.",Motor,B,without cooling the pistons or cylinders,at a pressure below atmospheric,during the valve overlap period,with only the exhaust valve open,,,3
Operating a propulsion diesel engine at less than 30% of designed normal load for prolonged periods will result in __________.,Motor,B,decreased fuel consumption per brake horsepower,more complete cylinder scavenging,extended valve life,carbon formation on combustion chamber surfaces,,,4
