Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
The charging of a refrigerating system should be carried out by adding _____________.,General,A,refrigerant vapor to the receiver only,liquid refrigerant to the low side only,liquid refrigerant to the high side only,liquid refrigerant to the high or low side,,,3
"A leaking suction valve in the second stage of a two stage, high pressure, air compressor can cause excessively high ________________.",General,A,second stage discharge pressure,first stage discharge pressure,pressure in the after cooler,compressor final discharge temperature,,,2
"Fabric type packing, such as flax or hemp, is best suited for _____________.",General,A,low temperature use,high temperature use,use where alignment is critical,packing valves with badly grooved stems,,,1
Which of the listed problems is occurring if a coil type high pressure evaporator constantly requires an increase in the coil steam pressure in order to maintain capacity?,General,A,The brine density is improper.,Heat transfer surfaces are being layered with scale.,Impure distillate is being produced.,Shell vapor pressure is constantly decreasing.,,,2
"The terms rough, coarse, bastard, second cut, smooth, and dead smooth refer to the ________.",General,A,shape of the file,coarseness of the file teeth,size of the file,cuts of the file,,,2
"A pump is defined as ""a device that _____________.""",General,A,produces pressure,"imparts energy to a fluid to move it from level ""A"" to level ""B""",creates a vacuum to move a liquid in all installations,is to develop a pressure differential,,,2
Restrictions occurring in the small orifices of pneumatic control system components can be caused by,General,A,moisture in the compressed air supply,excessive dryness in the compressed air supply,pressure surging in the compressed air receiver,insufficient lubrication of the system components,,,1
The principal purpose of sub cooling liquid refrigerant prior to its entering the expansion valve is to _,General,A,increase the refrigerating effect by decreasing the amount of flash gas,allow the refrigerant to enter the throttling device in a saturated condition,increase the refrigerating effect by increasing the amount of flash gas,minimize the temperature drop of the liquid as it passes through the solenoid valve to the outlet side,,,1
"If a bilge pump is able to develop vacuum, but is unable to sufficiently pump out the bilges, you would check for ________.",General,A,the circuit breaker,for leaks in the suction piping,relief valve is not properly seated,the suction strainer,,,4
The heat removed from the refrigerant in the condenser of a refrigeration plant is the,General,A,latent heat of expansion,sensible heat of condensation,heat of compression,all of the above,,,3
The amount of fuel oil atomized by a return flow oil burner is directly controlled by the,General,A,header supply valve,burner root valve,oil micrometer valve,fuel oil back pressure,,,4
Fuses are rated in ___________ .,General,A,voltage,amperage,interrupting capacity,all the above,,,4
"If a radial piston hydraulic pump fails to deliver rated fluid volume, the cause can be _______________.",General,A,contaminated fluid,pitted thrust rings,worn pintle bearings,obstructed suctions passage,,,4
"A generator has been exposed to water and is being checked for its safe operation.  Therefore, it is necessary to _______________.",General,A,check for shorted coils with a explosimeter.,take moisture readings with a hydrometer,test insulation values with a megger,"ground the commutator, or slip rings and run it at half load",,,3
"If the pointer fails to return to zero when a megger is disconnected, the_____________.",General,A,pointer is stuck,hair springs are burned out,megger is out of calibration,megger is operating normally,,,4
The zipper of an immersion suit should be lubricated with _____________.,General,A,paraffin,oil,graphite,vegetable oil,,,1
"While starting a hydraulic anchor windlass, you observe that hydraulic pressure does not develop in spite of the proper operation of the electric drive motor. Which of the following actions should you take FIRST to restore pressure?",General,A,Make certain that the hydraulic reservoir is filled to the proper level.,Inspect the disc brake on the electric motor for proper operation.,Check the electric motor for an open overload relay contact.,Check for full voltage supply to the electric motor.,,,1
Water leaking from a pump packing gland is kept away from the bearing housing by the use of,General,A,shaft sleeves,lantern rings,water defectors,water seals,,,3
Which of the following conditions should be used to support the need to change the lube oil when there has been an increase in the neutralization number?,General,A,A decrease in the viscosity of the oil,An increase in the viscosity of the oil,A change in the cloud point,A change in the floc point,,,2
The purpose of bilge keels as an example is to reduce the amplitude of roll. What arrangements need to be made on a ship to achieve the following:,General,A,lower the center of gravity of the ship,reduce pitching,reduce yawing,None,,,2
A casing drain is provided for axial piston and bent axis variable stroke pumps to ___________.,General,A,vent off any accumulated air from the system,drain off any accumulated water from the pump casing prior to its being started,assist the complete removal of hydraulic oil from the system prior to opening for major or minor repairs,prevent damage due to agitation and overheating of oil accumulated in the casing as a result of minor internal leakage,,,4
Increasing the speed of a rotary pump above its rated speed will result in most of the following conditions to occur?,General,A,Increased suction,Increased clearances,Vibrations,slippage,,,2
"After packing is added to the stern tube stuffing box, which of the following procedures should be observed to insure even tightening of the gland?",General,A,"Listen for a smooth, regular sound.",Measure the distance between the gland and the stuffing box with a rule.,Judge by feeling the gland for an increase in heat as it is being tightened up.,Open the drain connection to allow seawater to flow in and make the distance even.,,,2
The temperature at which water vapor in the atmosphere begins to condense is called the ____________.,General,A,dew point temperature,condensation temperature,psychometric temperature,absolute humidity temperature,,,1
One function of the air receiver in a compressed air system is to _____________.,General,A,dry the air discharged from the intercooler,minimize the system's line pulsations,receive exhaust air from pneumatic accessories,remove all traces of oil from the air,,,2
Which of the following statements describes the purpose of the split inflatable seal installed aft of the primary seal assembly for the propeller shaft?,General,A,To serve as a seal when adding packing to the stuffing box.,To allow repair or replacement of the primary seal elements when the ship is waterborne.,To eliminate leakage via the propeller shaft when the shaft is not rotating.,To provide a ready means for the entry of cooling water.,,,2
Why should a person performing maintenance on an air compressor wire and tag the system valves closed?,General,A,To prevent the unexpected.,To protect the equipment.,To protect the operator performing the maintenance.,Each of the above is correct.,,,4
One of the main differences between the various types of screw pumps is in the __________.,General,A,stuffing box diameter,direction of rotation of the screws,pitch of the screws,type of driving gears,,,3
"The FIRST thing to do to ensure that a refrigeration unit will not start while undergoing repairs, is to ____________.",General,A,secure and tag the electrical circuit,place a crow bar in the flywheel of the unit,inform all persons in the area not to start the unit,make a log book entry,,,1
At which of the following locations would a duplex pressure gage most likely be located?,General,A,Fuel oil service pump discharge flange,Fuel oil strainer,Fuel oil heater,Fuel oil flow meter,,,2
"Which of the processes listed, consumes the greatest amount of power while producing the greatest amount of heat?",General,A,Overcoming sliding friction,Overcoming rolling friction,Overcoming fluid friction,Overcoming oil wedge friction,,,1
Which of the following guidelines is considered to reflect good design practices of shipboard steam heating systems?,General,A,Provide constant steam service for equipment operating throughout the year.,Provide either a common or individual reducing station for each group of units requiring the same operating pressure.,Run all piping so it may be drained by gravity.,All of the above.,,,4
"A distinguishing feature of an eductor, when compared to other pumps, is the ______________.",General,A,discharge end being smaller than the suction end,small size of impeller,lack of moving parts,ease at which the wearing rings may be changed,,,3
"When securing a flash-type evaporator for an extended period of time, you should _____________.",General,A,fill the unit with saltwater,fill the unit with descaling compound,completely drain the unit,tightly seal the unit to exclude air,,,3
"The portion of a hydraulic hose that determines its overall strength, is the _____________.",General,A,inner tube,braided inner layer(s),outer cover,outer armor,,,2
Which features of a centrifugal pump reduce the need for renewing worn impellers and pump casings?,General,A,Close radial clearance between impeller hub and casing,Low rotational speed of impeller,Removable end plate,Replaceable impeller and casing wearing rings,,,4
An acceptable method of dealing with accumulated oil found in the pump room bilges is to ______________.,General,A,transfer the oil to the sea chest,pump the oil into the slop tanks,discharge the oil over the side on an outgoing tide,pump the oil into a clean ballast tank,,,2
"Which of the following actions, pertaining to saltwater lubricated stern tube stuffing boxes, is usually observed when the ship is expected to be in port for an extended period?",General,A,The stuffing box is continually flushed.,The drain connection is left opened.,The stuffing box gland is tightened.,The packing is adjusted for greater cooling or replaced.,,,3
Turbocharger most preferred,General,A,Cheap,Boost air pressure,Increase efficiency,Reduce nox,,,3
Microbial degradation,General,A,Corrosive,Stable emission,Caustic fire,All the above,,,1
Why should combustion blowers left running for while after firing a boiler?,General,A,To cool the furnace internal,To remove the gases,To cool tubes,None,,,2
Dezincification of brass can be prevented by introduction of additives like,General,A,Nickel,Cobalt,arsenic,Tungsten,,,3
Principle of fire fighting onboard is,General,A,Smothering of fire,Starving of fire,Cooling,All,,,4
Which of the following used in boiler treatment is an oxygen scavenging,General,A,Polymer,Neutralizing amine,Sodium sulphate,Filming amine,,,3
"Fixed vane type emergency fire pump priming vacuum pump.  After one week fire pump not taking suction. The vacuum pump is engaging, but not developing vacuum in the suction side. What will be the cause?",General,A,Suction filter of the pump clogged,Suction filter cover gasket leaks,Vacuum pump not overhauled properly,Sealing water tank is empty,,,4
Single screw pump used as sludge pump the correct technical name.,General,A,Snake pump,Screw pump,Progressive cavity pump,Gear pump,,,3
Excessive lubricator in compressor leads to,General,A,Decompression,Detonation,Sticking in valves and,All,,,3
Corrosion occurs in cooling fresh water system of marine diesel engine,General,A,Stress corrosion,Hot corrosion,Bimetallic corrosion,Selective phase corrosion,,,4
Purpose of evaporator in domestic refrigeration system,General,A,To transmit latent heat of evaporation,To absorb latent heat of fussion,To absorb latent heat of evaporation,To transmit latent heat of fussion,,,3
Sudden closing and opening of valve in sea water pipeline leads to,General,A,Cavitations,Water hammering,Steam hammering,There is no problem,,,2
Centrifugal pump change over for pumping liquid of high specific gravity the discharge at the rated capacity will be,General,A,Increase,Decrease,Same,Convert 50%,,,3
Weldability steel depends on carbon equivalent,General,A,CE<= 0.35,CE between O.36 AND 0.4,CE between o.41 and o.45,CE between o.46 and o.5,,,1
Sea water outlet temperature of LO cooler decreased while main engine load and sea water inlet temperature not changed this indicates,General,A,Cooler efficiency has increased,Cooler efficiency has decreased,Sea water outlet temp nothing to do with efficiency,The flow of sea water reduced,,,2
Ballast pump suction filters during ballast in port purpose of getting blocked frequently you should,General,A,Remove the suction filter,Clean frequently as required and also open and check the sea chest filter,Stop using the pump and keep fill in gravity,Stop the ballast operation,,,2
When steel components electroplated with chromium are used in corrosive environment,General,A,Chrome plating prevents corrosion,Protection to the steel will be preferentially corroded,Zinc plating is used on top of chrome plating for corrosion protection,Thickness of chrome plating to increase,,,1
Steel is an alloy of iron carbon and alloying components what is the carbon content?,General,A,Less than 1 %,Less than 2%,Greater than 2%,Any % of carbon,,,2
"Tube in air compressors , self compensating for expansion (if multi choice include coil tube also)",General,A,Straight line tube,U tube,Coil tube,Floating tube,,,2
___________ boiler feed pumps is used in modern ships,General,A,Reciprocating pump,Heleshaw pump,Multistage centrifugal pump,Single stage centrifugal pump,,,3
The actuator of ballast valve in duct keel in port to carry deballast open best practice,General,A,Interchange from another valve.,Manually operated,Leave the tank full and ask for shore assistance.,Portable pump through manhole.,,,2
To reduce sulphur corrosion of main engine components,General,A,Run at normal load,Atomizing pressure of fuel,Fuel feed rate in purifier and purifier in series,All,,,4
Crude oil or crude oil+ballast water of same specific gravity ________ current in pump with same discharge pressure,General,A,More,Less,Same,Does not depend,,,3
Refrigerant compressor will run continuously,General,A,Too heavy cooling load,Air in the system,Insufficient refrigerant,Any of the above,,,1
Protection of zinc protective coating is good at,General,A,50 degree Celsius,65,90,115,,,2
Which anode ICCP,General,A,Zinc,Silicon,"Lead , silver",Platinized titanium,,,4
Effective suction blowing of exhaust gasket,General,A,Minium chance of suction fire,Increase efficiently,Minimum heavy corrosion and leading tube failure,All the above,,,4
High chloride of boiler water is caused by,General,A,Leaking tube of exhaust steam condenser,Excessive steam leak resulting high,Poor quality of boiler make up water,All the above,,,4
Hot work onboard,General,A,Switch alarm,Keep fire extinguisher,Standby person,All the above,,,4
Exhaust gas boiler fire suitable measures,General,A,Frequent suit blowing,Increase engine speed to blow suite,Stop cooling water circulation to avoid leakages,None of the above,,,4
In RT flex engine which of the following comment of main engine made redundant,General,A,Fuel p/p,Starting air v/v,Starting air distributor,Auxiliary blower,,,1
Scale Formation in FWG evaporator side -,General,A,increase in shell temp,heat transfer impaired,production affected,all,,,4
The pressure produced within the oil wedge of a rotating journal is ____.,General,A,the same as the pressure in the lubricating system,less than the pressure in the lubricating system,greater than the pressure in the lubricating system,highest at the oil groove location,,,3
"Which of the main shaft segments listed below, that are connected with the main engine, are coupled to the tail shaft flange?",General,A,Thrust shaft,Stern-tube shaft,Intermediate shaft,Crank shaft,,,3
Piping cross-sections over 30 cm in diameter are sized by the __________.,General,A,inside diameter,wall thickness,outside diameter,threaded diameter,,,3
The ambient heat in an engine room which is identified by only a change in temperature is known as,General,A,sensible heat,latent heat,total heat,residual heat,,,1
The usual number of single-acting pistons used in a variable stroke axial-piston pump used for steering gears is _____________.,General,A,3 or 5,5 or 7,7 or 9,9 or 11,,,3
"An axial piston pump differs from a radial piston pump, as the pistons of an axial piston pump are positioned _________.",General,A,radially from the shaft,parallel to each other and to the shaft,parallel to each other but at a right angle to the shaft,at an angle to each other and to the shaft,,,2
"In reference to air conditioning, when air attains the maximum amount of moisture it can hold at a specific temperature, it is said to be _____________.",General,A,superheated,saturated,condensed,convected,,,2
"Positive displacement, helical gear pumps are well suited for pumping oil because",General,A,stuffing boxes eliminate the leakage problems usually associated with other gear pumps,it is not necessary to closely maintain design clearances this pump,they are essentially self-priming and produce a high suction lift,these pumps are designed with extreme tooth angles,,,3
"The conical steel or composition cone installed on a propeller, known as a fairwater cone, provides which of the following benefits?",General,A,Reduce turbulence,Help with lubrication,Protect against electrolytic corrosion,All of the above,,,1
It is desirable for an auxiliary boiler safety valve to pop open and reseat quickly to,General,A,give warning that excessive boiler pressure has been reached,prevent wire drawing of the disc and seat,prevent valve pounding,provide sufficient blow down,,,2
The purpose of the programmed purge cycle on an automatically fired auxiliary boiler is to,General,A,cool the furnace to prevent pre-ignition,remove explosive vapors from the furnace,evaporate accumulated unburned fuel oil,provide sufficient air in the furnace to allow ignition of the fuel,,,2
Short cycling of a refrigeration compressor refers to _____________.,General,A,Frequently cutting out on over load.,frequently starting and stopping,running too fast,running too slow,,,2
The emergency bilge suction valve is typically used _____________.,General,A,to inject cleaning additives when the bilges are extremely dirty,"when the main condenser becomes fouled, in order to provide additional cooling water circulation",to connect the rose box to the independent bilge suction,if the bilges become flooded and they cannot be emptied by any other means,,,4
"The by-products of oxidation, as a result of water contamination of hydraulic oil, are generally ____________.",General,A,removed by cellulose type filters,"gums, varnishes, and acids",always neutralized by oil additives,harmless and have no effect on system components,,,2
"In Vessel construction, beam brackets are triangular plates joining the deck beam to a",General,A,bulkhead,frame,stanchion,deck longitudinal,,,2
A first stage unloader installed in a low pressure air compressor is unable to completely retract. This will result in ____,General,A,overheating of the discharge valve,loss of moisture in the air charge in the receiver,frequent lifting of the intercooler relief valve,an abnormally low intercooler pressure,,,4
Excessive leakage and premature failure of valve packing is a result of ____________.,General,A,opening a valve too quickly,jamming a valve in the closed position,low pressure fluid flow through the pipeline,a scored valve stem,,,4
"When there is excessive ingress of water in the engine room onboard causing dangerous levels of bilge water,",General,A,Start oily water separator and pump overboard,Start General service pumps and pump bilges overboard,Inform coast guard,None of the above,,,2
A fluctuating and unsteady vacuum in an evaporator may be caused by _____________.,General,A,wet steam entering the air ejector nozzle,pinhole leaks in the evaporator tube nests,rapid scaling on the evaporator tube nests,high water levels in the last effect,,,1
"When replacing ball bearings on an electric motor shaft, you should _____________.",General,A,tap the outer race with a mallet,apply even pressure to the outer race,apply even force to the inner race,apply pressure evenly to both the inner and outer races,,,3
"An insulation resistance test is performed on a particular piece of electric equipment.  In addition to   the resistance reading, what information listed below should be entered in the electrical log?",General,A,The maximum allowable operating temperature of the machine.,The temperature of the machine at the time the resistance reading was taken.,The normal temperature rise of the machine.,The complete name plate data from the resistance test instrument used to obtain the reading.,,,2
"When removing the cap from a sounding tube on a MODU, the sound of air escaping indicates.",General,A,the tank is full,the tank may be partially flooded,the tank level has dropped,the tank is completely flooded,,,2
A solid stream of water might be useful in fighting a burning oil fire on deck when it is used ____________.,General,A,to wash burning oil over the side,to provide cooling for the fire fighters,in conjunction with chemical foam,to cool the main deck,,,1
"The burner assembly on an automatically fired auxiliary boiler fitted with variable capacity, pressure atomizing burners, maintains steam pressure by",General,A,cycling on and off,changing fuel oil return pressure,changing the speed of a rotary cup,Varying air pressure supplied to the nozzle,,,2
"A primary element used with flow measurement devices highly suitable for liquids containing solids in suspension, is a ____________.",General,A,concentric orifice,convergent nozzle,venturi tube,pilot tube,,,3
Short cycling of a fridge compressor can occur in which of the following cases?,General,A,Air ingress into the system,A leaking solenoid valve,High cooling water temperature going to the condenser,Excessive refrigerant charge,,,2
Steam stop valve is eased of its seat during boiler start up from cold,General,A,To allow thermal expansion of parts,To allow steam flow during start up,To prevent water hammer,All of the above,,,4
Duty of standby person at the entrance of the enclosed compartment during enclosed space,General,A,To alert others in case of untoward emergency,To provide first aid to injured person,To assist for the work carried out in the enclosed compartment,All of the above.,,,4
"Which of the following statements about the design of D- type boilers, is false?",General,A,The heavier water in top drum flows back to the bottom drum through the down- comers outs,Inside the furnace the water is heated up in the risers,The upper drum is the steam/water drum and the lower one is the water drum.,The feed water is pumped into the lower drum,,,4
If the watch keeping engineer encounters a Main Engine Slow down alarm he should__,General,A,Immediately cancel the slowdown in the control panel,"If navigation circumstances permit, after consulting chief engineer he should tell bridge",He should raise engineer's alarm and wait for all engineers to reach the engine room,He need not take any action and wait for the alarm to resolve on its own and then cancel,,,2
Which of the following types of coatings used in tanks of a chemical carrier provides a,General,A,Epoxy coatings,Polyurethane coatings,Zinc silicate,Phenolic resins,,,4
Presence of catalytic fines in fuel oil is significant to engineers on board because_,General,A,Catalytic fines tend to impair proper operation of purifiers,"Catalytic fines lead to abrasive wear in liners , piston rings and fuel injection equipme",Catalytic fines necessitate increase in injection temperature,Catalytic fines necessitate increase in storage temperature,,,2
A partial opening of which of the following kinds of valves can lead to wire -drawing of,General,A,Globe Valve,Butterfly valve,Gate Valve,Full bore angle valve,,,3
Which of the following types of steam traps uses the pressure energy of the steam to clo,General,A,Thermostatic trap,Thermodynamic trap,Mechanical trap,Vacuum trap,,,2
Sequential starting of machineries after black out in engine room is necessary,General,A,To prevent overload of Generators,To quickly restore the failed power supply in order,To prevent damage to machinery which has been switched off,All of the above,,,1
Which of the following is the material used for manufacturing tube plates of a shell and,General,A,Cupro-nickel,Aluminum Brass,Admiralty Brass,Gunmetal,,,3
How is the water circulated between water and steam drums in a water tube D- type boiler,General,A,By the boiler feed water pump,By a circulating pump outside the boiler,Due to difference in densities of water and steam,None of the above,,,3
The seating material for perfectly sealing type Ball valves is usually made up of,General,A,Rubber,PTFE or Nylon,Rubber reinforced with steel wire,Stainless steel,,,2
The passenger spaces of a passenger ship is protected against major fires by a,General,A,High expansion foam system,High density CO2 system,"By a mixture of fire detection, fire retardant, 'A-1 class bulkhead, fire doors, fire insulation and elabrate sprinkler system.",High pressure steam system.,,,3
"Sand impregnated with chemicals is kept in  metal containers with a shovel, in the engine room, for the following purposes",General,A,to cover small oil spills,to use along with cement for doing repair jobs.,for making the floor anti-skid by giving more friction.,for use as grinding paste in case of emergency.,,,1
"A ship is required to carry an Oil Record Book, and must maintain the book as per rules on board for _______________.",General,A,one year,two years,three years,four years,,,3
The static positive suction head of a pump is the,General,A,distance of the suction liquid level above the center line of the pump,distance the suction liquid level is below the center line of the pumps,force necessary to overcome frictional losses in the pump and piping,amount in inches of mercury the total suction head is below atmospheric pressure,,,1
When overhauling engines in bad weather onboard,General,A,Use additional lifting equipments,Use heaving line to prevent moving of item,Use chain block if required to restrain moving of parts,All of the Above,,,4
The term referring to the number of teeth per inch on a hacksaw blade is known as the,General,A,Set,rake,pitch,thread gauge,,,3
The ash content of a fuel oil is significant to the operating engineer because it,General,A,is an indication of the amount of noncombustible material present in the oil,indicates the quantity of energy released by burning a unit amount of the fuel,is useful for determining proper atomization temperatures,reflects the overall thermal efficiency of the fuel oil service system,,,1
Air conditioning system air handling units must have their air filters cleaned at regular intervals in order to prevent______,General,A,Growth of microorganisms and bacteria harmful to human beings,Restriction to air flow and hence reduced efficiency of the plant,Growth of mites and other allergens,All of the above,,,4
"Before any work is to be carried out on a burner in an automatically fired auxiliary boiler, you should always",General,A,block all control system relays closed,allow the boiler to cool completely,close all manually operated fuel valves,lock all safety interlock switches closed,,,3
Soot blowing of boilers onboard can be carried during,General,A,Port operations,Sailing,During indications of a uptake fire,Inerting operations in oil tankers,,,2
Which of the following components in an Inert Gas system ensures that vapours are vented well clear of the working deck?,General,A,Only (i),Only (ii),Both (i) and (ii),Neither (I) nor (ii),,,3
Which of the following is most suited to act as a deck air compressor?,General,A,Lobe type,Reciprocating type,Screw type,None of the above,,,3
Safety of Gas cylinders used for cutting and welding is ensured,General,A,By fitting of flash back arrestor,By using color codes for gas pipe connections,By using trolley's when transferring cylinders,All of the above.,,,4
Pumps impart energy to a fluid but the energy required to bring the fluid to the pump may be provided by________________,General,A,Gravitational Head,Atmospheric pressure,Another pump,Any one or a combination of above,,,4
Injecting water into the combustion chamber of marine engines is a primary method of reduction of which of the following air pollutants?,General,A,SOx,Particulate matters,Unburnt Hydrocarbons,NOx,,,4
"In case of failure of control air supply ,some valves continue locked in the position they were at the time of failure . They are said to be-",General,A,Fail-safe,Fail -proof,Fail-set,Fail -blocked,,,1
If the superheat value of a thermostatic expansion valve is set too low________,General,A,The suction line of the compressor will be too hot,The suction line of the compressor will be too cold,The discharge line of the compressor will be too hot,The discharge line of the compressor will be too cold,,,2
Which of the following chemical compounds prevents caking of powder in dry chemical powder fire extinguisher?,General,A,Sodium Stearate,Sodium Bicarbonate,Magnesium Stearate,Magnesium Bicarbonate,,,3
The primary advantage of a central cooling system is______________________,General,A,A more simplified cooling circuit.,"Most part of the cooling system being fresh water based,corrosion is minimized",It allows better control of temperatures by using fewer controllers,All of the above,,,4
Which of the listed conditions can lead to cavitation in a centrifugal pump?,General,A,Vapor pockets formed in the suction flow stream,Rough casing volute surfaces,Worn wearing rings,Heavy fluid in the flow stream,,,1
A major controlling factor in the location of the condensate return piping from a heating system is/are,General,A,the requirement for a gravity return,the requirement for short laterals run,the requirement to minimize conflict with headroom and other services,all of the above,,,1
To maximize the effectiveness of soot blowing onboard,General,A,Ensure Boiler is firing at high load,Ensure Boiler is firing at low load,Ensure combustion parameters maintained normal,None of the above,,,1
Isolation of filters onboard prior to cleaning is done by,General,A,Closing of inlet and out let valves,Switching of the relevant pump and system valves,Opening of drains and vent valves,All of the above,,,4
Which of the following type of pumps is most suited to act as Waste Oil Sludge Pump?,General,A,Centrifugal pump,Screw pump,Gear Pump,Progressive cavity pump,,,2
In the Alcap principle of centrifugal separation______________________,General,A,Water is only discharged when desludgeing is activated by the control unit,The valve at the water outlet is opened periodically based on timer action,The valve at the water outlet is opened on the basis of signal of water content to the control unit from the water transducer at the clean oil outlet,The centrifuge works as a clarifier with no water outlet,,,3
High pressure cut out of a refrigerant system can activate due to which of the following faults?,General,A,Improper cooling due to a dirty condenser,Overcharge,Air in the system,All of the above,,,4
To prevent electric shock during electric are welding,General,A,Wear dry clothes,Wear insulated shoes,Keep first aid equipment ready,None of the above,,,1
A record of the types and strengths of steels used on a MODU must be included in the,General,A,General plans,Builder's documentation,Certificate of Inspection,Construction portfolio,,,4
Water hammer in a steam heating system can be caused by,General,A,filling the auxiliary boiler with cold water,steam admitted to a cold pipe,filling the auxiliary boiler with hot water,draining a soot blower line before cracking the steam supply valve,,,2
What is a function of the wearing rings used in most centrifugal pumps?,General,A,Absorb erosion of high velocity discharge stream,Seal pump shaft against entry of air,Isolate the discharge side from the suction side,Dampen the turbulent discharge flow,,,3
"Which combination of the main shaft segments listed below, that are located furthest from the main engine, are connected by the inboard stern tube shaft coupling?",General,A,Line shaft and thrust shaft,Line shaft and stern-tube shaft,Thrust shaft and stern-tube shaft,Stern-tube shaft and tail shaft,,,2
An auxiliary engine turbo-charger makes strange noises when the load changes. The engine parameters however are absolutely fine. An external examination of turbocharger parameters as stated in the manual also reveals nothing. Would you,General,A,Continue to run the engine and wait for some time,Stop the engine for a while and make some checks,Reduce the load of the engine,Run it on steady load to make some checks.,,,3
Which of the following can lead to premature failure of roller bearings?,General,A,Misalignment,Contamination,Shrinkage,All,,,4
WHICH PROCESS IS NOT DONE ON MILD STEEL?,General,A,Hot plating,Electrolysis,Explosion bonding,Metal spraying,,,3
"Boiler not starting in 2 -3 times, what we do,",General,A,"check fuel ignition system,",check fuel burning system,check furnace,all of the above,,,4
Sewage Plant Efficiency is gauged by,General,A,Suspended Solid,Coli count,Biological Oxygen Demand(BOD),All,,,4
When oil carried over in steam drum,General,A,"overheating of tubes,",corrosion of tubes,density of water is reduced,all of the above,,,4
Steam drum is used for,General,A,collecting of steam,collecting of water,equalising water in the tubes,collecting of precipitated salts of water,,,1
Steam drains should be,General,A,drained by gravity,short lateral length,should cover less head space,all of the above,,,1
Which of the group of method are used for priming of centrifugal pumps,General,A,"Gravity tank, attached vacuum pump","Attached Vacuum pump, filling pump casing using a fresh water hose","Central priming system, attached vacuum pump, sea water priming",None of the above,,,3
Vacuum priming pumps which work on the principle of fixed vane pumps r,General,A,"Lube oil, lubricating","Lube oil, sealing","Water, sealing","Gland packing, sealing",,,3
The common term used for failure of metal and alloys in a corrosive en,General,A,Fatigue failure,Corrosion fatigue,Stress corrosion cracking,Fretting Corrosion,,,3
about emergency fire pump...?,General,A,out of engine room,self priming,power should be outside e/r,all the above,,,4
Double entry impellers have a distinct advantage over single entry imp,General,A,They balance out the axial thrust,It gives a higher pumping efficiency,It is cheaper and easier to manufacture,The need of installing line bearing onto the pump shaft is eliminated,,,2
A refrigerant compressor will run continuously when there is,General,A,Too heavy cooling load on the system,Air in the system,Insufficient refrigerant in the system,Any of the above,,,1
Cause why cascade tank water temperature is high? OR What could be the,General,A,High ambient temperature,Clogged condenser water tubes,Filter dirty,Low cascade water level,,,2
A ballast pump is being used to deballast a fore peak tank which is full. It is seen that suction pressure is positive and discharge pressure is very low compared to rated discharge head. It indicates that:,General,A,Pump is not operating satisfactorily and pumping capacity is too low,"Pump is not operating satisfactorily and pumping capacity is higher than rated, throttling of discharge valve is required",Pumping capacity is not affected by suction and discharge pressures,Pump is operating normally,,,2
Cavitation erosion occurs due to,General,A,Chemical action,Physical action,Chemical OR physical action,Combination of chemical or physical action,,,2
"The lowest temperature at which a liquid as listed on the MSDS, gives off enough vapor to ignite in the presence of an ignition source is called its _______.",General,A,Flash point,Fire point,Ignition point,None,,,1
When main engine is running in emergency condition which of the alarm can't be bypassed.,General,A,LO low pressure,JCW high temp,Piston cooling water high temp,All,,,4
The master or person in charge of a MODU is required to log,General,A,the date and hour of each fire drill,the names of all persons on board,only casualties which occur while underway,every event occurring on board,,,1
A simultaneous rise in stern tube forward seal tank and drop in level of header tank indicates_,General,A,Aft seal ring of forward seal assembly damaged or sealing disturbed by foreign object,Forward seal ring of forward seal assembly damaged or sealing disturbed by foreign object.,Either of the above,None of the above,,,1
Bearing damage in a diesel engine onboard is indicated by,General,A,White metal in the crankcase,White metal in the lube oil filter,Knocking sound from the engine crankcase,Any of the above,,,4
"In a D- type water tube boiler with a secondary steam drum and super- heater, the steam is heated above the boiling point of water in the _______",General,A,Primary steam drum,Risers,Super- heater,Secondary steam drum,,,3
Which of the following statements is false about corrosion due to galvanic action?,General,A,Metals close to the anodic end of galvanic series corrode in preference to the ones close to the cathodic end.,"When any single metal exists in a system, it cannot corrode due to galvanic action.",Zinc is anodic to steel and is often used as a protective coating,Corrosion rate is affected by temperature,,,2
Which of the following statements is FALSE regarding gas carriers?,General,A,Shipboard generation of inert gas for cargo tanks is a requirement .,Shipboard generation of inert gas for inter tank barriers and holds is a requirement .,Gas carriers do not use ship's main boilers for generation of inert gas.,Gaseous nitrogen is produced on board in many gas carriers,,,2
Which of the following factors will have the greatest effect on the heating load within a conditioned space?,General,A,Solar gain,Infiltration and ventilation air,Occupants inside the space,Entertainment equipment within the space,,,2
"Before the longitudinal carriage feed of a lathe is engaged, you must be certain the",General,A,spindle clutch is disengaged,carriage clamp screw is loosened,carriage stop clamp is tightened,thread dial indicator is zeroed,,,2
"In a compression type grease cup, the lubricant is forced into the bearing by",General,A,gravity flow,spring force,a pressure gun,a zerk fitting,,,2
Type of the tank is fitted semi and fully pressurized gas carrier,General,A,Type a,Type b,Type a and b,None,,,1
Surging indicates,General,A,Scavenge fire,exhaust manifold fire,Fault in fuel system,All,,,4
Engine cylinder relief valve lift indicates abnormal of what.,General,A,Fuel supply,Fuel injection,Exhaust temp,Exhaust pressure,,,2
Hydride formation in gas carrier can lead to a,General,A,Contamination of cargo,Seize of pump,Exothermic reason,None,,,2
