Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
Operating a rotary pump at speeds in excess of design requirements could cause __________.,General,B,decreased clearances between rotating parts,decreased slippage to the suction side of the pump,air binding in the discharge ports,erosion and excessive wear,,,4
"A solenoid, direct-acting, three-position, spring-centered, directional control valve is used in a hydraulic system to  control a linear actuator.  Midway through extension, the push button is released, but the actuator continues to extend slowly.  Which of the following conditions represents the probable cause?",General,B,A centering spring has broken and jammed the spool movement preventing the spool from recentering.,One of the two solenoids has sustained an open in its respective coil.,The pump coupling has been damaged preventing the pump from developing its required operating speed.,"The detent mechanism has failed, preventing the valve from  operating.",,,1
"In ship construction, structural hull members installed athwartship are __________.",General,B,deck beams,stringers,girders,breasthooks,,,1
"If a matching nut and bolt have a 'Class 4' or 'No. 4' fit, they will __________.",General,B,be loose and only suitable for rough construction work,be difficult to turn by hand but easy to turn with a wrench,require less torque than specifications call for,require a hydraulic torque wrench to obtain the specified torque,,,2
"When the helm demands a 20° right rudder movement from an electro-hydraulic steering gear, which of the listed actions will be the FIRST action to happen when this rudder position is attained?",General,B,The six-way valve opens.,The steering service pump motor is stopped.,The follow-up gear takes the pump off stroke.,The cylinder relief valves bypass oil to the suction side of the pump.,,,3
Refrigeration system compressor crankcase sweating is an indication of __________.,General,B,insufficient lube oil circulating through the system,excessive circulation of lube oil through the system,insufficient refrigerant in the system,an overworked compressor,,,2
"A solenoid direct-acting three-position spring-centered directional control valve is used in a hydraulic system to  control a linear actuator.  When the remote push button is  depressed to extend the actuator it fails to move, even though the pump is in operation.  Which of the following statements represents the cause?",General,B,"A spring at one spool end has broken and jammed, preventing the spool from shifting.",The 'extend' solenoid coil has developed an open.,The pump coupling is damaged and pump is unable to turn at  its required speed.,Any one of the above will cause the actuator to not move.,,,4
"A vertical shaft having a rudder attached to its lower end  and having a yoke, quadrant, or tiller fitted to its upper  portion by which it may be turned, is the __________.",General,B,rudder frame,rudder post,rudder stock,stern post,,,3
Which bearing will carry the load on two small points diametrically opposite to each other?,General,B,Needle,Tapered roller,Roller,Ball,,,4
"The notation '10-24 tap' appears on a drawing.  The number  ""24"" indicates the __________.",General,B,number of holes involved,number of threads per inch,size of hole,tightness of fit,,,2
To charge a bladder type hydraulic accumulator __________.,General,B,remove all hydraulic system pressure and bring the pneumatic pressure to the accumulator preload pressure,remove all hydraulic system pressure and bring the pneumatic pressure to the system's design pressure,increase the pneumatic pressure until the hydraulic system  reaches its design pressure,"allow the accumulator to completely fill with gas charge at atmospheric pressure, shut off the air chamber, and add hydraulic fluid until proper pressure is reached",,,1
Sweating of the refrigeration system compressor crankcase is caused by __________.,General,B,too much superheat,insufficient superheat,suction pressure too low,excessive refrigerant returning to the compressor,,,4
An increase in rotor clearances in a rotary pump will __________.,General,B,increase discharge pressure,decrease pump capacity,decrease pump cavitation,decrease reaction ring clearance,,,2
"Air entrained in the hydraulic fluid, or trapped in an actuator will cause the actuators to move with a jerky motion.  This action is a result of __________.",General,B,"the trapped air being compressed to a pressure above the maximum pump discharge pressure, then re-expanding and lowering in pressure after the actuator moves","the trapped air being compressed to operating system pressure, then dropping in pressure as the actuator moves,  allowing the air to re-expand, then repeating the process",air being capable of moving loads more effectively than a liquid,"air providing better lubrication of internal components, found in Hydraulic Systems, than hydraulic fluids",,,2
"A temporary Certificate of Inspection, Form CG-854, may be  issued to a self propelled cargo vessel __________.",General,B,when the immediate issuance of a Certificate of Inspection  is not possible at the completion of an inspection,"until all minor deficiencies (CG-835's) found by the CG inspector during a biannual inspection are corrected, at which time a regular certificate may be issued",to cover an expired permanent Certificate of Inspection provided that the certificate did not expire within 15 days after the vessel left the last port of the U. S.,under all of the above situations,,,1
An external load that is applied to a material which is tending to resist deformation is known as __________.,General,B,stress,strain,shear strength,ultimate tensile strength,,,1
"In an electro-hydraulic steering system, rudder movement is maintained in close synchronization with the steering wheel position by means of the __________.",General,B,trickwheel,follow-up control,six-way valve,Rapson slide,,,2
Crankcase sweating in a refrigeration system is caused by __________.,General,B,a stuck solenoid valve,a shortage of refrigerant,too much oil in circulation,too much superheat,,,3
The letters 'NC' in '1/4-20 NC' indicates the bolt is __________.,General,B,made of nickel cadmium metal,made of noncorrosive metal,not clad with any coating,threaded with national coarse threads,,,4
Air trapped in one end of a hydraulic actutator may be indicated by __________.,General,B,erratic or jerky motion of the actuator,"a pump discharge pressure that is consistent, but higher than normal",consistently faster response or movement of the actuator,over speeding of the pump,,,1
Which of the following statements is true concerning the instrumentation or alarms provided at the main control station for an automated main propulsion plant?,General,B,Nonvital alarms are separated from vital alarms.,Provisions are made through simulation or actual condition for testing all audible and visual alarms and indicating lights.,All alarm circuits should be in operation when the system is on the line.,All of the above.,,,4
Prussian blue is used for __________.,General,B,grinding in valves,spotting in valves,lapping valves,refacing valves,,,2
"A precharged bladder-type accumulator used in a hydraulic system, can be potentially dangerous if __________.",General,B,the charging valve stem breaks while at normal working pressure,the inert gas is exposed to hydraulic oil,the bladder contacts the top of the poppet,it is precharged with dry nitrogen,,,1
"If a refrigeration system compressor crankcase is sweating, you should __________.",General,B,add refrigerant to the system,adjust the thermal expansion valve to the proper setting,adjust the float valve to the proper holding pressure,open the hand expansion valve,,,2
"Which of the following statements regarding low pressure, reciprocating, air compressor valves is correct?",General,B,A relatively large clearance space is required for the valves.,Mechanical operating valve gear is required to open and close the valves.,Only the suction valve requires a push rod and rocker arm mechanism for valve operation.,"Due to the physical construction of the valves, a relatively small cylinder clearance space is required.",,,4
"When new piping sections have been fabricated for installation in a hydraulic system, prior to installation the piping should be __________.",General,B,cleaned using a water-based detergent,descaled by using a pickling solution,hydrostatically tested to 100% of maximum working pressure,all of the above,,,2
A cofferdam is a/an __________.,General,B,empty space between tank tops and bilges,cement baffle in a fresh water tank,tank for storing chemicals,empty space separating compartments to prevent the contents of one compartment from entering another in case of leakage,,,4
"If the drill point lips are ground at different angles, the drill will __________.",General,B,overheat rapidly from rubbing,cut an oversized hole,cut a continuous chip,jam in the hole and break,,,2
Proper hacksaw cutting is accomplished when pressure is applied only on the __________.,General,B,backward stroke,forward stroke,front of the hacksaw frame,top of the hacksaw frame,,,2
"Before performing any maintenance on a hydraulic system storing energy in an accumulator, you should __________.",General,B,pressurize the system to test for leaks,bleed off all pressure within the system,operate the machine until it reaches normal temperature,disconnect the pump pressure control switch,,,2
Liquid line gas may cause erosion of the expansion valve's  internal components and could cause the valve to  __________.,General,B,overheat,hunt,freeze shut,freeze open,,,2
The term '5/16-24' describes __________.,General,B,machine bolt size and threads per inch,steel plate gauge size and thickness,bearing puller size,cutting torch tip size,,,1
A multistage centrifugal pump can be BEST described as having __________.,General,B,two or more impellers housed together in one casing and mounted on a single shaft,a single stepped impeller mounted in a progressively staged casing,a large radial clearance between the impeller and casing to prevent overheating due to friction,an increase in the discharge velocity of the liquid with a  corresponding decrease in pressure through the stages,,,1
"The major difference between the discharge and suction valves installed in most low pressure, reciprocating air compressors is that __________.",General,B,"one valve seats upwards, while the other seats downwards",the reed valves used on the discharge are made substantially thicker and heavier than the suction valves,the suction valve springs exert a greater tension than the  discharge valve springs,the discharge valve springs exert a greater tension than the suction valve springs,,,1
"If you attempt to tighten a leaking hydraulic fitting with  pressure on the system, you will __________.",General,B,be successful every time,find that the pressure will prevent the components from being tightened,cause the system to vibrate,"dislodge any scale in the tubing, and it will damage the system",,,2
"The annual reinspection of a tank vessel, holding a two year Certificate of Inspection endorsed, 'Inspected and Approved for the Carriage of Flammable or Combustible Liquids of Grade A', must __________.",General,B,"where possible, be made between the tenth and fourteenth month of the period for which the certificate is valid","be preceded by written application by the master, owner, or agent of the vessel","be undertaken only when all cargo tanks are empty, gas free, and made accessible for internal examination",all of the above,,,1
Propeller pitch speed minus ship speed divided by the propeller pitch speed is termed __________.,General,B,apparent slip,true slip,pitch,propulsive efficiency,,,1
"As sometimes utilized with centrifugal pumps operating with a high suction lift, foot valves are primarily designed to  __________.",General,B,"give the pump motor, or driver, positive protection when operating in a shutoff condition",provide a means of supplying sealing fluid for the impeller shaft stuffing box,enable the pump and its suction line to remain primed prior to starting the pump,afford the pumping system protection against water hammer and surging,,,3
"Which of the devices listed, when used on an electro-hydraulic steering gear, keeps the movement of the  rudder closely in step with the steering wheel?",General,B,The follow-up gear,The rudder angle indicator,The synchronous electric transmitter,A rudder angle limit switch,,,1
The sensible heat of air is dependent upon the __________.,General,B,dry bulb temperature,wet bulb temperature,saturation temperature,water vapor superheat,,,1
What should be done if localized scoring is discovered on a pump shaft sleeve during routine maintenance inspection?,General,B,Reassemble the pump and provide more water leak off for lubrication.,Check for parallel alignment of the sleeve radial face to the sleeve bore.,Reassemble the pump and set the governor to obtain a slower speed.,Correct the cause of scoring and install a new shaft sleeve.,,,4
The designation '1/4-20' describes __________.,General,B,cutting torch tips size,pipe thread die size,steel plate thickness,machine bolt size and threads per inch,,,4
"Which of the following statements represents the path of air flow passing through a typical two stage, low pressure, reciprocating, air compressor?",General,B,"Intercooler, L.P. cylinder, H.P. cylinder, and air cleaner","L.P. cylinder, air cleaner, intercooler, and H.P. cylinder","Air cleaner, L.P. cylinder, H.P. cylinder, and intercooler","Air cleaner, L.P. cylinder, intercooler, and H.P. cylinder",,,4
A flare-type tubing connector is used in the hydraulic hatch-cover system and has developed a slight leak.  To stop the leak you should __________.,General,B,keep the system in operation and tighten the flare nut,replace both the tubing sections and the fitting,stop the system and use only one wrench to tighten the flare nut,shut down the power unit and use two wrenches to avoid damaging the tubing when tightening,,,4
"Differential pistons used in some reciprocating air compressors, serve to provide __________.",General,B,a means of distributing side pressures over a wider area of each cylinder,a means of unloading during start-up,more than one stage of compression by each piston,a variable compression ratio enabling the output to be varied to suit any load condition,,,3
"Before doing any work on a hydraulic system equipped with accumulators, you should __________.",General,B,drain the accumulators and purge with oxygen,bleed off all stored energy from the accumulators,completely charge the accumulators to prevent system energy loss,pump the hydraulic fluid into the accumulators to prevent fluid loss,,,2
Which of the problems listed could cause erosion of the expansion valve disks and seats?,General,B,Overcharging the system with refrigerant,Faulty compressor suction valve,Failure of the high pressure cutout,Flash gas formed in the liquid line,,,4
A pump shaft that is bent or distorted should normally be __________.,General,B,repaired by a suitable welding process,straightened by applying heat and torsion,reconditioned by metallizing and machining,replaced with a satisfactory spare,,,4
The quantity and density of brine discharged from the last  effect of the distilling plant should be as constant as possible to __________.,General,B,prevent scale accumulation on heat exchange surfaces,maintain a constant distillate outlet temperature,ensure distillate quality and distilling plant efficiency,prevent any salinity in the distillate produced,,,3
"If an air compressor is used to supply compressed air to outlets throughout the engine room and on deck of a vessel, the system is known as the __________.",General,B,combustion control air system,supply air system,ship's service air system,low pressure deck air system,,,3
"When it is necessary to repair a refrigeration system using R-134A and the system will be open for more than a few minutes, the open ends of the system should be __________.",General,B,dehydrated,purged,plugged,evacuated,,,3
The 'pitch' of a screw is the __________.,General,B,angle formed by adjacent flanks of a thread,number of threads divided by the length of the threaded portion of the screw,distance between corresponding points on adjacent threads,angle of taper formed by the centerline of the screw and the crests of the thread,,,3
The use of a needle valve in a piping system is recommended when requiring __________.,General,B,high pressure drops,close regulation of flow,no pressure drops,no back flow,,,2
A constant hissing sound at the thermal expansion valve will always indicates __________.,General,B,proper refrigerant control,a faulty refrigerant control valve,a lack of refrigerant,the flow of 100% liquid refrigerant passing to the  evaporator,,,3
"In a two stage flash type evaporator, the brine overboard pump is vented directly to the __________.",General,B,saltwater heater shell,first stage distilling condenser,second stage flash chamber,air ejector condenser,,,3
"If an air compressor is used to supply air primarily to the combustion control system and other pneumatic controllers,  the entire system is known as the __________.",General,B,control air system,forced draft air system,supply air system,ships service air system,,,1
A shot of anchor chain has a length of __________.,General,B,6 fathoms,12 fathoms,15 fathoms,45 fathoms,,,3
"Air entrained in the hydraulic fluid, or trapped in an actuator will cause the actuators to move with a jerky motion.  This action is a result of __________.",General,B,"the trapped air being compressed to a pressure above the maximum pump discharge pressure, then re-expanding and lowering in pressure after the actuator moves",the cyclic expansion and contraction of air due to the motion of the actuator,air being capable of moving loads more effectively than a liquid,"air providing better lubrication of internal components, found in Hydraulic Systems, than hydraulic fluids",,,2
Cylinder inlet valve failure in a low pressure air  compressor can be caused by __________.,General,B,carbon buildup on the pistons from excessive lubrication,compressor overspeeding due to mechanical failure in the unloader,valve pounding due to valve covers being excessively tight,sticking valves due to carbon buildup on the seats,,,4
"When replacing packing rings in the stuffing boxes of reciprocating pump piston rods, the ends of the rings should be cut __________.",General,B,square,beveled,step-designed,diagonal,,,1
Hydraulic system tubing should be anchored every three or four feet to prevent __________.,General,B,excessive pump cavitation,expansion and contraction of the tubing,tube fitting leaks from vibration and pressure surges,tube flexing at right angles to the applied fluid pressure,,,3
A cracked diaphragm in a thermostatic expansion valve will  cause the valve to __________.,General,B,return to a neutral position,flood the evaporator,open,close,,,4
"In order to distribute the side pressures over a wide area  of the cylinder walls and liners, which of the listed types of pistons are used in modern low pressure air compressors?",General,B,Differential,Trunk,Barrel,Valve-in-head,,,2
Which of the listed operating conditions would have the greatest effect on the volumetric efficiency of an operating reciprocating air compressor?,General,B,The density of the air entering the compressor.,The temperature of the air entering the compressor,The designed rotating speed of the compressor.,A leaking head gasket.,,,4
Which of the listed systems related to an engineer's signal alarm panel is required to be indicated by a continuously illuminated light while in operation?,General,B,Deaerating tank low level,Shaft alley bilge high level,Port or starboard steering gear motor running,No. 1 diesel generator low lube oil pressure,,,3
"Broken valve strips in an operating low pressure, air compressor will cause __________.",General,B,an immediate crankcase explosion,oil contamination in the compressed air,a decrease in compressor capacity,no immediate loss of the compressed air capacity,,,3
"During the inspection of a low pressure pump, the wearing ring is determined to have a clearance of 0.011"" - 0.013"",  you should  __________.",General,B,replace the worn wearing ring,install a new oversized casing ring,machine the worn wearing ring and refit,leave the existing wearing rings in place,,,4
Which of the problems listed represents the major difficulty encountered with thermal expansion valve operation?,General,B,Lube oil passing through the system.,Moisture or foreign matter collecting at the valve seat and orifice.,Variable spring tension caused by the changing temperature.,Frost on the liquid line.,,,2
What basic dimensions are used in describing machine bolts?,General,B,Diameter and length only,Diameter and cross section only,"Diameter, length, and number of threads per inch","Diameter, head size, and shoulder length",,,3
A viscous film of oil collected between the valve face and  seat of a low pressure reciprocating air compressor will __________.,General,B,prevent the valve from wire drawing,retard the opening and closing of the valve,have no effect on compressor operation,provide quieter valve operation,,,2
Short cycling of the potable water system's pump is prevented by using __________.,General,B,constant speed supply pumps,variable speed supply pumps,variable delivery supply pumps,a hydropneumatic pressure tank,,,4
"If the pump for a hydraulic anchor windlass is over heating, the cause may be __________.",General,B,increased pump speed,excessive pump discharge pressure,too low of a tilting box angle,low pump speed,,,2
"Compared to poppet and other mechanically operated valves,  which of the following advantages is gained by using a thin plate (feather) low lift type valve in an low pressure air compressor?",General,B,They improve compression efficiency.,They operate with a minimum of noise.,They are simple and easy to replace.,All of the above.,,,4
"If a refrigeration compressor were short cycling on the low pressure cutout switch, the probable cause for this might be the __________.",General,B,system was overcharged with refrigerant,high pressure switch was improperly adjusted,expansion valve strainers were fouled,suction valves were leaking slightly,,,3
Machine bolts are identified by their __________.,General,B,type of head,major diameter and length,threads per inch,all of the above,,,4
A metal file has become clogged with filings and should be  cleaned with a file __________.,General,B,scraper,card,oilstone,dressing tool,,,2
The function of the springs used with channel or plate-type valves for reciprocating air compressors is to __________.,General,B,open the valves during downward strokes,provide positive closing of the valves,reduce compressor discharge pulsations,reduce air intake and exhaust pulsations,,,2
"If a hydraulic system is in continuous operation, and is equipped with an air cooled heat exchanger, the fan should  __________.",General,B,be in continuous operation as long as the main pump prime mover is in operation,come on only after the main pump prime mover is secured,be controlled by a thermostat to maintain the oil temperature at less than 190°F (87.8°C),"never be needed, except when the ambient temperature exceeds 90°F (32.2°C)",,,1
Where should you expect to find striking plates?,General,B,In the bow of the ship at the waterline.,On the bottom of a fuel or ballast tank under the sounding  tube.,Under the counter above the propeller blade tips.,On the cofferdam manhole.,,,2
The part of the anchor windlass that engages the anchor chain for lifting is called the __________.,General,B,warping head,fairlead,wildcat,capstan,,,3
Air blowing from the intake air filter of an operating air  compressor indicates __________.,General,B,broken inlet valves,broken discharge valves,pulsations in the air distribution system,overloading of the air distribution system,,,1
Which of the listed valve types is typically used as inlet  and discharge valves on modern low pressure air compressors?,General,B,Poppet,Rotary,Reed,Sliding,,,3
"When any low pressure distilling plant is operated with less than the designed vacuum, the __________.",General,B,heat level rises,heat level drops,capacity increases,scale formation decreases,,,1
"If a refrigeration crankcase compressor were short cycling  on the low pressure cutout switch, the cause might be that  the __________.",General,B,system was overcharged with refrigerant,system was low on refrigerant,suction valves were leaking slightly,relief valve was leaking slightly,,,2
Heavy pressure on the ends of a file will cause the work surface to become __________.,General,B,tapered,smooth,rough,rounded,,,4
Which of the valves listed will be cycled from fully open to fully closed when the handle is turned 90°?,General,B,A rising stem gate valve,A globe stop valve,A check valve,A butterfly valve,,,4
Which of the following problems would be the probable cause for the faulty operation of a reciprocating air compressor  suction valve?,General,B,Carbon build up in the piston ring belt.,Faulty operation of a cylinder unloader.,Compressor operation in an area of high relative humidity.,Lifting of intercooler relief valve.,,,2
In which of the listed hydraulic systems will the  installation of an oil cooler be necessary?,General,B,Constant tension mooring winch system,Hatch cover system,Watertight door system,Internal combustion engine hydraulic starter system,,,1
"While riding at anchor, the anchor chain should be secured  by the __________.",General,B,windlass brake only,chain stopper or riding pawl,riding spindle,anchor shackle,,,2
Which of the following problems could cause air to blow out through the inlet air filter of a running compressor?,General,B,Excessive compression in the cylinder,A broken intake valve,A dirty inlet filter element,An improperly adjusted discharge valve,,,2
A refrigeration unit will tend to short cycle when operating __________.,General,B,under heavy loads,during hot gas defrost,under light loads,during starting conditions,,,3
A vacuum is initially created in a flash type distilling plant by __________.,General,B,the flashing of the feed water,the condensation of the saltwater feed,"air ejectors, eductors, or a separate vacuum pump",condensation of the distillate,,,3
Most pump manufacturers recommend that the discharge piping for centrifugal pumps be one size larger than the pump discharge nozzle to __________.,General,B,reduce the pump discharge pressure,reduce the frictional losses due to fluid flow,increase the pump discharge pressure,allow rapid venting of entrained air,,,2
"On a medium pressure, differential piston, reciprocating air compressor, lubrication of the pistons/cylinders is usually accomplished __________.",General,B,by the splash method,with metering type cylinder lubricators,gravity fed lubricators,lube oil flow from the bearing lube oil system,,,2
"If the steam flow entering the evaporator steam supply orifice has a quality of 95%, which of the following statements would be true?",General,B,The steam at the outlet would obtain a higher degree of desuperheat.,The steam at the outlet would be at a higher superheat than when it is supplied at 100% quality.,The steam would obtain a lower absolute pressure than when  it is supplied at a quality of 100%.,The entrained moisture will become a totally saturated vapor prior to any superheat being acquired by the steam.,,,4
What color is used to indicate the last shot of anchor chain?,General,B,Red,White,Blue,Yellow,,,1
The principal purpose of an anchor windlass chain stopper is to __________.,General,B,tie off the warping head lines,absorb the brake thrust of the anchor windlass,hold the anchor chain while riding at anchor,lock the intermediate clutch shaft to the wildcat,,,3
Which of the following problems can result in below normal  pressure in the intercooler of an operating low pressure air compressor?,General,B,Defective pressure pilot valve,Defective receiver relief valve,Leaking intake valves on the high pressure cylinder,Leaking discharge valves on the low pressure cylinder,,,4
"If the supplied steam pressure to the first effect of a submerged tube distilling plant is allowed to fluctuate, the distiller __________.",General,B,solenoid dump valve will trip,air ejector will operate erratically,water levels will automatically lower,brine density will increase,,,1
"If a refrigeration compressor is short cycling on high head pressure, you should __________.",General,B,purge the condenser if the waterside is dirty,check for proper water flow through the condenser,increase the high pressure cutout setting,reduce the cooling water flow,,,2
Which of the listed tools should be used to remove a tapered roller bearing from a shaft?,General,B,An arbor press,A steel drift pin and hammer,An acetylene torch and hammer,A tapered 'come-a-long',,,1
Most pump manufacturers recommended that the discharge piping for centrifugal pumps be __________.,General,B,one size larger than the pump discharge nozzle,the same size as the pump discharge nozzle,one size smaller than the pump discharge nozzle,installed with a short radius elbow at the pump,,,1
"If all of the air charge has been lost from a ship service  air receiver, the compressor mechanical unloading system will __________.",General,B,"fail to work, and the drive motor will trip the circuit breaker as the compressor will be overloaded","fail to function as designed, but the compressor having no load will start  with little or no difficulty",still function normally at start-up,"Still function normally, but the safety interlock will stop the drive motor",,,2
"If the fixed orifice in the evaporator steam supply line were to be removed, the steam pressure reducing valve located  upstream would __________.",General,B,be unable to maintain steam flow unless the proper range spring were to be installed,be suitable for maintaining the required steam flow under  all load conditions,handle the operation satisfactorily as the control orifice develops an impedance to the steam flow,all of the above,,,1
Every automated machinery plant must have an 'engineer's assistance' alarm.  Power for this alarm should be taken from the __________.,General,B,main bus,emergency bus,standby generator,general alarm power supply,,,4
Excessively low air pressure occurring in the intercooler of a reciprocating air compressor is caused by __________.,General,B,leaky discharge valves on the LP cylinder,leaky discharge valves on the HP cylinder,insufficient intercooler cooling,low ambient air pressure,,,1
"If you install a hydraulic hose on a unit and fail to leave sufficient room for expansion, which of the following problems will develop?",General,B,The hose may pull loose from its fittings.,The components connected by the hose will be damaged.,The hydraulic unit will fail to acquire any power.,The hydraulic fluid will overheat and breakdown.,,,1
The refrigeration compressor in a water cooled refrigeration system is short cycling on the high pressure cutout switch. One reason for this could be the __________.,General,B,system is low on refrigerant,high pressure cutout switch is improperly adjusted,discharge valves are leaking slightly,discharge valves are leaking excessively,,,2
"In the operation of a flash type evaporator equipped with air ejectors, the air and noncondensable gases are evacuated directly from the __________.",General,B,first stage flash chamber,second stage flash chamber,first stage after condenser,second stage distilling condenser,,,4
Most pump manufacturers recommend that the suction piping dimension for centrifugal pumps be __________.,General,B,one size smaller than the pump suction nozzle,the same size as the pump  suction nozzle,one size larger than the pump suction nozzle,installed with a short radius elbow at the pump,,,3
One method of unloading a low pressure air compressor at start-up is accomplished by __________.,General,B,holding the discharge valve open,the use of a precharged accumulator,holding the suction valve open,temporarily discharging to the air receiver,,,3
Hydraulic systems typically operated for intermittent service do not require the use of oil coolers and would include all of the following except _________?,General,B,Constant tension mooring winch system,Hatch cover systems,Watertight door system,Internal combustion engine hydraulic starter system,,,1
"On tankers using hydraulic tank valve actuation, which of the listed valve types has the highest tendency to develop  leaks relative to the valve, and results in more frequent maintenance?",General,B,Gate valves,Butterfly valves,Globe valves,Check valves,,,2
Slipping drive belts on a ship service air compressor is a  probable symptom of __________.,General,B,low lube oil viscosity,fouled intercoolers,a failed unloader,high air receiver pressure,,,3
"If you install a new hydraulic hose in a hydraulic system,  the hose must be long enough to allow for contraction to prevent __________.",General,B,failure of the hydraulic hose connection,excessive flow through the line,friction in other areas of the hydraulic system,overheating of the hydraulic fluid,,,1
"The refrigeration system compressor is short cycling on high head pressure when the sea water cooling temperature is 72°F.  In this situation, you should __________.",General,B,check for sufficient cooling water flow through the condenser,purge noncondensable gases from the receiver,reset the thermostatic expansion valve,completely purge the high pressure side of the system,,,1
"The proper file for a finishing cut on soft metal, such as  brass, is the __________.",General,B,smooth cut file,warding file,mill file,second cut file,,,3
Which of the following statements about pump operations is NOT a correct statement?,General,B,"In order for a fluid to be pumped, a fluid must be made to  flow.",A substance must be cold in order for it to be pumped.,The kinetic energy imparted by the pump can be used to force a liquid through a hydraulic system.,A pump must receive its energy from an external source.,,,2
"Unloading of a low pressure, reciprocating, air compressor  at start-up can be accomplished by __________.",General,B,holding the L.P. discharge valve open,the use of a precharged accumulator,using a permanently enlarged clearance expansion volume,temporarily discharging back to the compressor intake,,,4
"If one of the bilge manifold valves is prevented from seating, the __________.",General,B,"bilge-well connected to that valve, plus the second bilge-well being pumped will be completely emptied","bilge system will lose vacuum, preventing other bilges from being pumped out",aftermost bilge-wells connected to that valve will siphon their contents to the forward bilge-wells,all of the above,,,2
The location of a vessel's frame stations may be obtained from which of the listed drawings?,General,B,Profile,Base line,Cross section,Buttock,,,1
Which of the following precautions should always be carried out in drydock?,General,B,Liquids should never be transferred between tanks without  consulting the dock master.,"If sea valves have been disassembled, all bonnets must be checked for leakage when the ship is refloated.","Before refloating, all sea chest strainers should be verified as having been replaced.",All of the above.,,,4
"If an electric motor driven air compressor fails to start,  it may be due to a __________.",General,B,leaking discharge valve,jammed suction valve,tripped overload relay,broken discharge unloader,,,3
Machinery driving fuel oil transfer and fuel oil service pumps must be fitted with a remote means of stopping the machinery from __________.,General,B,within the space concerned,outside the space concerned,the throttle station,within the fireroom,,,2
The compressor in an air-cooled condensing  refrigeration system is short cycling on the high pressure  cutout switch.  A probable reason for this is the __________.,General,B,system is overcharged with refrigerant,system is low on refrigerant,discharge valves are leaking excessively,discharge valves are leaking slightly,,,1
The efficiency of a flash type evaporator can be increased  by __________.,General,B,lowering brine discharge density,decreasing the absolute pressure of each stage,increasing the saltwater feed heater temperature,increasing the pressure at the spray pipe,,,2
Open end wrenches are __________.,General,B,nonadjustable solid wrenches,intended for gripping round objects,not suitable for tubing fittings,used with a speeder handle,,,1
An air compressor can be unloaded at start-up by __________.,General,B,holding the discharge valve open,relieving the intercooler pressure to the atmosphere,"using an enlarged, permanently opened clearance expansion space",a precharged accumulator,,,2
Which of the following actions should be taken FIRST if one bilge well of a multiple suction bilge system is unable to  be pumped out?,General,B,Open the bilge pump for inspection.,Remove each of the suction manifold valves.,Remove only the suction manifold valve to the affected bilge well.,Attempt to pump out another bilge well to determine if the  entire system is affected.,,,4
Why do roller bearings have higher loading capacities than  ball bearings?,General,B,They are installed with tighter clearances.,They are subject to less pitting and metal fatigue.,They have a greater tolerance for high speed applications.,They have a greater contact area.,,,4
"With regards to fluid flow control, an advantage of pneumatic control systems over electrical control systems is __________.",General,B,practically no limit to the power available for a given system,no transmission losses,low energy input,continued control through temporary electrical power losses,,,4
The seat of a butterfly valve will most likely be constructed of __________.,General,B,Monel,stellite,a resilient material,admiralty metal,,,3
Flexible hose under pressure in a hydraulic system will __________.,General,B,tend to twist about its long axis,expand in length and in diameter,contract in length and expand in diameter,flex at right angles to the applied pressure,,,3
The compressor in the ship service refrigeration system is  short cycling on the high pressure cutout switch.  The probable reason for this is the __________.,General,B,discharge valves are leaking excessively,discharge valves are leaking slightly,condenser is getting insufficient cooling water flow,system is low on refrigerant,,,3
Which of the following statements describes the relationship between flash point and ignition temperature?,General,B,Both are higher than normal burning temperatures.,The flash point is always higher.,The ignition temperature is always higher.,They are not necessarily related.,,,3
The wrench size for a 3/4 inch American National bolt is __________.,General,B,10/24 inch,3/4 inch,1 1/4 inches,1 1/2 inches,,,3
"You are unable to pump out the aft starboard engine room bilge well that is fouled, with one foot of water over the  top of the bilge well, what action should be carried out?",General,B,Send the wiper into the well with only a scoop and pail.,Remove the bilge manifold valve and attempt to back flush the line.,Simultaneously operate all available bilge pumps.,It is only necessary to transfer half the contents of a drum of degreaser into the bilge well.,,,2
"On tank vessels using an automatic tape wells, free movement of the tape is normally checked by __________.",General,B,removing the side plate,operating the hand clutch,comparing with a hand tape,using litmus paste,,,2
"If a refrigeration compressor will not start, the reason may be __________.",General,B,the pressure regulating valve is not closing,an excessive lack of refrigerant in the system,badly leaking discharge valves,worn piston rings,,,2
The lowest temperature required to cause self-sustained combustion of a substance independent of any outside source of ignition is called __________.,General,B,explosive range,flash point,ignition temperature,combustion temperature,,,3
The purpose of the wearing rings used in a centrifugal pump is to __________.,General,B,prevent an internal explosion in the pump when it is overheated,enable a visual inspection of the pump while it is running,insure a proper alignment of the pump coupling to the driver,accomodate for friction between the impeller and the casing,,,4
"The aft starboard bilge well is clogged, and back flushing  has not been successful.  The next practical solution would be to __________.",General,B,change the trim of the ship to port in order to pump out the bilges for the remainder of the voyage,place 20 gallons ( 75.7 L) of fuel oil tank wash into the affected bilge well to clear the blockage,properly and safely empty the well with a portable pump then manually muck it out,all of the above,,,3
