Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"If a person with diabetes has been injured, the symptoms of the onset of a diabetic coma would include __________.",Naval,B,reduced appetite and thirst,sneezing and coughing,excessive thirst and fever,slurred speech and loss of coordination,,,3
The most effective method in the use of a CO2 fire  extinguisher is for the discharge to be directed at the __________.,Naval,B,middle of a fire,top and sides of a fire,base or nearest edge of a fire,highest flames of a fire,,,3
Which of the following items is NOT required to be contained in the vessel's oil transfer procedures?,Naval,B,A line diagram of the vessel's oil transfer piping.,The number of persons on duty during oil transfer operations.,Any special procedures for topping off tanks.,The location and capacity of all fuel and cargo tanks on the vessel.,,,4
"If a raft is to be released manually, where should the operating cord be attached before throwing the raft overboard?",Naval,B,Do not attach the cord to anything but throw it overboard with the raft container.,To some fixed object on the ship.,Stand on it with your foot.,To the special pad eye on the 'raft davit launcher'.,,,2
Burning wood is considered to be which of the listed classes of fire?,Naval,B,Class A,Class B,Class C,Class D,,,1
"A specific document which identifies a chemical, listing its physical properties, health hazards, required controls, firefighting procedures, clean up methods, waste disposal,  and the safe handling and storage requirements,  is commonly called a __________.",Naval,B,Hazardous Chemical Information Sheet,Physical/Chemical Characteristics Document,Material Safety Data Sheet,Hazardous Chemical Loading Document,,,3
"A chemical material, as listed on a Material Safety Data Sheet (MSDS) that can undergo a sudden and violent release  of pressure and heat is called __________.",Naval,B,combustible,explosive,flammable,toxic,,,2
"When firing a pyrotechnic distress signal, it should be aimed __________.",Naval,B,into the wind,straight ahead,at the vessel whose attention you want to attract,approximately 60° above the horizon,,,4
Most lifeboats are equipped with __________.,Naval,B,unbalanced rudders,balanced rudders,contraguide rudders,straight rudders,,,1
The maximum lowering speed for a lifeboat on gravity davits must not be more than __________.,Naval,B,70 feet per minute,114 feet per minute,256 feet per minute,none of the above,,,3
Epilepsy is a chronic nervous disorder characterized by __________.,Naval,B,severe nausea and cramps,muscular convulsions with partial or complete loss of consciousness,sudden thirst and craving for candy,severe agitation and desire to get out of close spaces,,,2
Which of the following statements describes the correct method to use when applying CO2 from a portable fire extinguisher?,Naval,B,Bounce the CO2 off the bulkhead.,Apply CO2 to the base of the flames in a sweeping motion.,Apply the CO2 to the center of the flames with a beating motion.,Direct the CO2 in as near a vertical upward direction as possible.,,,2
The oil transfer procedures aboard a tanker transferring oil are NOT required to contain __________.,Naval,B,the name of the person designated as the person in charge of transfer,a line diagram of the vessel's oil transfer piping,special procedures for topping off tanks,a description of the deck discharge containment system,,,1
Which of the following operations should be carried out when launching an inflatable liferaft by hand?,Naval,B,Open the liferaft casing,Turn the valve on the CO2 cylinder to start inflation,Make sure the operating cord is secured to the vessel before throwing it over the side,"After inflation, detach operating cord from liferaft",,,3
"The ""flammable limits"" of an atmosphere are the __________.",Naval,B,two temperatures between which an atmosphere will self- ignite,upper and lower percentage of vapor concentrations in an atmosphere which will burn if an ignition source is present,upper and lower pressures between which an atmosphere will  not burn,two temperatures between which an atmosphere will burn if an ignition source is present,,,2
A high velocity fog nozzle will produce the most effective  spray pattern when the water pressure is not less than __________.,Naval,B,35 psi (241.3 kPa),60 psi (413.6 kPa),75 psi (517.0 kPa),100 psi (689.4 kPa),,,4
"When using a handheld smoke signal in a lifeboat, you should __________.",Naval,B,activate the signal on the downwind side,activate the signal on the upwind side,activate the signal inside the boat,activate the signal at the stern,,,1
"A chemical material, as listed on a Material Safety Data Sheet (MSDS) that supplies oxygen required to start or support fire is called a/an __________.",Naval,B,irritant,polymerization hazard,oxidizer,toxin,,,3
Material listed on a Material Safety Data Sheet (MSDS) that violently self-reacts under commonly occurring conditions is called  __________.,Naval,B,pyrophoric,toxic,explosive,unstable,,,4
The most beneficial assistance for a person having an epileptic convulsion is to __________.,Naval,B,give the victim artificial respiration,completely restrain the victim,give the victim one 30mg tablet of phenobarbitol,keep him from injuring himself,,,4
For which of the listed classes of fire combinations would  carbon dioxide be most suitable as the extinguishing agent?,Naval,B,"Class ""A"" and class ""B""","Class ""B"" and class ""C""","Class ""A"" and class ""C""","Class ""C"", class ""D"", and class ""E""",,,2
The transfer procedures for oil products are required to be posted __________.,Naval,B,in the pilothouse,in the officer's lounge,in the upper pumproom flat,where they can be easily seen or readily available,,,4
"As a vessel sinks to a depth of 15 feet, the hydrostatic trip releases the liferaft container from its cradle by __________.",Naval,B,breaking the weak link,releasing the tie-down strap,pulling the operating cord,releasing the CO2 canister,,,2
Which of the statements listed is accurate concerning fires involving carbon tetrachloride?,Naval,B,It will explode if exposed to a flame.,Phosgene gas may be formed if it comes in contact with hot  metal.,It will burn rapidly once ignited.,You cannot use water to fight the fire because it will react with the carbon tetrachloride.,,,2
What is the purpose of an explosimeter?,Naval,B,To identify combustible gases.,To detect combustible gases.,To indicate the absence of oxygen.,All of the above.,,,2
The bayonet catch on an all purpose nozzle is used to latch in place the __________.,Naval,B,mechanical foam nozzle,mechanical foam pick up tube,high velocity fog tip,chemical foam applicator,,,3
Which of the items in the lifeboat equipment listed would be the most suitable for night signaling to a ship on the horizon?,Naval,B,A red parachute flare,A red handheld flare,A flashlight,A lantern,,,1
"A chemical material, as listed on a Material Safety Data Sheet (MSDS), that can spontaneously burst into flames when exposed to air at temperatures below 130°F (55.5°C) with no ignition source needed, is called __________.",Naval,B,expolsive,pyrophoric,unstable,flammable,,,2
"Prior to lowering the lifeboat, the most important item to  check is the __________.",Naval,B,oars,sail,boat plug,life preservers,,,3
"While providing assistance to a victim of an epileptic seizure, it is most important to __________.",Naval,B,move a patient to a comfortable bed,get professional medical advice for further medical care,keep the patient awake and make him walk if necessary to keep him awake,remove any soiled clothing and put the patient in a clean bed,,,2
What term is listed on a Material Safety Data Sheet (MSDS)  to describe a chemical that can produce life-threatening or seriously disabling health hazard ?,Naval,B,Low toxicity,Recommended toxicity,Moderate toxicity,High toxicity,,,4
"Your vessel is taking on bunkers from a shore side facility. If oil begins flowing from one tank vent, which of the following actions should be taken FIRST?",Naval,B,Open the intake valve to an adjacent tank.,Set out drip pans and sawdust and begin to mop up the spill.,Signal the shore control point to shutdown.,Close the valve on the tank vent line.,,,3
"If the hydrostatic release mechanism for an inflatable liferaft is not periodically serviced and becomes inoperable, it will fail to __________.",Naval,B,set the water lights on immersion,release the dyemarker from the liferaft,free the liferaft from the vessel,break the seal on the carbon dioxide cylinder,,,3
A fire in a pile of linen is considered to be a class __________.,Naval,B,A fire,B fire,C fire,D fire,,,1
A combustible gas indicator is used to determine __________.,Naval,B,if there is sufficient oxygen to support life,the toxicity of flammable gases or vapors,the amount of CO2 present in flue gas,the presence of flammable gases or vapors in the air,,,4
Which of the following visual distress signals is acceptable for daylight use only?,Naval,B,Handheld red flare,Self-contained rocket propelled parachute red flare,Orange smoke signal,Red aerial pyrotechnic flare,,,3
What term is listed on a Material Safety Data Sheet (MSDS)  to describe a chemical that produces only minor health effects that usually heal with or without medical attention when exposure stops?,Naval,B,Moderate toxicity,Low toxicity,Lower exposure limit,Moderate exposure limit,,,2
Which health hazard term is listed on a Material Safety Data Sheet (MSDS) to indicate that contact with the substance will freeze body tissue on contact?,Naval,B,Freeze hazard,Cyanosis,Freon hazard,Cryogenic,,,4
Appendicitis symptoms include cramps or pain in the abdomen located in the __________.,Naval,B,lower left side,lower right side,upper left side,upper right side,,,2
"If the chemical material is a mixture, what must the Material Safety Data Sheet (MSDS) identify?",Naval,B,Paints or coatings that are safe to use with it.,The name of each hazardous ingredient.,"Other similar mixtures of liquids, solids or gases.",None of the above.,,,2
Your vessel is taking on fuel oil when a small leak develops in the hose and you have ordered the pumping stopped. Before resuming pumping you should __________.,Naval,B,notify the terminal superintendent,place a large drip pan under the leak and plug the scuppers,repair the hose with a patch,replace the hose,,,4
What is the purpose of the liferaft hydrostatic release?,Naval,B,To release raft from the cradle automatically as the ship sinks,To inflate the raft automatically,To test rafts hydrostatically,None of the above,,,1
"A written document identifying chemical material, listing its physical properties, describing health hazards, required controls, correct procedures for firefighting, spill or leak cleanup, waste disposal, and the safe handling and storage of the material, is called an __________.",Naval,B,HCIS,MSDS,PELS,PPES,,,2
The high velocity fog tip used with the all-purpose firefighting nozzle should always be __________.,Naval,B,stowed separately in a clip or rack at each fire station,attached to the all-purpose nozzle by a chain,coated with heavy grease to prevent corrosion,painted red to be identified as emergency equipment,,,2
Most enclosed lifeboats or covered survival capsules will automatically right themselves if they capsize.  This will  occur when which of the following conditions exists?,Naval,B,The lower ballast tanks are filled with water.,The fuel tanks are not less than half full.,The passengers are strapped to their seats.,The sea anchor is deployed to windward.,,,3
"According to Code of Federal Regulations 33, grinders or comminutors used for the discharge of garbage between 3 and 12 nautical miles from the nearest land must  be __________.",Naval,B,provided with flush back capabilities insuring the passage of all ground particles through a final control element,provided on all vessels that may operate on the Great Lakes and shall discharge under the highest load line of the vessel,capable of reducing the size of garbage so that it will pass through a screen with openings no greater than 25  millimeters,capable of processing all garbage generated onboard the vessel including all deck and engine department refuse,,,3
Material listed on a Material Safety Data Sheet (MSDS) referring to more than one chemical is called a __________.,Naval,B,mixture,combination,multi-material,toxin,,,1
Which of the following symptoms would be indicated if a person's appendix ruptured?,Naval,B,Dilated pupils and shallow breathing,Diarrhea and frequent urination,Muscle tenseness in almost the entire abdomen,Extreme sweating and reddening skin,,,3
The physical data term on a Material Safety Data Sheet (MSDS) describing whether a liquid is lighter or heavier than water is  __________.,Naval,B,solubility,specific gravity,viscosity,flotation point,,,2
The explosive range of a mixture of flammable vapors and air lies between the lower and upper explosive limits.  These limits are specified as a percentage of __________.,Naval,B,flammable vapor by volume in air,the lower limit of explosibilty of the mixture,oxygen present to support combustion,the temperature of the flash point,,,1
A hydrostatic release mechanism for a liferaft __________.,Naval,B,must be wet before it will release,should be kept in a watertight cover except in an emergency,will inflate the raft in its cradle if operated manually,must be submerged to a certain depth to release automatically,,,4
"While loading bulk oil, you notice oil on the water near the barge.  Which of the following actions should you carry out FIRST?",Naval,B,Search the vessel for leaks,Notify terminal superintendent,Stop loading,Notify the Coast Guard,,,3
"Before entering a fuel tank that has been cleaned, it should be checked with an oxygen indicator and a/an __________.",Naval,B,Orsat apparatus,flame safety lamp,Halide torch,combustible gas indicator,,,4
"The all-purpose, or combination nozzle is capable by itself of producing a solid stream of water __________.",Naval,B,only,and high velocity water fog,and low velocity water fog,and high and low velocity water fog,,,2
Which of the following conditions is NOT a function of the  covered lifeboat pressurized air supply?,Naval,B,Provides combustion air for the diesel engine.,Pressurizes the water spray system.,Provides air for passenger respiration.,Prevents smoke and other noxious fumes from entering craft.,,,2
The physical data term on a Material Safety Data Sheet (MSDS) that indicates if the vapor formed by a material is  lighter or heavier than air is called __________.,Naval,B,vapor pressure,vapor gravity,vapor level,vapor density,,,4
"In a closed container of liquid, the force exerted by vapor on the walls of the container above the liquid surface is called __________.",Naval,B,storage pressure,vapor pressure,over-pressure,reactive pressure,,,2
"When a patient is suspected of having appendicitis, the primary action is to __________.",Naval,B,give patient a laxative to relieve pain,give patient morphine sulfate to relieve pain,evacuate patient to a hospital,give patient aspirin with a glass of water,,,3
What does the vapor pressure listed in Section III of a Material Safety Data Sheet (MSDS) indicate?,Naval,B,How fast a chemical gets into the air.,How much of the chemical can evaporate.,Whether the vapor is lighter or heavier than air.,How much force the vapor exerts inside a closed container.,,,4
The upper explosive limit (UEL) of a mixture of flammable vapors and air is defined as __________.,Naval,B,that concentration above which there is just enough flammable vapor to produce an explosion,that concentration above which the mixture is too rich to burn,the percentage of flammable vapor by volume in air  sufficient to create an explosion,the percentage of oxygen present in the air sufficient to support combustion,,,2
"If you wish to remove an inflatable liferaft from its cradle, the best way to free it is by __________.",Naval,B,cutting the restraining strap,unscrewing the turnbuckle on the back of the cradle,lifting one end of the raft,pushing the plunger on the center of the hydrostatic release,,,4
"When you notice oil on the water near your vessel while taking on fuel, you should FIRST __________.",Naval,B,stop loading,notify the senior deck officer,notify the terminal superintendent,determine whether your vessel is the source,,,1
"A chemical material, as listed on a Material Safety Data Sheet (MSDS) that reacts with water or moist air, and produces a health or physical hazard, is called __________.",Naval,B,water-reactive,toxic,flammable,combustible,,,1
The physical difference of the water spray patterns developed by the high velocity tip and low velocity applicator is due to __________.,Naval,B,a difference in water pressure,the method of breaking up the water stream,the type of fire being fought,the capacity of the fire pump,,,2
Your vessel is equipped with totally enclosed lifeboats. Which of the following statements is correct should the boat be enveloped in flames?,Naval,B,The ventilators will automatically close by the action of fusible links.,The diesel engine will take its air supply from outside the lifeboat to prevent asphyxiation of the crew.,A water spay system to cool the outside of the boat is operated by a high-volume manual pump.,A pressurized air tank will provide approximately ten minutes of air for the survivors and the diesel engine.,,,4
Victual waste is __________.,Naval,B,the final discharge of sewage treatment plants,any garbage that comes from food or food provisions,the resultant sludge that is collected after waterwashing a boiler,the final waste product of a manufacturing process,,,2
"When a patient is suspected of having appendicitis, the pain should be relieved by __________.",Naval,B,keeping a ice bag over the location of the appendix,giving the patient a laxative,giving the patient morphine sulfate,giving the patient aspirin with a glass of water,,,1
"According to Code of Federal Regulations 33, a vessel operating upon the Great Lakes shall __________.",Naval,B,not discharge any garbage into these waters,be required to re-distill all water used for cooling or condensate systems,have its forward most frame members sufficiently stiffened  to prevent ice damage,be certified for inland use only,,,1
Ethylene oxide has a lower explosive limit of 2.0% and an upper explosive limit of 100% by volume in air.  This means __________.,Naval,B,there is no possible ethylene oxide concentration in air which is too lean to burn,there is no possible ethylene oxide concentration in air which is too rich to burn,an ethylene oxide spill always results in an explosion,a 2.0% concentration of ethylene oxide in air would give a  reading of 2.0% on a combustible gas indicator,,,2
A lifeline must be connected to the liferaft __________.,Naval,B,at the bow,at the stern,in the middle,all around,,,4
You are taking on fuel when you notice oil in the water around your vessel.  You should immediately stop fueling and __________.,Naval,B,begin cleanup operation,notify the U.S. Coast Guard,leave the area,notify the Army Corps of Engineers,,,2
"According to Code of Federal Regulations (33 CFR 151), who  is responsible for insuring that a ship is not operated unless a waste management plan is utilized?",Naval,B,U.S. Coast Guard,Vessel's Master,Vessel owner,Vessel operating company,,,2
The significant difference between the high velocity fog tip and the low velocity fog applicator used with the all-purpose nozzle is the __________.,Naval,B,difference in available water pressure,number of personnel required to effectively use each of them,degree to which the water stream is broken up,ability to exclude free oxygen,,,3
Most totally enclosed lifeboats are equipped with __________.,Naval,B,tanks for the storage of drinking water,ballast tanks to prevent the boat from capsizing,buoyant oars and paddles,auxiliary mechanical propulsion (Fleming gear),,,3
"According to Code of Federal Regulations (33 Part 151), which of the following statements is accurate concerning the discharge of garbage?",Naval,B,The discharge of plastic or garbage mixed with plastic into any waters is permitted.,"The discharge of dunnage, lining, and packing materials that do not float is prohibited within 25 nautical miles of the  nearest land.",The discharge of all garbage is prohibited in the navigable waters of the United States and in all other waters within  three nautical miles of the nearest land.,All of the above are correct.,,,3
"According to Code of Federal Regulations (33 Part 151), a person who discharges plastic or garbage mixed with plastic is liable for __________.",Naval,B,a civil penality,criminal penalty for class D felony,imprisonment,All of the above,,,4
Seasickness is caused by rolling or rocking motions which affect fluids in the __________.,Naval,B,stomach,lower intestines,inner ear,bladder,,,3
A health hazard term listed on a Material Safety Data Sheet (MSDS) that indicates allergic-like reaction in some people after repeated exposure is __________.,Naval,B,skin contact hazard,sensitizer,pyrophoric hazard,oxidizer,,,2
The explosive range of methane is 5% to 15% by volume in air.  This means a vapor/air mixture of __________.,Naval,B,3 percent methane by volume is too rich to burn,20 percent methane by volume is too lean to burn,10 percent methane by volume is too rich to burn,5 percent methane by volume will give a reading of 100 percent L.E.L. on a combustible gas indicator,,,4
Which of the devices listed will prevent an inflated liferaft from being pulled under by a vessel which sinks in water over 100 feet deep?,Naval,B,The hydrostatic release,A shear pin,A rottmer release,A weak link in the painter,,,4
"If you detect oil in the water around your vessel while discharging fuel, the FIRST thing to do is __________.",Naval,B,try to find out where the oil is coming from,call the Master,have the pumpman check the discharge piping,shutdown operations,,,4
A chemical that causes a substantial proportion of exposed  people or animals to develop an allergic reaction in normal tissue after repeated exposure is listed on a Material Safety Data Sheet (MSDS) as a __________.,Naval,B,skin contact hazard,physical hazard,sensitizer,skin absorption hazard,,,3
Progressive flooding on a MODU may be indicated by __________.,Naval,B,ballast control alarms,excessive draft,excessive list or trim,a continual worsening of list or trim,,,4
A vessel which is subjected to 'hogging' has its __________.,Naval,B,main deck under compressive stress,main deck plating under tensil stress,bottom plate under shearing stress,bottom and deck plating under compressive stress,,,2
Symptoms of seasickness include __________.,Naval,B,fever and thirst,nausea and dizziness,stomach cramps and diarrhea,reddening of skin and hives,,,2
"Except in rare cases, it is impossible to extinguish a shipboard fire by __________.",Naval,B,removing the fuel,removing the heat,interrupting the chain reaction,removing the oxygen,,,1
A patient suffering from heat exhaustion should first be __________.,Naval,B,placed in a sitting position with the head lowered to the knees,kept standing and encouraged to walk slowly and continuously,given a glass of water and told to return to work after 15  minutes of rest,directed to move to a cool space unassisted,,,4
Using a sea anchor will __________.,Naval,B,reduce the drift rate of the liferaft,keep the liferaft from turning over,aid in recovering the liferaft,increase your visibility,,,1
"While taking on fuel, you notice oil on the water around the vessel.  Which of the following actions should be taken FIRST?",Naval,B,Stop fueling,Notify the dispatcher,Notify the terminal superintendent,Determine if your vessel is the source,,,1
Carbon dioxide extinguishers must be recharged when the weight is less than?,Naval,B,0.8,0.85,0.9,0.95,,,3
What information can be obtained from a marine chemist's certificate issued to an offshore supply vessel?,Naval,B,The vessel's stability information,The tanks which were safe to enter when the certificate was issued,The number of fire extinguishers required to be aboard,The quality of fuel in the vessel's tanks,,,2
"When the height of the metacenter is less than the height of the center of gravity, a vessel has what type of stability?",Naval,B,Stable,Neutral,Negative,Positive,,,3
"If the metacentric height is small, a floating MODU will __________.",Naval,B,be tender,have a quick and rapid motion,be stiff,yaw,,,1
The primary concern in aiding a back injury patient is __________.,Naval,B,relieving the patient's pain by giving aspirin or stronger  medication,avoiding possible injury to the spinal cord by incorrect handling,preventing convulsions and muscle spasms caused by the injury,providing enough fluids to prevent dehydration,,,2
"The most practical method of extinguishing a class ""A"" fire, involving burning dunnage, is to use __________.",Naval,B,chemical foam,a hand portable CO2 extinguishers,Purple K powder and light water,water,,,4
Each personal flotation device light on a MODU that has a  non-replaceable power source must be replaced __________.,Naval,B,every six months after initial installation,every 12 months after initial installation,every 24 months after initial installation,on or before the expiration date of the power source,,,4
An inflatable liferaft is thrown into the water from a sinking vessel.  Which of the following actions occurs automatically after the painter trips the CO2 bottles to inflate the raft?,Naval,B,The sea anchor is deployed.,The floor inflates.,"If upside down, the craft will right itself.",The painter detaches from the raft.,,,1
"If you observe any situation which presents a safety or pollution hazard during fuel transfer operations, which of  the following actions should be taken FIRST?",Naval,B,Close the valves at the transfer manifold.,Notify the person in charge of the shore facility.,Shut down the transfer operation.,Sound the fire alarm.,,,3
A patient suffering from heat exhaustion should first be __________.,Naval,B,given a mild seawater solution to drink to replace salt and fluids,kept standing and encouraged to walk slowly and continuously,given a glass of water and told to return to work after 15  minutes of rest,moved to a cool room and told to lie down,,,4
"In order to produce a high velocity water fog using an all-purpose nozzle, you must __________.",Naval,B,pull the nozzle handle halfway back,push the nozzle handle completely forward,insert an in-line fog applicator,change to a small nozzle tip after changing the position of the nozzle handle,,,1
Which of the following should NOT be done for a person who has fainted?,Naval,B,Provide fresh air,Loosen clothing,Elevate head,Stimulate face with cold water,,,3
Tank stripping is accomplished more effectively by using a __________.,Naval,B,a multistage centrifugal pump,the load on top system,the water displacement method,a positive displacement pump,,,4
The combined fan discharge rate in an inert gas system is  related to the __________.,Naval,B,shoreside loading rate,maximum cargo pump discharge rate,boiler forced draft fan rate,size of the largest cargo tank,,,2
The symptoms of a fractured back are __________.,Naval,B,leg cramps in the muscles in one or both legs,pain and uncontrolled jerking of the legs and arms,vomiting and involuntary urination or bowel movement,pain at the site of the fracture and possible numbness or paralysis below the injury,,,4
"To fight a large class ""A"" fire contained in a closed compartment, the nozzleman should open a door enough to insert the hose nozzle and initially __________.",Naval,B,sweep a straight stream around the compartment,hold the nozzle steady while applying a straight stream in  the area where he suspects the source of the fire to be,sweep a fog stream around the compartment,hold the nozzle steady and direct a fog stream in the area  where he suspects the fire,,,3
"If an incorrect entry were made in the Oil Record Book, you should __________.",Naval,B,erase the entry and rewrite it,notify the ship's officer-in-charge,completely black it out and make the correct entry alongside,draw a single line through the wrong entry and initial it,,,4
"Generally, when lifting an inflatable liferaft back aboard  ship, you would use the __________.",Naval,B,towing bridle,main weather cover,external lifelines,righting strap,,,1
"While taking on fuel oil, the transfer hose begins leaking, causing a sheen on the water.  You should __________.",Naval,B,apply dispersants to the sheen,repair the leak with duct tape,reduce the rate of transfer,shut down operations,,,4
The sections of an Oil Record Book preceeding the log pages contain a __________.,Naval,B,damage control plan for isolating firemain valves,list of machinery space operation items,complete classification of hazardous materials,detailed listing of all organizations to call in the event of an accidental oil spill,,,2
Which statement regarding garbage disposal is correct?,Naval,B,Records for ground garbage disposal are not required when  disposal into the sea occurs more than 25 miles offshore.,Discharging or transfer of garbage while in port to a shore facility must be recorded.,Maintaining records for the incineration of garbage aboard ship is not required.,The recording of garbage disposal should include the approximate weight.,,,2
"When dumping garbage into the sea, other than special areas, __________.",Naval,B,the U.S. Coast Guard must be notified for each occurence,records must be provided and maintained for two years,an entry into the official log book must be made,no record is required if dumping is carried out more than 25 miles offshore and there is no included plastic material,,,2
"A crack, located in the shell plating or deck plating of a  ship, may be temporarily prevented from increasing in length by __________.",Naval,B,drilling a hole at each end of the crack,installing welded brackets across both ends,V-grooving and welding from both sides of the crack,cutting a square notch at each end of the crack,,,1
Which of the following procedures can be used for checking  for spinal cord damage to an unconscious patient?,Naval,B,"Beginning at the back of the neck, and proceeding to the buttocks, press the spine to find where it hurts.",Prick the skin of the hands and the soles of the feet with  a sharp object to check for reaction.,Selectively raise each arm and each leg and watch patient's face to see if he registers pain.,Roll patient onto his stomach and prick along the length of his spine to check reaction.,,,2
"Which of the following methods should be used to prevent a  class ""A"" fire in a topside compartment, with steel bulkheads, from spreading to the adjacent compartments?",Naval,B,Sweep the exterior bulkheads with a solid stream of water until the fire is reportedly extinguished.,"Sweep the exterior bulkheads with a solid stream of water until steam is no longer produced, secure the nozzle, and repeat as necessary.",Sweep the exterior bulkheads with water fog until the fire  is reportedly extinguished.,"Sweep the exterior bulkheads with water fog until steam is  no longer produced, secure the nozzle, and repeat as necessary.",,,4
Which of the listed procedures should be followed when individuals are rescued in cold climates and suffer from hypothermia?,Naval,B,Give them brandy,Get them to a hot room,Immerse them in a warm bath 104°F (40°),Cover with an electric blanket set for maximum temperature,,,3
The inside light in an inflatable liferaft is turned on __________.,Naval,B,automatically as the liferaft inflates,with a switch near the boarding handle,at night because the light has a photosensitive switch,by screwing the bulb in after the raft is inflated,,,1
How much warning must be provided by the CO2 warning alarm before CO2 is discharged into a space?,Naval,B,5 seconds,10 seconds,15 seconds,20 seconds,,,4
CO2 extinguishes a fire by __________.,Naval,B,a blanket of bubbles formed on the surface of the fire,smothering,cooling,isolating the heat from the fuel,,,2
"First aid treatment for battery acid or alkali burns, especially in the eyes, includes __________.",Naval,B,flushing with large amounts of fresh water and seeking medical attention ashore or by radio,wiping the affected area with a clean dry cloth and resting quietly for several hours,drying the acid or alkali with a rag followed by applying a light cream,all of the above may be acceptable treatments depending on  the severity of the burn,,,1
Normal mouth temperature is __________.,Naval,B,96.4°F,97.5°F,98.6°F,99.7°F,,,3
Where would you look to find out what your duties are during a fire?,Naval,B,Coast Guard Regulations,Certificate of Inspection,Muster list,Ship's articles,,,3
An effective method for moving a patient with spinal injuries to a stretcher or spine board is known as the __________.,Naval,B,pack strap carry,two man extremities carry,fireman's drag,four man log roll,,,4
"The most effective method of extinguishing a class ""A"" fire is by __________.",Naval,B,quenching and cooling,using a sodium based dry chemical,blanketing and smothering,using nonconducting extinguishers,,,1
You can find the location of your abandon ship post by checking the __________.,Naval,B,vessel's logbook,vessel's documentation,muster list,Certificate of Inspection,,,3
The lights on the outside of the canopy of an inflatable liferaft operate __________.,Naval,B,by turning the globe clockwise,by a switch at each light,by a light sensor,automatically when the raft is inflated,,,4
Part 156 of the Pollution Prevention Regulations concerns __________.,Naval,B,oil and hazmat transfer operations,cargo vessel design,large oil transfer shoreside facilities,pumping equipment design,,,1
"When off loading garbage to another ship, your records must identify that ship by name and __________.",Naval,B,home port,operator's name of record,official number,master's name,,,3
"The best means of combating an oil fire on the surface of the water surrounding a vessel tied to the pier, is to use  __________.",Naval,B,water fog over the fire,solid water streams directly into the fire,dry chemical around the fire,foam directed against the vessel's side,,,4
Your assigned emergency stations aboard your vessel can be  found on the ship's __________.,Naval,B,muster list,certificate of inspection,clearance papers,permit to proceed,,,1
Fire and lifeboat stations are required to be listed on the __________.,Naval,B,ship's articles,muster list,bunk card,forecastle card,,,2
When administering first aid you should avoid __________.,Naval,B,any conversation with the patient,instructing bystanders,unnecessary haste and appearance of uncertainty,touching the patient,,,3
The best extinguishing agent for fighting a burning mattress fire is the use of __________.,Naval,B,carbon dioxide,water in a solid stream,foam,dry chemical,,,2
"In order to find out which lifeboat you are assigned, you should look at the __________.",Naval,B,fire control plan,certificate of inspection,muster list,ship's articles,,,3
"After launching, an inflatable raft should be kept dry inside by __________.",Naval,B,opening the automatic drain plugs,draining the water pockets,using the electric bilge pump,using the bailers and cellulose sponge,,,4
The authority to grant an alternate procedure for oil transfer operations rests with the __________.,Naval,B,Nearest Coast Guard office,"Officer-in-Charge, Marine Inspection",Area Commander,Captain of the Port,,,4
A vessel trimmed down by the bow has __________.,Naval,B,a greater draft forward than aft,zero trim,a low mean draft,a greater draft aft than forward,,,1
"According to Pollution Prevention Regulations (33 CFR), the maximum allowable working pressure (MAWP) for each hose assembly used for transferring oil must be __________.",Naval,B,at least 600 psi (4.14 MPa),more than the sum of the pressure of the relief valve setting,at least four times the sum for the pressure of the relief  valve setting,more than the maximum pump pressure when a relief valve is  not installed,,,2
When working around deck machinery it is a good safety practice to avoid standing in a 'bight' because __________.,Naval,B,it doesn't allow for proper faking of the line,the coil may become tangled and difficult to manage,a sudden yank on the line may trap your leg,a flemish may quickly knock you down,,,3
"Which of the following fire extinguishing agents is best suited for use on a large class ""B"" fire occurring on the open deck of a vessel?",Naval,B,CO2,Aqueous film forming foam,Dry chemical,Steam smothering system,,,2
What is the required gas supply capacity of an inert gas system?,Naval,B,125% of forced draft rate,125% of shore side loading rate,125% of cargo pump capacity,125% of fan capacity,,,3
"When making a permanent repair to an inflatable liferaft using a repair kit, how long after the repair is made should you hold off 'topping up' the lost air?",Naval,B,You do not have to hold off,12 hours,24 hours,2 hours,,,3
An application for an exemption of any requirements of the regulations for oil transfer operations must be submitted to the __________.,Naval,B,District Commander,Commandant,Captain of the Port,Nearest Coast Guard office,,,3
An inert gas system is designed to reduce the possibility of tank explosions by __________.,Naval,B,eliminating sparks and fire in the vicinity of cargo tanks,removing all hydrocarbon gases from the cargo tanks,blanketing cargo tanks with inert foam,reducing the oxygen concentration below levels necessary for combustion,,,4
"According to Pollution Prevention Regulations (33 CFR), the pump being used for cargo transfer has a relief valve setting of 65 psi and a static head of 10 feet.  The vessel's cargo hose used for the transfer must  have a maximum allowable working pressure of at least __________.",Naval,B,55 psi,65 psi,75 psi,98 psi,,,3
The amount of garbage disposed must be entered into the records maintained by each ship and stated in __________.,Naval,B,cubic meters,"barrels, measured in 55 gallon drums",weight in either kilogram or pounds,cubic yards convertible to long tons,,,1
Which unit will provide excellent mobilty to the wearer in an unsafe atmosphere and provide oxygen to sustain life?,Naval,B,A fresh air breathing apparatus,A self-contained breathing apparatus,An ammonia gas mask,All of the above,,,2
